Type of DES,Component#1,Component#2,X#1,X#2,"T, K","Viscosity, mPa.s",lg_Viscosity,Smiles#1,Smiles#2
V,(2S)-2-aminopropanoic acid,dodecanoic acid,0.3333,0.6667,323.15,0.28,-0.552841969,C[C@@H](C(=O)O)N,CCCCCCCCCCCC(=O)O
V,(2S)-2-amino-3-(1H-imidazol-5-yl)propanoic acid,dodecanoic acid,0.3333,0.6667,293.15,15.2,1.181843588,C1=C(NC=N1)C[C@@H](C(=O)O)N,CCCCCCCCCCCC(=O)O
V,(2S)-2-amino-3-(1H-imidazol-5-yl)propanoic acid,dodecanoic acid,0.3333,0.6667,298.15,7.3,0.86332286,C1=C(NC=N1)C[C@@H](C(=O)O)N,CCCCCCCCCCCC(=O)O
V,(2S)-2-amino-3-(1H-imidazol-5-yl)propanoic acid,dodecanoic acid,0.3333,0.6667,303.15,4.1,0.612783857,C1=C(NC=N1)C[C@@H](C(=O)O)N,CCCCCCCCCCCC(=O)O
V,(2S)-2-amino-3-(1H-imidazol-5-yl)propanoic acid,dodecanoic acid,0.3333,0.6667,308.15,2.5,0.397940009,C1=C(NC=N1)C[C@@H](C(=O)O)N,CCCCCCCCCCCC(=O)O
V,(2S)-2-amino-3-(1H-imidazol-5-yl)propanoic acid,dodecanoic acid,0.3333,0.6667,313.15,1,0,C1=C(NC=N1)C[C@@H](C(=O)O)N,CCCCCCCCCCCC(=O)O
V,(2S)-2-amino-3-(1H-imidazol-5-yl)propanoic acid,dodecanoic acid,0.3333,0.6667,318.15,0.4,-0.397940009,C1=C(NC=N1)C[C@@H](C(=O)O)N,CCCCCCCCCCCC(=O)O
V,(2S)-2-amino-3-(1H-imidazol-5-yl)propanoic acid,dodecanoic acid,0.3333,0.6667,323.15,0.16,-0.795880017,C1=C(NC=N1)C[C@@H](C(=O)O)N,CCCCCCCCCCCC(=O)O
V,(2R)-2-amino-3-[[(2R)-2-amino-2-carboxyethyl]disulfanyl]propanoic acid,dodecanoic acid,0.3333,0.6667,293.15,20.6,1.31386722,C([C@@H](C(=O)O)N)SSC[C@@H](C(=O)O)N,CCCCCCCCCCCC(=O)O
V,(2R)-2-amino-3-[[(2R)-2-amino-2-carboxyethyl]disulfanyl]propanoic acid,dodecanoic acid,0.3333,0.6667,298.15,10.5,1.021189299,C([C@@H](C(=O)O)N)SSC[C@@H](C(=O)O)N,CCCCCCCCCCCC(=O)O
V,(2R)-2-amino-3-[[(2R)-2-amino-2-carboxyethyl]disulfanyl]propanoic acid,dodecanoic acid,0.3333,0.6667,303.15,5.4,0.73239376,C([C@@H](C(=O)O)N)SSC[C@@H](C(=O)O)N,CCCCCCCCCCCC(=O)O
V,(2R)-2-amino-3-[[(2R)-2-amino-2-carboxyethyl]disulfanyl]propanoic acid,dodecanoic acid,0.3333,0.6667,308.15,3.1,0.491361694,C([C@@H](C(=O)O)N)SSC[C@@H](C(=O)O)N,CCCCCCCCCCCC(=O)O
V,(2R)-2-amino-3-[[(2R)-2-amino-2-carboxyethyl]disulfanyl]propanoic acid,dodecanoic acid,0.3333,0.6667,313.15,1.4,0.146128036,C([C@@H](C(=O)O)N)SSC[C@@H](C(=O)O)N,CCCCCCCCCCCC(=O)O
V,(2R)-2-amino-3-[[(2R)-2-amino-2-carboxyethyl]disulfanyl]propanoic acid,dodecanoic acid,0.3333,0.6667,318.15,0.6,-0.22184875,C([C@@H](C(=O)O)N)SSC[C@@H](C(=O)O)N,CCCCCCCCCCCC(=O)O
V,(2R)-2-amino-3-[[(2R)-2-amino-2-carboxyethyl]disulfanyl]propanoic acid,dodecanoic acid,0.3333,0.6667,323.15,0.31,-0.508638306,C([C@@H](C(=O)O)N)SSC[C@@H](C(=O)O)N,CCCCCCCCCCCC(=O)O
V,1-dioctylphosphoryloctane,5-methyl-2-propan-2-ylphenol,0.3333,0.6667,298.15,62.1,1.7930916,CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,CC1=CC(=C(C=C1)C(C)C)O
V,5-methyl-2-propan-2-ylcyclohexan-1-ol,hexanoic acid,0.5,0.5,298.15,8.48,0.928395852,CC1CCC(C(C1)O)C(C)C,CCCCCC(=O)O
V,5-methyl-2-propan-2-ylcyclohexan-1-ol,decanoic acid,0.5,0.5,298.15,13.64,1.13481437,CC1CCC(C(C1)O)C(C)C,CCCCCCCCCC(=O)O
V,5-methyl-2-propan-2-ylcyclohexan-1-ol,octanoic acid,0.5,0.5,298.15,10.6,1.025305865,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O
V,octanoic acid,dodecanoic acid,0.3333,0.6667,298.15,7.16,0.854913022,CCCCCCCCCCCC(=O)O,CCCCCCCC(=O)O
V,5-methyl-2-propan-2-ylcyclohexan-1-ol,hexanoic acid,0.3333,0.6667,298.15,12.3,1.089905111,CC1CCC(C(C1)O)C(C)C,CCCCCC(=O)O
V,5-methyl-2-propan-2-ylcyclohexan-1-ol,heptanoic acid,0.3333,0.6667,298.15,14.8,1.170261715,CC1CCC(C(C1)O)C(C)C,CCCCCCC(=O)O
V,5-methyl-2-propan-2-ylcyclohexan-1-ol,octanoic acid,0.3333,0.6667,298.15,16.6,1.220108088,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O
V,5-methyl-2-propan-2-ylcyclohexan-1-ol,nonanoic acid,0.3333,0.6667,298.15,18.3,1.26245109,CC1CCC(C(C1)O)C(C)C,CCCCCCCCC(=O)O
V,5-methyl-2-propan-2-ylcyclohexan-1-ol,decanoic acid,0.3333,0.6667,298.15,20.12,1.303627976,CC1CCC(C(C1)O)C(C)C,CCCCCCCCCC(=O)O
V,5-methyl-2-propan-2-ylphenol,hexanoic acid,0.3333,0.6667,298.15,5.13,0.710117365,CC1=CC(=C(C=C1)C(C)C)O,CCCCCC(=O)O
V,5-methyl-2-propan-2-ylphenol,heptanoic acid,0.3333,0.6667,298.15,5.8,0.763427994,CC1=CC(=C(C=C1)C(C)C)O,CCCCCCC(=O)O
V,5-methyl-2-propan-2-ylphenol,octanoic acid,0.3333,0.6667,298.15,7.12,0.852479994,CC1=CC(=C(C=C1)C(C)C)O,CCCCCCCC(=O)O
V,5-methyl-2-propan-2-ylphenol,nonanoic acid,0.3333,0.6667,298.15,9.6,0.982271233,CC1=CC(=C(C=C1)C(C)C)O,CCCCCCCCC(=O)O
V,5-methyl-2-propan-2-ylphenol,decanoic acid,0.3333,0.6667,298.15,12.22,1.087071206,CC1=CC(=C(C=C1)C(C)C)O,CCCCCCCCCC(=O)O
V,2-(trimethylazaniumyl)acetate,"ethane-1,2-diol",0.25,0.75,293.15,106.5,2.027349608,C[N+](C)(C)CC(=O)[O-],C(CO)O
V,2-(trimethylazaniumyl)acetate,"ethane-1,2-diol",0.25,0.75,303.15,64,1.806179974,C[N+](C)(C)CC(=O)[O-],C(CO)O
V,2-(trimethylazaniumyl)acetate,"ethane-1,2-diol",0.25,0.75,313.15,41.1,1.613841822,C[N+](C)(C)CC(=O)[O-],C(CO)O
V,2-(trimethylazaniumyl)acetate,"ethane-1,2-diol",0.25,0.75,323.15,27.8,1.444044796,C[N+](C)(C)CC(=O)[O-],C(CO)O
V,2-(trimethylazaniumyl)acetate,"ethane-1,2-diol",0.25,0.75,333.15,19.7,1.294466226,C[N+](C)(C)CC(=O)[O-],C(CO)O
V,2-(trimethylazaniumyl)acetate,"ethane-1,2-diol",0.2,0.8,293.15,77.2,1.8876173,C[N+](C)(C)CC(=O)[O-],C(CO)O
V,2-(trimethylazaniumyl)acetate,"ethane-1,2-diol",0.2,0.8,303.15,47.1,1.673020907,C[N+](C)(C)CC(=O)[O-],C(CO)O
V,2-(trimethylazaniumyl)acetate,"ethane-1,2-diol",0.2,0.8,313.15,30.4,1.482873584,C[N+](C)(C)CC(=O)[O-],C(CO)O
V,2-(trimethylazaniumyl)acetate,"ethane-1,2-diol",0.2,0.8,323.15,20.9,1.320146286,C[N+](C)(C)CC(=O)[O-],C(CO)O
V,2-(trimethylazaniumyl)acetate,"ethane-1,2-diol",0.2,0.8,333.15,14.9,1.173186268,C[N+](C)(C)CC(=O)[O-],C(CO)O
V,2-(trimethylazaniumyl)acetate,"ethane-1,2-diol",0.167,0.833,293.15,58.2,1.764922985,C[N+](C)(C)CC(=O)[O-],C(CO)O
V,2-(trimethylazaniumyl)acetate,"ethane-1,2-diol",0.167,0.833,303.15,36.5,1.562292864,C[N+](C)(C)CC(=O)[O-],C(CO)O
V,2-(trimethylazaniumyl)acetate,"ethane-1,2-diol",0.167,0.833,313.15,24.2,1.383815366,C[N+](C)(C)CC(=O)[O-],C(CO)O
V,2-(trimethylazaniumyl)acetate,"ethane-1,2-diol",0.167,0.833,323.15,17,1.230448921,C[N+](C)(C)CC(=O)[O-],C(CO)O
V,2-(trimethylazaniumyl)acetate,"ethane-1,2-diol",0.167,0.833,333.15,12.3,1.089905111,C[N+](C)(C)CC(=O)[O-],C(CO)O
V,(3R)-3-hydroxy-4-(trimethylazaniumyl)butanoate,"ethane-1,2-diol",0.25,0.75,293.15,479,2.680335513,C[N+](C)(C)C[C@@H](CC(=O)[O-])O,C(CO)O
V,(3R)-3-hydroxy-4-(trimethylazaniumyl)butanoate,"ethane-1,2-diol",0.25,0.75,303.15,253.8,2.404491618,C[N+](C)(C)C[C@@H](CC(=O)[O-])O,C(CO)O
V,(3R)-3-hydroxy-4-(trimethylazaniumyl)butanoate,"ethane-1,2-diol",0.25,0.75,313.15,145.7,2.163459552,C[N+](C)(C)C[C@@H](CC(=O)[O-])O,C(CO)O
V,(3R)-3-hydroxy-4-(trimethylazaniumyl)butanoate,"ethane-1,2-diol",0.25,0.75,323.15,89.2,1.950364854,C[N+](C)(C)C[C@@H](CC(=O)[O-])O,C(CO)O
V,(3R)-3-hydroxy-4-(trimethylazaniumyl)butanoate,"ethane-1,2-diol",0.25,0.75,333.15,58.3,1.765668555,C[N+](C)(C)C[C@@H](CC(=O)[O-])O,C(CO)O
V,(3R)-3-hydroxy-4-(trimethylazaniumyl)butanoate,"ethane-1,2-diol",0.2,0.8,293.15,229.7,2.361160995,C[N+](C)(C)C[C@@H](CC(=O)[O-])O,C(CO)O
V,(3R)-3-hydroxy-4-(trimethylazaniumyl)butanoate,"ethane-1,2-diol",0.2,0.8,303.15,128.9,2.110252917,C[N+](C)(C)C[C@@H](CC(=O)[O-])O,C(CO)O
V,(3R)-3-hydroxy-4-(trimethylazaniumyl)butanoate,"ethane-1,2-diol",0.2,0.8,313.15,77.8,1.890979597,C[N+](C)(C)C[C@@H](CC(=O)[O-])O,C(CO)O
V,(3R)-3-hydroxy-4-(trimethylazaniumyl)butanoate,"ethane-1,2-diol",0.2,0.8,323.15,49.9,1.698100546,C[N+](C)(C)C[C@@H](CC(=O)[O-])O,C(CO)O
V,(3R)-3-hydroxy-4-(trimethylazaniumyl)butanoate,"ethane-1,2-diol",0.2,0.8,333.15,33.7,1.527629901,C[N+](C)(C)C[C@@H](CC(=O)[O-])O,C(CO)O
V,(3R)-3-hydroxy-4-(trimethylazaniumyl)butanoate,"ethane-1,2-diol",0.167,0.833,293.15,150.3,2.176958981,C[N+](C)(C)C[C@@H](CC(=O)[O-])O,C(CO)O
V,(3R)-3-hydroxy-4-(trimethylazaniumyl)butanoate,"ethane-1,2-diol",0.167,0.833,303.15,87.2,1.940516485,C[N+](C)(C)C[C@@H](CC(=O)[O-])O,C(CO)O
V,(3R)-3-hydroxy-4-(trimethylazaniumyl)butanoate,"ethane-1,2-diol",0.167,0.833,313.15,54.1,1.733197265,C[N+](C)(C)C[C@@H](CC(=O)[O-])O,C(CO)O
V,(3R)-3-hydroxy-4-(trimethylazaniumyl)butanoate,"ethane-1,2-diol",0.167,0.833,323.15,35.6,1.551449998,C[N+](C)(C)C[C@@H](CC(=O)[O-])O,C(CO)O
V,(3R)-3-hydroxy-4-(trimethylazaniumyl)butanoate,"ethane-1,2-diol",0.167,0.833,333.15,24.6,1.390935107,C[N+](C)(C)C[C@@H](CC(=O)[O-])O,C(CO)O
V,"(1R,2R,9S,17S)-7,13-diazatetracyclo[7.7.1.02,7.013,17]heptadecan-6-one",N-methylacetamide,0.3333,0.6667,293.15,18.9,1.276461804,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CC(=O)NC
V,"(1R,2R,9S,17S)-7,13-diazatetracyclo[7.7.1.02,7.013,17]heptadecan-6-one",N-methylformamide,0.3333,0.6667,293.15,17.4,1.240549248,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CNC=O
V,"(1R,2R,9S,17S)-7,13-diazatetracyclo[7.7.1.02,7.013,17]heptadecan-6-one",N-ethylformamide,0.3333,0.6667,293.15,12.2,1.086359831,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CCNC=O
V,urea,tetradecan-1-ol,0.8,0.2,298.15,8.22,0.914871818,C(=O)(N)N,CCCCCCCCCCCCCCO
V,urea,dodecan-1-ol,0.5,0.5,298.15,11.7,1.068185862,C(=O)(N)N,CCCCCCCCCCCCO
V,urea,decan-1-ol,0.3333,0.6667,298.15,9.55,0.980003372,C(=O)(N)N,CCCCCCCCCCO
V,tetradecan-1-ol,octanoic acid,0.2,0.8,298.15,5.89,0.770115295,CCCCCCCCCCCCCCO,CCCCCCCC(=O)O
V,dodecan-1-ol,octanoic acid,0.3333,0.6667,298.15,8.46,0.927370363,CCCCCCCCCCCCO,CCCCCCCC(=O)O
V,decan-1-ol,octanoic acid,0.5,0.5,298.15,5,0.698970004,CCCCCCCCCCO,CCCCCCCC(=O)O
V,octan-1-ol,octanoic acid,0.75,0.25,298.15,4.03,0.605305046,CCCCCCCCO,CCCCCCCC(=O)O
V,dodecan-1-ol,decanoic acid,0.6,0.4,298.15,12.26,1.08849047,CCCCCCCCCCCCO,CCCCCCCCCC(=O)O
V,decan-1-ol,decanoic acid,0.75,0.25,298.15,6.32,0.800717078,CCCCCCCCCCO,CCCCCCCCCC(=O)O
V,5-methyl-2-propan-2-ylcyclohexan-1-ol,dodecanoic acid,0.6667,0.3333,298.15,24.42,1.38774566,CC1CCC(C(C1)O)C(C)C,CCCCCCCCCCCC(=O)O
V,decanoic acid,dodecanoic acid,0.6667,0.3333,298.15,10.76,1.031812271,CCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,0.49,0.51,288.15,21.63,1.335056519,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,0.6,0.4,288.15,24.98,1.397592434,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,0.7,0.3,288.15,35.03,1.544440137,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,0.3,0.7,293.15,9.81,0.991669007,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,0.4,0.6,293.15,12.29,1.089551883,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,0.49,0.51,293.15,16.27,1.211387553,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,0.6,0.4,293.15,19.07,1.280350693,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,0.7,0.3,293.15,25.71,1.410102077,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,0.3,0.7,298.15,8.22,0.914871818,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,0.4,0.6,298.15,10.11,1.004751156,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,0.49,0.51,298.15,12.75,1.105510185,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,0.6,0.4,298.15,14.76,1.169086357,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,0.7,0.3,298.15,19.34,1.28645647,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,0.3,0.7,303.15,7,0.84509804,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,0.4,0.6,303.15,8.37,0.922725458,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,0.49,0.51,303.15,10.13,1.005609445,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,0.6,0.4,303.15,11.77,1.070776463,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,0.8,0.2,303.15,14.87,1.172310969,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,0.3,0.7,308.15,5.99,0.777426822,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,0.4,0.6,308.15,7.07,0.849419414,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,0.49,0.51,308.15,8.2,0.913813852,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,0.6,0.4,308.15,9.59,0.981818607,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,0.7,0.3,308.15,11.72,1.068927612,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,0.8,0.2,308.15,14.32,1.155943018,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,0.3,0.7,313.15,5.17,0.713490543,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,0.4,0.6,313.15,6.01,0.778874472,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,0.49,0.51,313.15,6.81,0.833147112,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,0.6,0.4,313.15,7.83,0.893761762,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,0.7,0.3,313.15,9.38,0.972202838,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,0.8,0.2,313.15,11.11,1.045714059,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",decanoic acid,0.48,0.52,288.15,23.85,1.377488383,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",decanoic acid,0.6,0.4,288.15,30.55,1.485011215,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",decanoic acid,0.4,0.6,293.15,17.17,1.234770295,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",decanoic acid,0.48,0.52,293.15,18.62,1.269979677,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",decanoic acid,0.6,0.4,293.15,22.81,1.358125285,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",decanoic acid,0.7,0.3,293.15,29.42,1.468642668,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",decanoic acid,0.4,0.6,298.15,13.84,1.14113609,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",decanoic acid,0.48,0.52,298.15,14.84,1.171433901,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",decanoic acid,0.6,0.4,298.15,17.68,1.247482261,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",decanoic acid,0.7,0.3,298.15,21.97,1.341830057,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",decanoic acid,0.81,0.19,298.15,28.13,1.449169732,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",decanoic acid,0.4,0.6,303.15,11.36,1.055378331,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",decanoic acid,0.48,0.52,303.15,12.08,1.082066934,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",decanoic acid,0.6,0.4,303.15,14.88,1.172602931,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",decanoic acid,0.7,0.3,303.15,16.88,1.227372442,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",decanoic acid,0.81,0.19,303.15,20.61,1.314077992,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",decanoic acid,0.4,0.6,308.15,9.5,0.977723605,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",decanoic acid,0.48,0.52,308.15,10.01,1.000434077,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",decanoic acid,0.6,0.4,308.15,11.34,1.054613055,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",decanoic acid,0.7,0.3,308.15,13.25,1.122215878,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",decanoic acid,0.81,0.19,308.15,15.61,1.193402903,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",decanoic acid,0.4,0.6,313.15,7.98,0.902002891,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",decanoic acid,0.48,0.52,313.15,8.38,0.923244019,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",decanoic acid,0.6,0.4,313.15,9.28,0.967547976,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",decanoic acid,0.7,0.3,313.15,10.59,1.02489596,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",decanoic acid,0.81,0.19,313.15,12.04,1.080626487,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCC(=O)O
V,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",dodecanoic acid,0.7143,0.2857,298.15,25.62,1.408579125,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCCCC(=O)O
