Type of DES,Component#1,Component#2,X#1,X#2,"T, K","Viscosity, mPa.s",lg_Viscosity,Smiles#1,Smiles#2
III,2-hydroxyethyl(trimethyl)azanium;chloride,4-oxopentanoic acid,0.125,0.875,323.15,64.8,1.811575006,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,4-oxopentanoic acid,0.125,0.875,328.15,51.7,1.713490543,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,4-oxopentanoic acid,0.125,0.875,333.15,43,1.633468456,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,4-oxopentanoic acid,0.125,0.875,338.15,34.1,1.532754379,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,4-oxopentanoic acid,0.125,0.875,343.15,28.6,1.456366033,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(2S,4R)-pentane-1,2,3,4,5-pentol",0.5,0.5,343.15,250,2.397940009,C[N+](C)(C)CCO.[Cl-],C([C@H](C([C@H](CO)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol",0.5,0.5,343.15,480,2.681241237,C[N+](C)(C)CCO.[Cl-],C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",0.3333,0.6667,298.15,41,1.612783857,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",0.25,0.75,298.15,26,1.414973348,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",0.2,0.8,298.15,25,1.397940009,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.25,0.75,298.15,66,1.819543936,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.2,0.8,298.15,62,1.792391689,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.143,0.857,298.15,45,1.653212514,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.15,0.85,293.15,380,2.579783597,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.2,0.8,293.15,350,2.544068044,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",0.25,0.75,293.15,320,2.505149978,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.05,0.95,293.15,54,1.73239376,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.1,0.9,293.15,54,1.73239376,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.15,0.85,293.15,55,1.740362689,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.2,0.8,293.15,61,1.785329835,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,4-diol",0.25,0.75,293.15,76,1.880813592,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,2-diol",0.05,0.95,293.15,41,1.612783857,C[N+](C)(C)CCO.[Cl-],CCC(CO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,2-diol",0.1,0.9,293.15,41,1.612783857,C[N+](C)(C)CCO.[Cl-],CCC(CO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,2-diol",0.15,0.85,293.15,48,1.681241237,C[N+](C)(C)CCO.[Cl-],CCC(CO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,"butane-1,2-diol",0.2,0.8,293.15,55,1.740362689,C[N+](C)(C)CCO.[Cl-],CCC(CO)O
III,2-hydroxyethyl(trimethyl)azanium;chloride,propanedioic acid,0.5,0.5,293.15,417,2.620136055,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(=O)O
III,methyl(triphenyl)phosphanium;bromide,"propane-1,2,3-triol",0.364,0.636,328.15,414.9,2.617943435,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O
III,methyl(triphenyl)phosphanium;bromide,"propane-1,2,3-triol",0.364,0.636,338.15,205.7,2.313234292,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O
III,methyl(triphenyl)phosphanium;bromide,"propane-1,2,3-triol",0.364,0.636,348.15,104.8,2.020361283,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O
III,methyl(triphenyl)phosphanium;bromide,"propane-1,2,3-triol",0.364,0.636,358.15,77.4,1.888740961,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O
III,methyl(triphenyl)phosphanium;bromide,"propane-1,2,3-triol",0.364,0.636,368.15,36.9,1.567026366,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O
III,methyl(triphenyl)phosphanium;bromide,"ethane-1,2-diol",0.2,0.8,278.15,345,2.537819095,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium;bromide,"ethane-1,2-diol",0.2,0.8,288.15,186.1,2.269746373,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium;bromide,"ethane-1,2-diol",0.2,0.8,298.15,109.8,2.04060234,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium;bromide,"ethane-1,2-diol",0.2,0.8,308.15,68.6,1.836324116,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium;bromide,"ethane-1,2-diol",0.2,0.8,318.15,39.5,1.596597096,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium;bromide,"ethane-1,2-diol",0.2,0.8,328.15,19.7,1.294466226,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium;bromide,"ethane-1,2-diol",0.2,0.8,338.15,5.4,0.73239376,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium;bromide,"ethane-1,2-diol",0.2,0.8,348.15,1.8,0.255272505,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium;bromide,"2,2,2-trifluoroacetamide",0.111,0.889,278.15,345,2.537819095,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(=O)(C(F)(F)F)N
III,methyl(triphenyl)phosphanium;bromide,"2,2,2-trifluoroacetamide",0.111,0.889,288.15,186.1,2.269746373,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(=O)(C(F)(F)F)N
III,methyl(triphenyl)phosphanium;bromide,"2,2,2-trifluoroacetamide",0.111,0.889,298.15,109.8,2.04060234,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(=O)(C(F)(F)F)N
III,methyl(triphenyl)phosphanium;bromide,"2,2,2-trifluoroacetamide",0.111,0.889,308.15,68.6,1.836324116,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(=O)(C(F)(F)F)N
III,methyl(triphenyl)phosphanium;bromide,"2,2,2-trifluoroacetamide",0.111,0.889,318.15,39.5,1.596597096,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(=O)(C(F)(F)F)N
III,methyl(triphenyl)phosphanium;bromide,"2,2,2-trifluoroacetamide",0.111,0.889,328.15,19.7,1.294466226,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(=O)(C(F)(F)F)N
III,methyl(triphenyl)phosphanium;bromide,"2,2,2-trifluoroacetamide",0.111,0.889,338.15,5.4,0.73239376,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(=O)(C(F)(F)F)N
III,methyl(triphenyl)phosphanium;bromide,"2,2,2-trifluoroacetamide",0.111,0.889,348.15,1.8,0.255272505,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(=O)(C(F)(F)F)N
III,benzyl(triphenyl)phosphanium;chloride,"propane-1,2,3-triol",0.167,0.833,338.15,339.3,2.53058386,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],C(C(CO)O)O
III,benzyl(triphenyl)phosphanium;chloride,"propane-1,2,3-triol",0.167,0.833,348.15,118.6,2.074084689,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],C(C(CO)O)O
III,benzyl(triphenyl)phosphanium;chloride,"propane-1,2,3-triol",0.167,0.833,358.15,75.5,1.877946952,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],C(C(CO)O)O
III,benzyl(triphenyl)phosphanium;chloride,"propane-1,2,3-triol",0.167,0.833,368.15,38.7,1.587710965,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],C(C(CO)O)O
III,benzyl(triphenyl)phosphanium;chloride,"ethane-1,2-diol",0.25,0.75,328.15,201.9,2.305136319,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],C(CO)O
III,benzyl(triphenyl)phosphanium;chloride,"ethane-1,2-diol",0.25,0.75,338.15,85.5,1.931966115,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],C(CO)O
III,benzyl(triphenyl)phosphanium;chloride,"ethane-1,2-diol",0.25,0.75,348.15,59.3,1.773054693,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],C(CO)O
III,benzyl(triphenyl)phosphanium;chloride,"ethane-1,2-diol",0.25,0.75,358.15,50.5,1.703291378,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],C(CO)O
