Type of DES,Component#1,Component#2,X#1,X#2,"T, K","Surface_tension, mN/m",Smiles#1,Smiles#2
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.05,0.95,313,60.5,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.05,0.95,318,59.8,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.05,0.95,323,59.3,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.05,0.95,328,58.7,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.1,0.9,293,61.6,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.1,0.9,298,61,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.1,0.9,303,60.3,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.1,0.9,308,59.5,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.1,0.9,313,59,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.1,0.9,318,58.4,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.1,0.9,323,57.9,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.1,0.9,328,57.5,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.15,0.85,293,60.8,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.15,0.85,298,60.2,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.15,0.85,303,59.7,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.15,0.85,308,59.1,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.15,0.85,313,58.7,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.15,0.85,318,58.1,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.15,0.85,323,57.6,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.15,0.85,328,57.3,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.2,0.8,293,57.4,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.2,0.8,298,57,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.2,0.8,303,56.6,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.2,0.8,308,56.1,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.2,0.8,313,55.7,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.2,0.8,318,55.2,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.2,0.8,323,54.8,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.2,0.8,328,54.4,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,293,50.8,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,298,50.3,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,303,49.9,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,308,49.3,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,313,48.9,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,318,48.4,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,323,48,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,328,47.6,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.3,0.7,293,48.5,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.3,0.7,298,48,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.3,0.7,303,47.5,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.3,0.7,308,47.1,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.3,0.7,313,46.7,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.3,0.7,318,46.4,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.3,0.7,323,46,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.3,0.7,328,45.6,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.333,0.667,293,55.8,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.333,0.667,298,55.4,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.333,0.667,303,55,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.333,0.667,308,54.7,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.333,0.667,313,54.2,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.333,0.667,318,53.8,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.333,0.667,323,53.4,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.333,0.667,328,53,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"hexane-1,6-diol",0.05,0.95,316.5,42.3,C[N+](C)(C)CCO.[Cl-],C(CCCO)CCO
III,2-hydroxyethyl(trimethyl)azanium chloride,"hexane-1,6-diol",0.05,0.95,319,42.1,C[N+](C)(C)CCO.[Cl-],C(CCCO)CCO
III,2-hydroxyethyl(trimethyl)azanium chloride,"hexane-1,6-diol",0.05,0.95,321.5,41.9,C[N+](C)(C)CCO.[Cl-],C(CCCO)CCO
III,2-hydroxyethyl(trimethyl)azanium chloride,"hexane-1,6-diol",0.05,0.95,324,41.5,C[N+](C)(C)CCO.[Cl-],C(CCCO)CCO
III,2-hydroxyethyl(trimethyl)azanium chloride,"hexane-1,6-diol",0.05,0.95,326.5,41.3,C[N+](C)(C)CCO.[Cl-],C(CCCO)CCO
III,2-hydroxyethyl(trimethyl)azanium chloride,"hexane-1,6-diol",0.05,0.95,329,41.2,C[N+](C)(C)CCO.[Cl-],C(CCCO)CCO
III,2-hydroxyethyl(trimethyl)azanium chloride,"hexane-1,6-diol",0.05,0.95,331.5,41.1,C[N+](C)(C)CCO.[Cl-],C(CCCO)CCO
III,2-hydroxyethyl(trimethyl)azanium chloride,"hexane-1,6-diol",0.05,0.95,334.5,41,C[N+](C)(C)CCO.[Cl-],C(CCCO)CCO
III,2-hydroxyethyl(trimethyl)azanium chloride,"hexane-1,6-diol",0.1,0.9,316.5,42.6,C[N+](C)(C)CCO.[Cl-],C(CCCO)CCO
III,2-hydroxyethyl(trimethyl)azanium chloride,"hexane-1,6-diol",0.1,0.9,319,42.4,C[N+](C)(C)CCO.[Cl-],C(CCCO)CCO
III,2-hydroxyethyl(trimethyl)azanium chloride,"hexane-1,6-diol",0.1,0.9,321.5,42.3,C[N+](C)(C)CCO.[Cl-],C(CCCO)CCO
III,2-hydroxyethyl(trimethyl)azanium chloride,"hexane-1,6-diol",0.1,0.9,324,41.8,C[N+](C)(C)CCO.[Cl-],C(CCCO)CCO
III,2-hydroxyethyl(trimethyl)azanium chloride,"hexane-1,6-diol",0.1,0.9,326.5,41.7,C[N+](C)(C)CCO.[Cl-],C(CCCO)CCO
III,2-hydroxyethyl(trimethyl)azanium chloride,"hexane-1,6-diol",0.1,0.9,329,41.6,C[N+](C)(C)CCO.[Cl-],C(CCCO)CCO
III,2-hydroxyethyl(trimethyl)azanium chloride,"hexane-1,6-diol",0.1,0.9,331.5,41.5,C[N+](C)(C)CCO.[Cl-],C(CCCO)CCO
III,2-hydroxyethyl(trimethyl)azanium chloride,"hexane-1,6-diol",0.1,0.9,334.5,41.3,C[N+](C)(C)CCO.[Cl-],C(CCCO)CCO
III,2-hydroxyethyl(trimethyl)azanium chloride,"hexane-1,6-diol",0.15,0.85,316.5,42.8,C[N+](C)(C)CCO.[Cl-],C(CCCO)CCO
III,2-hydroxyethyl(trimethyl)azanium chloride,"hexane-1,6-diol",0.15,0.85,319,42.6,C[N+](C)(C)CCO.[Cl-],C(CCCO)CCO
III,2-hydroxyethyl(trimethyl)azanium chloride,"hexane-1,6-diol",0.15,0.85,321.5,42.5,C[N+](C)(C)CCO.[Cl-],C(CCCO)CCO
III,2-hydroxyethyl(trimethyl)azanium chloride,"hexane-1,6-diol",0.15,0.85,324,42.4,C[N+](C)(C)CCO.[Cl-],C(CCCO)CCO
III,2-hydroxyethyl(trimethyl)azanium chloride,"hexane-1,6-diol",0.15,0.85,326.5,42.2,C[N+](C)(C)CCO.[Cl-],C(CCCO)CCO
III,2-hydroxyethyl(trimethyl)azanium chloride,"hexane-1,6-diol",0.15,0.85,329,42.2,C[N+](C)(C)CCO.[Cl-],C(CCCO)CCO
III,2-hydroxyethyl(trimethyl)azanium chloride,"hexane-1,6-diol",0.15,0.85,331.5,42,C[N+](C)(C)CCO.[Cl-],C(CCCO)CCO
III,2-hydroxyethyl(trimethyl)azanium chloride,"hexane-1,6-diol",0.15,0.85,334.5,42,C[N+](C)(C)CCO.[Cl-],C(CCCO)CCO
III,2-hydroxyethyl(trimethyl)azanium chloride,"hexane-1,6-diol",0.2,0.8,316.5,43.2,C[N+](C)(C)CCO.[Cl-],C(CCCO)CCO
III,2-hydroxyethyl(trimethyl)azanium chloride,"hexane-1,6-diol",0.2,0.8,319,43.1,C[N+](C)(C)CCO.[Cl-],C(CCCO)CCO
III,2-hydroxyethyl(trimethyl)azanium chloride,"hexane-1,6-diol",0.2,0.8,321.5,43,C[N+](C)(C)CCO.[Cl-],C(CCCO)CCO
III,2-hydroxyethyl(trimethyl)azanium chloride,"hexane-1,6-diol",0.2,0.8,324,42.9,C[N+](C)(C)CCO.[Cl-],C(CCCO)CCO
III,2-hydroxyethyl(trimethyl)azanium chloride,"hexane-1,6-diol",0.2,0.8,326.5,42.6,C[N+](C)(C)CCO.[Cl-],C(CCCO)CCO
III,2-hydroxyethyl(trimethyl)azanium chloride,"hexane-1,6-diol",0.2,0.8,329,42.6,C[N+](C)(C)CCO.[Cl-],C(CCCO)CCO
III,2-hydroxyethyl(trimethyl)azanium chloride,"hexane-1,6-diol",0.2,0.8,331.5,42.5,C[N+](C)(C)CCO.[Cl-],C(CCCO)CCO
III,2-hydroxyethyl(trimethyl)azanium chloride,"hexane-1,6-diol",0.2,0.8,334.5,42.3,C[N+](C)(C)CCO.[Cl-],C(CCCO)CCO
III,2-hydroxyethyl(trimethyl)azanium chloride,"hexane-1,6-diol",0.25,0.75,316.5,43.6,C[N+](C)(C)CCO.[Cl-],C(CCCO)CCO
III,2-hydroxyethyl(trimethyl)azanium chloride,"hexane-1,6-diol",0.25,0.75,319,43.5,C[N+](C)(C)CCO.[Cl-],C(CCCO)CCO
III,2-hydroxyethyl(trimethyl)azanium chloride,"hexane-1,6-diol",0.25,0.75,321.5,43.4,C[N+](C)(C)CCO.[Cl-],C(CCCO)CCO
III,2-hydroxyethyl(trimethyl)azanium chloride,"hexane-1,6-diol",0.25,0.75,324,43.3,C[N+](C)(C)CCO.[Cl-],C(CCCO)CCO
III,2-hydroxyethyl(trimethyl)azanium chloride,"hexane-1,6-diol",0.25,0.75,326.5,43.1,C[N+](C)(C)CCO.[Cl-],C(CCCO)CCO
III,2-hydroxyethyl(trimethyl)azanium chloride,"hexane-1,6-diol",0.25,0.75,329,42.9,C[N+](C)(C)CCO.[Cl-],C(CCCO)CCO
III,2-hydroxyethyl(trimethyl)azanium chloride,"hexane-1,6-diol",0.25,0.75,331.5,42.7,C[N+](C)(C)CCO.[Cl-],C(CCCO)CCO
III,2-hydroxyethyl(trimethyl)azanium chloride,"hexane-1,6-diol",0.25,0.75,334.5,42.7,C[N+](C)(C)CCO.[Cl-],C(CCCO)CCO
III,2-hydroxyethyl(trimethyl)azanium chloride,2-hydroxypropanoic acid,0.333,0.667,298.2,48,C[N+](C)(C)CCO.[Cl-],CC(C(=O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,2-hydroxypropanoic acid,0.333,0.667,303.3,47.6,C[N+](C)(C)CCO.[Cl-],CC(C(=O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,2-hydroxypropanoic acid,0.333,0.667,308.3,47.3,C[N+](C)(C)CCO.[Cl-],CC(C(=O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,2-hydroxypropanoic acid,0.333,0.667,313.5,47,C[N+](C)(C)CCO.[Cl-],CC(C(=O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,2-hydroxypropanoic acid,0.333,0.667,319.2,46.7,C[N+](C)(C)CCO.[Cl-],CC(C(=O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,2-hydroxypropanoic acid,0.333,0.667,323.5,46.5,C[N+](C)(C)CCO.[Cl-],CC(C(=O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,2-hydroxypropanoic acid,0.333,0.667,328.6,46.2,C[N+](C)(C)CCO.[Cl-],CC(C(=O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,2-hydroxypropanoic acid,0.333,0.667,333.2,46,C[N+](C)(C)CCO.[Cl-],CC(C(=O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,2-hydroxypropanoic acid,0.333,0.667,338.1,45.7,C[N+](C)(C)CCO.[Cl-],CC(C(=O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,4-oxopentanoic acid,0.333,0.667,298.15,39.35,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,propanedioic acid,0.5,0.5,298.15,65.7,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(=O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,propanedioic acid,0.5,0.5,325.15,64.4,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(=O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,propanedioic acid,0.5,0.5,425.15,52.3,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(=O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.11,0.89,298.15,49.6,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.11,0.89,308.15,48.8,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.11,0.89,318.15,47.9,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.11,0.89,328.15,47.2,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.11,0.89,338.15,46.4,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.11,0.89,348.15,45.8,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.11,0.89,358.15,45,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.13,0.87,298.15,49.2,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.13,0.87,308.15,48.5,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.13,0.87,318.15,47.8,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.13,0.87,328.15,47.1,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.13,0.87,338.15,46.4,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.13,0.87,348.15,45.8,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.13,0.87,358.15,44.9,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.14,0.86,298.15,48.2755,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.14,0.86,308.15,47.9073,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.14,0.86,318.15,47.3597,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.14,0.86,328.15,46.7494,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.14,0.86,338.15,46.1479,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.14,0.86,348.15,45.5893,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.14,0.86,358.15,45.0869,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.17,0.83,298.15,48.2,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.17,0.83,308.15,47.6,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.17,0.83,318.15,46.9,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.17,0.83,328.15,46.2,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.17,0.83,338.15,45.6,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.17,0.83,348.15,45,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.17,0.83,358.15,44.4,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium chloride,"2,2-dihydroxyindene-1,3-dione",0.571,0.429,308.15,63.7,C[N+](C)(C)CCO.[Cl-],C1=CC=C2C(=C1)C(=O)C(C2=O)(O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"2,2-dihydroxyindene-1,3-dione",0.571,0.429,313.15,63.12,C[N+](C)(C)CCO.[Cl-],C1=CC=C2C(=C1)C(=O)C(C2=O)(O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"2,2-dihydroxyindene-1,3-dione",0.571,0.429,318.15,62.57,C[N+](C)(C)CCO.[Cl-],C1=CC=C2C(=C1)C(=O)C(C2=O)(O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"2,2-dihydroxyindene-1,3-dione",0.571,0.429,323.15,62.01,C[N+](C)(C)CCO.[Cl-],C1=CC=C2C(=C1)C(=O)C(C2=O)(O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"2,2-dihydroxyindene-1,3-dione",0.571,0.429,328.15,61.51,C[N+](C)(C)CCO.[Cl-],C1=CC=C2C(=C1)C(=O)C(C2=O)(O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"2,2-dihydroxyindene-1,3-dione",0.571,0.429,333.15,61.02,C[N+](C)(C)CCO.[Cl-],C1=CC=C2C(=C1)C(=O)C(C2=O)(O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,oxalic acid,0.333,0.667,298.15,75.3,C[N+](C)(C)CCO.[Cl-],C(=O)(C(=O)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,2-phenylacetic acid,0.667,0.333,298.15,41.86,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)CC(=O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"pentane-1,5-diol",0.222,0.778,298.15,47.5,C[N+](C)(C)CCO.[Cl-],C(CCO)CCO
III,2-hydroxyethyl(trimethyl)azanium chloride,phenol,0.333,0.667,298.15,35.46,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"2,2,2-trifluoroacetamide",0.333,0.667,313.15,35.9,C[N+](C)(C)CCO.[Cl-],C(=O)(C(F)(F)F)N
III,2-hydroxyethyl(trimethyl)azanium chloride,urea,0.333,0.667,293.15,57.2,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
III,2-hydroxyethyl(trimethyl)azanium chloride,urea,0.333,0.667,303.15,54.9,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
III,2-hydroxyethyl(trimethyl)azanium chloride,urea,0.333,0.667,313.15,52.7,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
III,2-hydroxyethyl(trimethyl)azanium chloride,urea,0.333,0.667,323.15,50.4,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
III,2-hydroxyethyl(trimethyl)azanium chloride,urea,0.333,0.667,333.15,48.1,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
III,2-hydroxyethyl(trimethyl)azanium chloride,urea,0.333,0.667,343.15,45.9,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
III,2-hydroxyethyl(trimethyl)azanium chloride,urea,0.333,0.667,353.15,43.6,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
III,2-hydroxyethyl(trimethyl)azanium chloride,urea,0.333,0.667,425,38.7,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
III,2-(tert-butylamino)ethanol;hydrochloride,2-(2-hydroxyethoxy)ethanol,0.25,0.75,293,64.95,CC(C)(C)NCCO.Cl,C(COCCO)O
III,2-(tert-butylamino)ethanol;hydrochloride,2-(2-hydroxyethoxy)ethanol,0.25,0.75,303,61.97,CC(C)(C)NCCO.Cl,C(COCCO)O
III,2-(tert-butylamino)ethanol;hydrochloride,2-(2-hydroxyethoxy)ethanol,0.25,0.75,313,60.52,CC(C)(C)NCCO.Cl,C(COCCO)O
III,2-(tert-butylamino)ethanol;hydrochloride,2-(2-hydroxyethoxy)ethanol,0.25,0.75,323,56,CC(C)(C)NCCO.Cl,C(COCCO)O
III,2-(tert-butylamino)ethanol;hydrochloride,2-(2-hydroxyethoxy)ethanol,0.25,0.75,333,45.21,CC(C)(C)NCCO.Cl,C(COCCO)O
III,2-(tert-butylamino)ethanol;hydrochloride,2-(2-hydroxyethoxy)ethanol,0.25,0.75,343,37.63,CC(C)(C)NCCO.Cl,C(COCCO)O
III,2-(tert-butylamino)ethanol;hydrochloride,2-(2-hydroxyethoxy)ethanol,0.25,0.75,353,33.67,CC(C)(C)NCCO.Cl,C(COCCO)O
III,ethanamine;hydrobromide,"propane-1,2,3-triol",0.333,0.667,298.15,57.6,CCN.Br,C(C(CO)O)O
III,ethanamine;hydrochloride,acetamide,0.4,0.6,313.15,46.3,CCN.Cl,CC(=O)N
III,ethanamine;hydrochloride,"2,2,2-trifluoroacetamide",0.4,0.6,313.15,30.1,CCN.Cl,C(=O)(C(F)(F)F)N
III,ethanamine;hydrochloride,urea,0.4,0.6,313.15,52.9,CCN.Cl,C(=O)(N)N
III,bis(trifluoromethylsulfonyl)azanide;1-methyl-1-propylpyrrolidin-1-ium,"ethane-1,2-diol",0.143,0.857,298.15,38.4,CCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C(CO)O
III,bis(trifluoromethylsulfonyl)azanide;1-methyl-1-propylpyrrolidin-1-ium,"ethane-1,2-diol",0.2,0.8,298.15,38.4,CCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C(CO)O
