Type of DES,Component#1,Component#2,X#1,X#2,"T, K","Surface_tension, mN/m",Smiles#1,Smiles#2
III,tetrapropylazanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.25,0.75,323.15,44.28,CCC[N+](CCC)(CCC)CCC.[Br-],C(COCCOCCO)O
III,tetrapropylazanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.25,0.75,333.15,43.59,CCC[N+](CCC)(CCC)CCC.[Br-],C(COCCOCCO)O
III,tetrapropylazanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.25,0.75,343.15,42.87,CCC[N+](CCC)(CCC)CCC.[Br-],C(COCCOCCO)O
III,tetrapropylazanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.25,0.75,353.15,42.19,CCC[N+](CCC)(CCC)CCC.[Br-],C(COCCOCCO)O
III,tetrapropylazanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.286,0.714,303.15,46.55,CCC[N+](CCC)(CCC)CCC.[Br-],C(COCCOCCO)O
III,tetrapropylazanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.286,0.714,313.15,45.59,CCC[N+](CCC)(CCC)CCC.[Br-],C(COCCOCCO)O
III,tetrapropylazanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.286,0.714,323.15,44.64,CCC[N+](CCC)(CCC)CCC.[Br-],C(COCCOCCO)O
III,tetrapropylazanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.286,0.714,333.15,43.86,CCC[N+](CCC)(CCC)CCC.[Br-],C(COCCOCCO)O
III,tetrapropylazanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.286,0.714,343.15,42.78,CCC[N+](CCC)(CCC)CCC.[Br-],C(COCCOCCO)O
III,tetrapropylazanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.286,0.714,353.15,42.07,CCC[N+](CCC)(CCC)CCC.[Br-],C(COCCOCCO)O
V,2-(trimethylazaniumyl)acetate,2-hydroxypropanoic acid,0.333,0.667,293.15,46.3,C[N+](C)(C)CC(=O)[O-],CC(C(=O)O)O
V,2-(trimethylazaniumyl)acetate,2-hydroxypropanoic acid,0.333,0.667,303.15,46,C[N+](C)(C)CC(=O)[O-],CC(C(=O)O)O
V,2-(trimethylazaniumyl)acetate,2-hydroxypropanoic acid,0.333,0.667,313.15,45.4,C[N+](C)(C)CC(=O)[O-],CC(C(=O)O)O
V,2-(trimethylazaniumyl)acetate,2-hydroxypropanoic acid,0.333,0.667,323.15,44.5,C[N+](C)(C)CC(=O)[O-],CC(C(=O)O)O
V,2-(trimethylazaniumyl)acetate,2-hydroxypropanoic acid,0.333,0.667,333.15,42.9,C[N+](C)(C)CC(=O)[O-],CC(C(=O)O)O
V,"(1R,2R,9S,17S)-7,13-diazatetracyclo[7.7.1.02,7.013,17]heptadecan-6-one",1-(2-hydroxy-4-methoxyphenyl)ethanone,0.3,0.7,303.15,42.14,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CC(=O)C1=C(C=C(C=C1)OC)O
V,"(1R,2R,9S,17S)-7,13-diazatetracyclo[7.7.1.02,7.013,17]heptadecan-6-one",1-(2-hydroxy-4-methoxyphenyl)ethanone,0.3,0.7,308.15,41.62,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CC(=O)C1=C(C=C(C=C1)OC)O
V,"(1R,2R,9S,17S)-7,13-diazatetracyclo[7.7.1.02,7.013,17]heptadecan-6-one",1-(2-hydroxy-4-methoxyphenyl)ethanone,0.3,0.7,313.15,40.89,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CC(=O)C1=C(C=C(C=C1)OC)O
V,"(1R,2R,9S,17S)-7,13-diazatetracyclo[7.7.1.02,7.013,17]heptadecan-6-one",1-(2-hydroxy-4-methoxyphenyl)ethanone,0.3,0.7,318.15,40.37,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CC(=O)C1=C(C=C(C=C1)OC)O
V,"(1R,2R,9S,17S)-7,13-diazatetracyclo[7.7.1.02,7.013,17]heptadecan-6-one",1-(2-hydroxy-4-methoxyphenyl)ethanone,0.3,0.7,323.15,39.92,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CC(=O)C1=C(C=C(C=C1)OC)O
V,"(1R,2R,9S,17S)-7,13-diazatetracyclo[7.7.1.02,7.013,17]heptadecan-6-one",1-(2-hydroxy-4-methoxyphenyl)ethanone,0.3,0.7,328.15,39.44,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CC(=O)C1=C(C=C(C=C1)OC)O
V,"(1R,2R,9S,17S)-7,13-diazatetracyclo[7.7.1.02,7.013,17]heptadecan-6-one",1-(2-hydroxy-4-methoxyphenyl)ethanone,0.3,0.7,333.15,38.81,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CC(=O)C1=C(C=C(C=C1)OC)O
V,"(1R,2R,9S,17S)-7,13-diazatetracyclo[7.7.1.02,7.013,17]heptadecan-6-one",1-(2-hydroxy-4-methoxyphenyl)ethanone,0.3,0.7,338.15,38.38,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CC(=O)C1=C(C=C(C=C1)OC)O
V,"(1R,2R,9S,17S)-7,13-diazatetracyclo[7.7.1.02,7.013,17]heptadecan-6-one",1-(2-hydroxy-4-methoxyphenyl)ethanone,0.3,0.7,343.15,37.88,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CC(=O)C1=C(C=C(C=C1)OC)O
V,"(1R,2R,9S,17S)-7,13-diazatetracyclo[7.7.1.02,7.013,17]heptadecan-6-one",1-(2-hydroxy-4-methoxyphenyl)ethanone,0.4,0.6,303.15,43.15,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CC(=O)C1=C(C=C(C=C1)OC)O
V,"(1R,2R,9S,17S)-7,13-diazatetracyclo[7.7.1.02,7.013,17]heptadecan-6-one",1-(2-hydroxy-4-methoxyphenyl)ethanone,0.4,0.6,308.15,42.65,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CC(=O)C1=C(C=C(C=C1)OC)O
V,"(1R,2R,9S,17S)-7,13-diazatetracyclo[7.7.1.02,7.013,17]heptadecan-6-one",1-(2-hydroxy-4-methoxyphenyl)ethanone,0.4,0.6,313.15,42.08,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CC(=O)C1=C(C=C(C=C1)OC)O
V,"(1R,2R,9S,17S)-7,13-diazatetracyclo[7.7.1.02,7.013,17]heptadecan-6-one",1-(2-hydroxy-4-methoxyphenyl)ethanone,0.4,0.6,318.15,41.49,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CC(=O)C1=C(C=C(C=C1)OC)O
V,"(1R,2R,9S,17S)-7,13-diazatetracyclo[7.7.1.02,7.013,17]heptadecan-6-one",1-(2-hydroxy-4-methoxyphenyl)ethanone,0.4,0.6,323.15,40.89,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CC(=O)C1=C(C=C(C=C1)OC)O
V,"(1R,2R,9S,17S)-7,13-diazatetracyclo[7.7.1.02,7.013,17]heptadecan-6-one",1-(2-hydroxy-4-methoxyphenyl)ethanone,0.4,0.6,328.15,40.34,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CC(=O)C1=C(C=C(C=C1)OC)O
V,"(1R,2R,9S,17S)-7,13-diazatetracyclo[7.7.1.02,7.013,17]heptadecan-6-one",1-(2-hydroxy-4-methoxyphenyl)ethanone,0.4,0.6,333.15,39.85,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CC(=O)C1=C(C=C(C=C1)OC)O
V,"(1R,2R,9S,17S)-7,13-diazatetracyclo[7.7.1.02,7.013,17]heptadecan-6-one",1-(2-hydroxy-4-methoxyphenyl)ethanone,0.4,0.6,338.15,39.3,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CC(=O)C1=C(C=C(C=C1)OC)O
V,"(1R,2R,9S,17S)-7,13-diazatetracyclo[7.7.1.02,7.013,17]heptadecan-6-one",1-(2-hydroxy-4-methoxyphenyl)ethanone,0.4,0.6,343.15,38.8,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CC(=O)C1=C(C=C(C=C1)OC)O
V,"(1R,2R,9S,17S)-7,13-diazatetracyclo[7.7.1.02,7.013,17]heptadecan-6-one",1-(2-hydroxy-4-methoxyphenyl)ethanone,0.5,0.5,303.15,43.36,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CC(=O)C1=C(C=C(C=C1)OC)O
V,"(1R,2R,9S,17S)-7,13-diazatetracyclo[7.7.1.02,7.013,17]heptadecan-6-one",1-(2-hydroxy-4-methoxyphenyl)ethanone,0.5,0.5,308.15,42.96,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CC(=O)C1=C(C=C(C=C1)OC)O
V,"(1R,2R,9S,17S)-7,13-diazatetracyclo[7.7.1.02,7.013,17]heptadecan-6-one",1-(2-hydroxy-4-methoxyphenyl)ethanone,0.5,0.5,313.15,42.4,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CC(=O)C1=C(C=C(C=C1)OC)O
V,"(1R,2R,9S,17S)-7,13-diazatetracyclo[7.7.1.02,7.013,17]heptadecan-6-one",1-(2-hydroxy-4-methoxyphenyl)ethanone,0.5,0.5,318.15,41.92,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CC(=O)C1=C(C=C(C=C1)OC)O
V,"(1R,2R,9S,17S)-7,13-diazatetracyclo[7.7.1.02,7.013,17]heptadecan-6-one",1-(2-hydroxy-4-methoxyphenyl)ethanone,0.5,0.5,323.15,41.53,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CC(=O)C1=C(C=C(C=C1)OC)O
V,"(1R,2R,9S,17S)-7,13-diazatetracyclo[7.7.1.02,7.013,17]heptadecan-6-one",1-(2-hydroxy-4-methoxyphenyl)ethanone,0.5,0.5,328.15,41.01,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CC(=O)C1=C(C=C(C=C1)OC)O
V,"(1R,2R,9S,17S)-7,13-diazatetracyclo[7.7.1.02,7.013,17]heptadecan-6-one",1-(2-hydroxy-4-methoxyphenyl)ethanone,0.5,0.5,333.15,40.63,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CC(=O)C1=C(C=C(C=C1)OC)O
V,"(1R,2R,9S,17S)-7,13-diazatetracyclo[7.7.1.02,7.013,17]heptadecan-6-one",1-(2-hydroxy-4-methoxyphenyl)ethanone,0.5,0.5,338.15,40.21,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CC(=O)C1=C(C=C(C=C1)OC)O
V,"(1R,2R,9S,17S)-7,13-diazatetracyclo[7.7.1.02,7.013,17]heptadecan-6-one",1-(2-hydroxy-4-methoxyphenyl)ethanone,0.5,0.5,343.15,39.79,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CC(=O)C1=C(C=C(C=C1)OC)O
V,5-methyl-2-propan-2-ylcyclohexan-1-ol,"1,7,7-trimethylbicyclo[2.2.1]heptan-2-ol",0.7,0.3,298.15,29.04,CC1CCC(C(C1)O)C(C)C,CC1(C2CCC1(C(C2)O)C)C
V,5-methyl-2-propan-2-ylcyclohexan-1-ol,"1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",0.6,0.4,298.15,29.41,CC1CCC(C(C1)O)C(C)C,CC1(C2CCC1(C(=O)C2)C)C
V,5-methyl-2-propan-2-ylcyclohexan-1-ol,octanoic acid,0.5,0.5,298.15,28.04,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O
V,5-methyl-2-propan-2-ylcyclohexan-1-ol,octanoic acid,0.75,0.25,298.2,23.77,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O
V,5-methyl-2-propan-2-ylcyclohexan-1-ol,octanoic acid,0.75,0.25,303.88,23,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O
V,5-methyl-2-propan-2-ylcyclohexan-1-ol,octanoic acid,0.75,0.25,308.78,22.27,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O
V,5-methyl-2-propan-2-ylcyclohexan-1-ol,octanoic acid,0.75,0.25,314.39,21.81,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O
V,5-methyl-2-propan-2-ylcyclohexan-1-ol,octanoic acid,0.75,0.25,318.9,21.15,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O
V,5-methyl-2-propan-2-ylcyclohexan-1-ol,octanoic acid,0.75,0.25,323.61,20.72,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O
V,5-methyl-2-propan-2-ylcyclohexan-1-ol,octanoic acid,0.75,0.25,328.11,20.22,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O
V,5-methyl-2-propan-2-ylcyclohexan-1-ol,octanoic acid,0.75,0.25,332.7,19.65,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O
V,5-methyl-2-propan-2-ylcyclohexan-1-ol,octanoic acid,0.667,0.333,298.24,20.94,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O
V,5-methyl-2-propan-2-ylcyclohexan-1-ol,octanoic acid,0.667,0.333,303.77,20.53,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O
V,5-methyl-2-propan-2-ylcyclohexan-1-ol,octanoic acid,0.667,0.333,308.75,20.24,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O
V,5-methyl-2-propan-2-ylcyclohexan-1-ol,octanoic acid,0.667,0.333,314.26,19.94,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O
V,5-methyl-2-propan-2-ylcyclohexan-1-ol,octanoic acid,0.667,0.333,318.81,19.7,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O
V,5-methyl-2-propan-2-ylcyclohexan-1-ol,octanoic acid,0.667,0.333,323.52,19.52,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O
V,5-methyl-2-propan-2-ylcyclohexan-1-ol,octanoic acid,0.667,0.333,328.48,19.19,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O
V,5-methyl-2-propan-2-ylcyclohexan-1-ol,octanoic acid,0.667,0.333,333.27,18.98,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O
V,5-methyl-2-propan-2-ylcyclohexan-1-ol,octanoic acid,0.5,0.5,298.11,26.67,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O
V,5-methyl-2-propan-2-ylcyclohexan-1-ol,octanoic acid,0.5,0.5,303.04,25.67,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O
V,5-methyl-2-propan-2-ylcyclohexan-1-ol,octanoic acid,0.5,0.5,307.73,24.67,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O
V,5-methyl-2-propan-2-ylcyclohexan-1-ol,octanoic acid,0.5,0.5,313.35,23.58,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O
V,5-methyl-2-propan-2-ylcyclohexan-1-ol,octanoic acid,0.5,0.5,318.12,22.74,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O
V,5-methyl-2-propan-2-ylcyclohexan-1-ol,octanoic acid,0.5,0.5,322.97,21.75,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O
V,5-methyl-2-propan-2-ylcyclohexan-1-ol,octanoic acid,0.5,0.5,328.35,20.44,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O
V,5-methyl-2-propan-2-ylcyclohexan-1-ol,octanoic acid,0.5,0.5,332.97,19.47,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O
V,5-methyl-2-propan-2-ylcyclohexan-1-ol,octanoic acid,0.333,0.667,298,25.72,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O
V,5-methyl-2-propan-2-ylcyclohexan-1-ol,octanoic acid,0.333,0.667,303.69,24.84,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O
V,5-methyl-2-propan-2-ylcyclohexan-1-ol,octanoic acid,0.333,0.667,308.53,24.25,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O
V,5-methyl-2-propan-2-ylcyclohexan-1-ol,octanoic acid,0.333,0.667,313.17,23.9,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O
V,5-methyl-2-propan-2-ylcyclohexan-1-ol,octanoic acid,0.333,0.667,318.42,23.36,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O
V,5-methyl-2-propan-2-ylcyclohexan-1-ol,octanoic acid,0.333,0.667,322.96,22.93,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O
V,5-methyl-2-propan-2-ylcyclohexan-1-ol,octanoic acid,0.333,0.667,328.41,22.47,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O
V,5-methyl-2-propan-2-ylcyclohexan-1-ol,octanoic acid,0.333,0.667,332.78,21.79,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O
V,5-methyl-2-propan-2-ylcyclohexan-1-ol,octanoic acid,0.25,0.75,298.16,23.32,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O
V,5-methyl-2-propan-2-ylcyclohexan-1-ol,octanoic acid,0.25,0.75,303.85,22.25,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O
V,5-methyl-2-propan-2-ylcyclohexan-1-ol,octanoic acid,0.25,0.75,308.73,21.65,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O
V,5-methyl-2-propan-2-ylcyclohexan-1-ol,octanoic acid,0.25,0.75,314.11,21.16,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O
V,5-methyl-2-propan-2-ylcyclohexan-1-ol,octanoic acid,0.25,0.75,318.88,20.56,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O
V,5-methyl-2-propan-2-ylcyclohexan-1-ol,octanoic acid,0.25,0.75,323.58,20.1,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O
V,5-methyl-2-propan-2-ylcyclohexan-1-ol,octanoic acid,0.25,0.75,328.93,19.73,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O
V,5-methyl-2-propan-2-ylcyclohexan-1-ol,octanoic acid,0.25,0.75,333.38,19.41,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O
V,"propane-1,3-diamine","butane-1,4-diol",0.958,0.042,293.15,41.82,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.958,0.042,298.15,41.53,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.958,0.042,303.15,40.74,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.958,0.042,308.15,40.22,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.958,0.042,313.15,39.58,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.958,0.042,318.15,38.98,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.916,0.084,293.15,42.26,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.916,0.084,298.15,41.76,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.916,0.084,303.15,41,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.916,0.084,308.15,40.55,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.916,0.084,313.15,40.06,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.916,0.084,318.15,39.7,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.873,0.127,293.15,42.85,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.873,0.127,298.15,42.31,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.873,0.127,303.15,41.48,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.873,0.127,308.15,41.07,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.873,0.127,313.15,40.57,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.873,0.127,318.15,40.06,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.829,0.171,293.15,43.13,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.829,0.171,298.15,42.76,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.829,0.171,303.15,41.94,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.829,0.171,308.15,41.51,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.829,0.171,313.15,41.13,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.829,0.171,318.15,40.65,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.785,0.215,293.15,43.57,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.785,0.215,298.15,43.33,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.785,0.215,303.15,42.51,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.785,0.215,308.15,42.12,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.785,0.215,313.15,41.77,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.785,0.215,318.15,41.29,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.739,0.261,293.15,44.12,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.739,0.261,298.15,43.95,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.739,0.261,303.15,42.99,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.739,0.261,308.15,42.66,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.739,0.261,313.15,42.14,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.739,0.261,318.15,41.79,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.693,0.307,293.15,44.6,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.693,0.307,298.15,44.23,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.693,0.307,303.15,43.45,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.693,0.307,308.15,43.13,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.693,0.307,313.15,42.7,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.693,0.307,318.15,42.38,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.646,0.354,293.15,45.26,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.646,0.354,298.15,44.78,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.646,0.354,303.15,44.02,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.646,0.354,308.15,43.56,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.646,0.354,313.15,43.2,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.646,0.354,318.15,42.9,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.598,0.402,293.15,45.67,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.598,0.402,298.15,45.28,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.598,0.402,303.15,44.45,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.598,0.402,308.15,44.2,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.598,0.402,313.15,43.69,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.598,0.402,318.15,43.35,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.549,0.451,293.15,46.02,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.549,0.451,298.15,45.62,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.549,0.451,303.15,44.83,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.549,0.451,308.15,44.46,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.549,0.451,313.15,44.07,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.549,0.451,318.15,43.78,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.499,0.501,293.15,46.13,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.499,0.501,298.15,45.96,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.499,0.501,303.15,45.04,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.499,0.501,308.15,44.74,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.499,0.501,313.15,44.37,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.499,0.501,318.15,44.21,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.448,0.552,293.15,46.47,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.448,0.552,298.15,46.09,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.448,0.552,303.15,45.23,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.448,0.552,308.15,45.23,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.448,0.552,313.15,44.63,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.448,0.552,318.15,44.42,C(CN)CN,C(CCO)CO
V,"propane-1,3-diamine","butane-1,4-diol",0.396,0.604,293.15,46.75,C(CN)CN,C(CCO)CO
