Type of DES,Component#1,Component#2,X#1,X#2,"T, K",Refractive_index,Smiles#1,Smiles#2
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.1111,0.8889,298.15,1.47733,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.1111,0.8889,318.15,1.47092,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.1111,0.8889,328.15,1.46759,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.1111,0.8889,338.15,1.46419,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.1111,0.8889,348.15,1.46095,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,2-hydroxyethyl(trimethyl)azanium chloride,2-aminoethanol,0.1111,0.8889,358.15,1.45742,C[N+](C)(C)CCO.[Cl-],C(CO)N
III,benzyl(tripropyl)azanium chloride,"ethane-1,2-diol",0.25,0.75,293.15,1.4981,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(CO)O
III,benzyl(tripropyl)azanium chloride,"ethane-1,2-diol",0.25,0.75,303.15,1.4952,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(CO)O
III,benzyl(tripropyl)azanium chloride,"ethane-1,2-diol",0.25,0.75,308.15,1.4939,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(CO)O
III,benzyl(tripropyl)azanium chloride,"ethane-1,2-diol",0.25,0.75,313.15,1.4924,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(CO)O
III,benzyl(tripropyl)azanium chloride,"ethane-1,2-diol",0.25,0.75,323.15,1.4895,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(CO)O
III,benzyl(tripropyl)azanium chloride,"ethane-1,2-diol",0.25,0.75,328.15,1.4879,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(CO)O
III,benzyl(tripropyl)azanium chloride,"ethane-1,2-diol",0.25,0.75,333.15,1.4864,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(CO)O
III,benzyl(tripropyl)azanium chloride,"ethane-1,2-diol",0.25,0.75,338.15,1.4849,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(CO)O
III,benzyl(tripropyl)azanium chloride,"ethane-1,2-diol",0.25,0.75,343.15,1.4831,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(CO)O
III,benzyl(tripropyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,298.15,1.5036,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O
III,benzyl(tripropyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,303.15,1.5026,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O
III,benzyl(tripropyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,313.15,1.4999,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O
III,benzyl(tripropyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,318.15,1.4982,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O
III,benzyl(tripropyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,323.15,1.4966,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O
III,benzyl(tripropyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,328.15,1.4953,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O
III,benzyl(tripropyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,333.15,1.4936,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O
III,benzyl(tripropyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,338.15,1.4922,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O
III,benzyl(tripropyl)azanium chloride,2-hydroxypropanoic acid,0.25,0.75,293.15,1.4944,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],CC(C(=O)O)O
III,benzyl(tripropyl)azanium chloride,2-hydroxypropanoic acid,0.25,0.75,298.15,1.4926,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],CC(C(=O)O)O
III,benzyl(tripropyl)azanium chloride,2-hydroxypropanoic acid,0.25,0.75,308.15,1.4892,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],CC(C(=O)O)O
III,benzyl(tripropyl)azanium chloride,2-hydroxypropanoic acid,0.25,0.75,313.15,1.4876,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],CC(C(=O)O)O
III,benzyl(tripropyl)azanium chloride,2-hydroxypropanoic acid,0.25,0.75,318.15,1.4858,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],CC(C(=O)O)O
III,benzyl(tripropyl)azanium chloride,2-hydroxypropanoic acid,0.25,0.75,323.15,1.4844,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],CC(C(=O)O)O
III,benzyl(tripropyl)azanium chloride,2-hydroxypropanoic acid,0.25,0.75,328.15,1.4824,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],CC(C(=O)O)O
III,benzyl(tripropyl)azanium chloride,2-hydroxypropanoic acid,0.25,0.75,333.15,1.4811,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],CC(C(=O)O)O
III,benzyl(tripropyl)azanium chloride,2-hydroxypropanoic acid,0.25,0.75,338.15,1.4791,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],CC(C(=O)O)O
III,benzyl(tripropyl)azanium chloride,phenol,0.25,0.75,293.15,1.5486,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C1=CC=C(C=C1)O
III,benzyl(tripropyl)azanium chloride,phenol,0.25,0.75,298.15,1.5471,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C1=CC=C(C=C1)O
III,benzyl(tripropyl)azanium chloride,phenol,0.25,0.75,303.15,1.5452,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C1=CC=C(C=C1)O
III,benzyl(tripropyl)azanium chloride,phenol,0.25,0.75,308.15,1.5436,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C1=CC=C(C=C1)O
III,benzyl(tripropyl)azanium chloride,phenol,0.25,0.75,318.15,1.5403,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C1=CC=C(C=C1)O
III,benzyl(tripropyl)azanium chloride,phenol,0.25,0.75,328.15,1.5369,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C1=CC=C(C=C1)O
III,benzyl(tripropyl)azanium chloride,phenol,0.25,0.75,333.15,1.5352,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C1=CC=C(C=C1)O
III,benzyl(tripropyl)azanium chloride,phenol,0.25,0.75,338.15,1.5334,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C1=CC=C(C=C1)O
III,benzyl(tripropyl)azanium chloride,phenol,0.25,0.75,343.15,1.5317,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C1=CC=C(C=C1)O
III,benzyl(triphenyl)phosphanium chloride,"ethane-1,2-diol",0.25,0.75,328.15,1.5258,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],C(CO)O
III,benzyl(triphenyl)phosphanium chloride,"ethane-1,2-diol",0.25,0.75,338.15,1.5309,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],C(CO)O
III,benzyl(triphenyl)phosphanium chloride,"propane-1,2,3-triol",0.1667,0.8333,328.15,1.5502,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],C(C(CO)O)O
III,tetrabutylazanium chloride,"ethane-1,2-diol",0.3333,0.6667,288.15,1.4686,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)O
III,tetrabutylazanium chloride,"ethane-1,2-diol",0.3333,0.6667,298.15,1.4661,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)O
III,tetrabutylazanium chloride,"ethane-1,2-diol",0.3333,0.6667,303.15,1.4648,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)O
III,tetrabutylazanium chloride,"ethane-1,2-diol",0.3333,0.6667,308.15,1.4635,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)O
III,tetrabutylazanium chloride,"ethane-1,2-diol",0.3333,0.6667,313.15,1.4622,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)O
III,tetrabutylazanium chloride,"ethane-1,2-diol",0.3333,0.6667,318.15,1.4608,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)O
III,tetrabutylazanium chloride,"ethane-1,2-diol",0.3333,0.6667,323.15,1.4594,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)O
III,tetrabutylazanium chloride,"ethane-1,2-diol",0.3333,0.6667,328.15,1.458,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)O
III,tetrabutylazanium chloride,"ethane-1,2-diol",0.3333,0.6667,338.15,1.4551,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)O
III,tetrabutylazanium chloride,2-phenylacetic acid,0.3333,0.6667,293.15,1.5099,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C1=CC=C(C=C1)CC(=O)O
III,tetrabutylazanium chloride,2-phenylacetic acid,0.3333,0.6667,298.15,1.5083,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C1=CC=C(C=C1)CC(=O)O
III,tetrabutylazanium chloride,2-phenylacetic acid,0.3333,0.6667,303.15,1.5067,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C1=CC=C(C=C1)CC(=O)O
III,tetrabutylazanium chloride,2-phenylacetic acid,0.3333,0.6667,313.15,1.5035,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C1=CC=C(C=C1)CC(=O)O
III,tetrabutylazanium chloride,2-phenylacetic acid,0.3333,0.6667,323.15,1.5004,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C1=CC=C(C=C1)CC(=O)O
III,tetrabutylazanium chloride,2-phenylacetic acid,0.3333,0.6667,328.15,1.4988,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C1=CC=C(C=C1)CC(=O)O
III,tetrabutylazanium chloride,2-phenylacetic acid,0.3333,0.6667,333.15,1.4973,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C1=CC=C(C=C1)CC(=O)O
III,tetrabutylazanium chloride,2-phenylacetic acid,0.3333,0.6667,338.15,1.4958,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C1=CC=C(C=C1)CC(=O)O
III,tetrabutylazanium chloride,propanoic acid,0.3333,0.6667,288.15,1.458,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCC(=O)O
III,tetrabutylazanium chloride,propanoic acid,0.3333,0.6667,293.15,1.4567,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCC(=O)O
III,tetrabutylazanium chloride,propanoic acid,0.3333,0.6667,298.15,1.4553,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCC(=O)O
III,tetrabutylazanium chloride,propanoic acid,0.3333,0.6667,308.15,1.4523,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCC(=O)O
III,tetrabutylazanium chloride,propanoic acid,0.3333,0.6667,313.15,1.4509,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCC(=O)O
III,tetrabutylazanium chloride,propanoic acid,0.3333,0.6667,318.15,1.4494,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCC(=O)O
III,tetrabutylazanium chloride,propanoic acid,0.3333,0.6667,323.15,1.4479,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCC(=O)O
III,tetrabutylazanium chloride,propanoic acid,0.3333,0.6667,333.15,1.4449,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCC(=O)O
III,tetrabutylazanium chloride,propanoic acid,0.3333,0.6667,338.15,1.4433,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCC(=O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,4-chlorophenol,0.3333,0.6667,293.15,1.5397,C[N+](C)(C)CCO.[Cl-],C1=CC(=CC=C1O)Cl
III,2-hydroxyethyl(trimethyl)azanium chloride,4-chlorophenol,0.3333,0.6667,303.15,1.5374,C[N+](C)(C)CCO.[Cl-],C1=CC(=CC=C1O)Cl
III,2-hydroxyethyl(trimethyl)azanium chloride,4-chlorophenol,0.3333,0.6667,308.15,1.5361,C[N+](C)(C)CCO.[Cl-],C1=CC(=CC=C1O)Cl
III,2-hydroxyethyl(trimethyl)azanium chloride,4-chlorophenol,0.3333,0.6667,313.15,1.535,C[N+](C)(C)CCO.[Cl-],C1=CC(=CC=C1O)Cl
III,2-hydroxyethyl(trimethyl)azanium chloride,4-chlorophenol,0.3333,0.6667,323.15,1.5326,C[N+](C)(C)CCO.[Cl-],C1=CC(=CC=C1O)Cl
III,2-hydroxyethyl(trimethyl)azanium chloride,4-chlorophenol,0.3333,0.6667,328.15,1.5312,C[N+](C)(C)CCO.[Cl-],C1=CC(=CC=C1O)Cl
III,2-hydroxyethyl(trimethyl)azanium chloride,4-chlorophenol,0.3333,0.6667,333.15,1.5298,C[N+](C)(C)CCO.[Cl-],C1=CC(=CC=C1O)Cl
III,2-hydroxyethyl(trimethyl)azanium chloride,4-methylphenol,0.3333,0.6667,293.15,1.527,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium chloride,4-methylphenol,0.3333,0.6667,298.15,1.5255,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium chloride,4-methylphenol,0.3333,0.6667,308.15,1.5229,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium chloride,4-methylphenol,0.3333,0.6667,313.15,1.5218,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium chloride,4-methylphenol,0.3333,0.6667,318.15,1.5206,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium chloride,4-methylphenol,0.3333,0.6667,328.15,1.5183,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium chloride,4-methylphenol,0.3333,0.6667,333.15,1.517,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium chloride,phenol,0.3333,0.6667,293.15,1.5292,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium chloride,phenol,0.3333,0.6667,298.15,1.5278,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium chloride,phenol,0.3333,0.6667,308.15,1.5251,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium chloride,phenol,0.3333,0.6667,313.15,1.5239,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium chloride,phenol,0.3333,0.6667,318.15,1.5228,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium chloride,phenol,0.3333,0.6667,328.15,1.52,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium chloride,phenol,0.3333,0.6667,333.15,1.5187,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,benzyl(triethyl)azanium chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.5,0.5,333.15,1.5183,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O
III,benzyl(triethyl)azanium chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.5,0.5,328.15,1.5198,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O
III,benzyl(triethyl)azanium chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.5,0.5,323.15,1.5212,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O
III,benzyl(triethyl)azanium chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.5,0.5,318.15,1.5233,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O
III,benzyl(triethyl)azanium chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.5,0.5,308.15,1.5264,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O
III,benzyl(triethyl)azanium chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.5,0.5,303.15,1.5279,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O
III,benzyl(triethyl)azanium chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.5,0.5,298.15,1.5293,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O
III,benzyl(triethyl)azanium chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.5,0.5,293.15,1.5307,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O
III,benzyl(triethyl)azanium chloride,oxalic acid,0.5,0.5,333.15,1.5042,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],C(=O)(C(=O)O)O
III,benzyl(triethyl)azanium chloride,oxalic acid,0.5,0.5,323.15,1.5074,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],C(=O)(C(=O)O)O
III,benzyl(triethyl)azanium chloride,oxalic acid,0.5,0.5,313.15,1.5108,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],C(=O)(C(=O)O)O
III,benzyl(triethyl)azanium chloride,oxalic acid,0.5,0.5,308.15,1.5123,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],C(=O)(C(=O)O)O
III,benzyl(triethyl)azanium chloride,oxalic acid,0.5,0.5,303.15,1.514,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],C(=O)(C(=O)O)O
III,benzyl(triethyl)azanium chloride,oxalic acid,0.5,0.5,298.15,1.5156,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],C(=O)(C(=O)O)O
III,benzyl(triethyl)azanium chloride,oxalic acid,0.5,0.5,293.15,1.5172,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],C(=O)(C(=O)O)O
III,benzyl(triethyl)azanium chloride,4-methylbenzenesulfonic acid,0.3,0.7,333.15,1.5352,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],CC1=CC=C(C=C1)S(=O)(=O)O
III,benzyl(triethyl)azanium chloride,4-methylbenzenesulfonic acid,0.3,0.7,328.15,1.5369,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],CC1=CC=C(C=C1)S(=O)(=O)O
III,benzyl(triethyl)azanium chloride,4-methylbenzenesulfonic acid,0.3,0.7,318.15,1.5404,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],CC1=CC=C(C=C1)S(=O)(=O)O
III,benzyl(triethyl)azanium chloride,4-methylbenzenesulfonic acid,0.3,0.7,313.15,1.5423,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],CC1=CC=C(C=C1)S(=O)(=O)O
III,benzyl(triethyl)azanium chloride,4-methylbenzenesulfonic acid,0.3,0.7,308.15,1.5441,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],CC1=CC=C(C=C1)S(=O)(=O)O
III,benzyl(triethyl)azanium chloride,4-methylbenzenesulfonic acid,0.3,0.7,298.15,1.547,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],CC1=CC=C(C=C1)S(=O)(=O)O
III,benzyl(triethyl)azanium chloride,4-methylbenzenesulfonic acid,0.3,0.7,293.15,1.5484,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],CC1=CC=C(C=C1)S(=O)(=O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"butane-1,4-diol",0.3333,0.6667,298.15,1.4718,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
III,2-hydroxyethyl(trimethyl)azanium chloride,"butane-1,4-diol",0.25,0.75,298.15,1.4656,C[N+](C)(C)CCO.[Cl-],C(CCO)CO
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.3597,0.6403,298.15,1.4678,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.3333,0.6667,298.15,1.465,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.2857,0.7143,298.15,1.4611,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-(tert-butylamino)ethanol;hydrochloride,"ethane-1,2-diol",0.2857,0.7143,298.15,1.465,CC(C)(C)NCCO.Cl,C(CO)O
III,2-(tert-butylamino)ethanol;hydrochloride,"ethane-1,2-diol",0.2,0.8,298.15,1.4574,CC(C)(C)NCCO.Cl,C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.5,0.5,298.15,1.491,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.3333,0.6667,298.15,1.4852,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,298.15,1.4818,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-(tert-butylamino)ethanol;hydrochloride,"propane-1,2,3-triol",0.25,0.75,298.15,1.4825,CC(C)(C)NCCO.Cl,C(C(CO)O)O
III,2-(tert-butylamino)ethanol;hydrochloride,"propane-1,2,3-triol",0.2,0.8,298.15,1.4812,CC(C)(C)NCCO.Cl,C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.3333,0.6667,298.15,1.48689,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.3333,0.6667,303.15,1.48572,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.3333,0.6667,308.15,1.48456,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.3333,0.6667,318.15,1.48221,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.3333,0.6667,323.15,1.48105,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.3333,0.6667,333.15,1.4787,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,298.15,1.48181,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,303.15,1.48066,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,308.15,1.47949,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,313.15,1.4783,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,323.15,1.47594,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.25,0.75,328.15,1.47474,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.2,0.8,298.15,1.47977,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.2,0.8,303.15,1.47861,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.2,0.8,308.15,1.47743,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.2,0.8,313.15,1.47622,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.2,0.8,318.15,1.47503,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.2,0.8,323.15,1.47384,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"propane-1,2,3-triol",0.2,0.8,328.15,1.47262,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.3333,0.6667,298.15,1.46823,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.3333,0.6667,303.15,1.46699,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.3333,0.6667,313.15,1.46445,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.3333,0.6667,318.15,1.4632,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.3333,0.6667,323.15,1.46197,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.3333,0.6667,328.15,1.46078,C[N+](C)(C)CCO.[Cl-],C(CO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,"ethane-1,2-diol",0.3333,0.6667,333.15,1.45954,C[N+](C)(C)CCO.[Cl-],C(CO)O
