Type of DES,Component#1,Component#2,X#1,X#2,"T, K",Refractive_index,Smiles#1,Smiles#2
III,tetrabutylphosphanium bromide,"ethane-1,2-diol",0.3333,0.6667,333.15,1.4571,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],C(CO)O
III,tetraethylazanium bromide,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,308.15,1.570721,CC[N+](CC)(CC)CC.[Br-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O
III,tetraethylazanium bromide,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,328.15,1.564317,CC[N+](CC)(CC)CC.[Br-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O
III,tetrapropylazanium bromide,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,298.15,1.550819,CCC[N+](CCC)(CCC)CCC.[Br-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O
III,tetrapropylazanium bromide,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,328.15,1.541532,CCC[N+](CCC)(CCC)CCC.[Br-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O
III,tetrabutylazanium bromide,4-oxopentanoic acid,0.3333,0.6667,298.15,1.4696,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CC(=O)CCC(=O)O
III,tetrabutylazanium bromide,4-oxopentanoic acid,0.3333,0.6667,318.15,1.46301,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CC(=O)CCC(=O)O
III,tetraethylazanium bromide,4-oxopentanoic acid,0.3333,0.6667,298.15,1.47114,CC[N+](CC)(CC)CC.[Br-],CC(=O)CCC(=O)O
III,tetraethylazanium bromide,4-oxopentanoic acid,0.3333,0.6667,318.15,1.46479,CC[N+](CC)(CC)CC.[Br-],CC(=O)CCC(=O)O
III,tetraethylazanium bromide,4-oxopentanoic acid,0.3333,0.6667,338.15,1.45859,CC[N+](CC)(CC)CC.[Br-],CC(=O)CCC(=O)O
III,tetrabutylazanium bromide,3-aminopropan-1-ol,0.2,0.8,313.15,1.4737,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO
III,tetrabutylazanium bromide,3-aminopropan-1-ol,0.2,0.8,328.15,1.4687,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO
III,tetrabutylazanium bromide,3-aminopropan-1-ol,0.1429,0.8571,318.15,1.468,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO
III,tetrabutylazanium bromide,3-aminopropan-1-ol,0.1111,0.8889,293.15,1.4742,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO
III,tetrabutylazanium bromide,3-aminopropan-1-ol,0.1111,0.8889,318.15,1.4655,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CN)CO
III,methyl(triphenyl)phosphanium bromide,2-aminoethanol,0.1667,0.8333,318.15,1.55846,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)N
III,methyl(triphenyl)phosphanium bromide,2-aminoethanol,0.1429,0.8571,308.15,1.50794,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)N
III,methyl(triphenyl)phosphanium bromide,2-aminoethanol,0.1429,0.8571,358.15,1.49027,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)N
III,methyl(triphenyl)phosphanium bromide,2-aminoethanol,0.125,0.875,318.15,1.49935,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)N
III,methyl(triphenyl)phosphanium bromide,2-aminoethanol,0.1111,0.8889,318.15,1.49546,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)N
III,tetrabutylazanium bromide,2-aminoethanol,0.25,0.75,298.15,1.49229,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium bromide,2-aminoethanol,0.2,0.8,298.15,1.4881,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium bromide,2-aminoethanol,0.2,0.8,358.15,1.46897,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium bromide,2-aminoethanol,0.1667,0.8333,358.15,1.46632,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,tetrabutylazanium bromide,2-aminoethanol,0.1429,0.8571,318.15,1.47704,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N
III,methyl(triphenyl)phosphanium bromide,"2,2,2-trifluoroacetamide",0.1111,0.8889,308.15,1.4824,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(=O)(C(F)(F)F)N
III,methyl(triphenyl)phosphanium bromide,"ethane-1,2-diol",0.2,0.8,288.15,1.5622,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium bromide,"ethane-1,2-diol",0.2,0.8,338.15,1.5446,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.3636,0.6364,328.15,1.5607,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-(2-hydroxyethoxy)ethanol,0.2,0.8,323.15,1.5346,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-(2-hydroxyethoxy)ethanol,0.2,0.8,343.15,1.5279,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-(2-hydroxyethoxy)ethanol,0.0909,0.9091,313.15,1.4887,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-(2-hydroxyethoxy)ethanol,0.0909,0.9091,333.15,1.4819,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-(2-hydroxyethoxy)ethanol,0.0588,0.9412,313.15,1.4752,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-(2-hydroxyethoxy)ethanol,0.0588,0.9412,328.15,1.4701,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.2,0.8,308.15,1.5263,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.2,0.8,318.15,1.5228,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.0909,0.9091,293.15,1.4945,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.0909,0.9091,323.15,1.4839,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.0909,0.9091,338.15,1.4787,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.0588,0.9412,313.15,1.4735,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O
III,triphenyl(prop-2-enyl)phosphanium bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.0588,0.9412,333.15,1.4666,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O
III,methyl(triphenyl)phosphanium bromide,2-[2-hydroxyethyl(methyl)amino]ethanol,0.125,0.875,318.15,1.51212,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CN(CCO)CCO
III,methyl(triphenyl)phosphanium bromide,2-[2-hydroxyethyl(methyl)amino]ethanol,0.125,0.875,333.15,1.50644,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CN(CCO)CCO
III,methyl(triphenyl)phosphanium bromide,2-[2-hydroxyethyl(methyl)amino]ethanol,0.0909,0.9091,303.15,1.50517,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CN(CCO)CCO
III,methyl(triphenyl)phosphanium bromide,2-[2-hydroxyethyl(methyl)amino]ethanol,0.0909,0.9091,338.15,1.49244,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CN(CCO)CCO
III,methyl(triphenyl)phosphanium bromide,2-[2-hydroxyethyl(methyl)amino]ethanol,0.0588,0.9412,298.15,1.49402,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CN(CCO)CCO
III,methyl(triphenyl)phosphanium bromide,2-[2-hydroxyethyl(methyl)amino]ethanol,0.0588,0.9412,323.15,1.48502,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CN(CCO)CCO
III,methyl(triphenyl)phosphanium bromide,"ethane-1,2-diol",0.16,0.84,298.15,1.5398,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.2,0.8,298.15,1.5597,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O
III,tetrabutylphosphanium bromide,"ethane-1,2-diol",0.3333,0.6667,323.15,1.4786,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],C(CO)O
