Type of DES,Component#1,Component#2,X#1,X#2,"T, K","Heat_capacity, J.mol-1.K-1",Smiles#1,Smiles#2
III,methyl(triphenyl)phosphanium bromide,"ethane-1,2-diol",0.2,0.8,323.15,247.2,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium bromide,"ethane-1,2-diol",0.2,0.8,325.65,247.9,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium bromide,"ethane-1,2-diol",0.2,0.8,328.15,248.9,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium bromide,"ethane-1,2-diol",0.2,0.8,330.65,249.8,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium bromide,"ethane-1,2-diol",0.2,0.8,333.15,250.8,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium bromide,"ethane-1,2-diol",0.2,0.8,335.65,251.8,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium bromide,"ethane-1,2-diol",0.2,0.8,338.15,252.7,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium bromide,"ethane-1,2-diol",0.2,0.8,340.65,253.5,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium bromide,"ethane-1,2-diol",0.2,0.8,343.15,254.3,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium bromide,"ethane-1,2-diol",0.2,0.8,345.65,255,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium bromide,"ethane-1,2-diol",0.2,0.8,348.15,255.5,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium bromide,"ethane-1,2-diol",0.2,0.8,350.65,255,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium bromide,"ethane-1,2-diol",0.2,0.8,353.15,256.7,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.25,0.75,298.15,328.5,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.25,0.75,300.65,329.6,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.25,0.75,303.15,330.5,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.25,0.75,305.65,331.6,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.25,0.75,308.15,332.7,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.25,0.75,310.65,333.7,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.25,0.75,313.15,334.8,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.25,0.75,315.65,335.8,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.25,0.75,318.15,336.5,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.25,0.75,320.65,338.1,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.25,0.75,323.15,339.4,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.25,0.75,325.65,339.6,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.25,0.75,328.15,340.8,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.25,0.75,330.65,341.8,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.25,0.75,333.15,342.6,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.25,0.75,335.65,343.5,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.25,0.75,338.15,344.6,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.25,0.75,340.65,345.7,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.25,0.75,343.15,346.7,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.25,0.75,345.65,347.8,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.25,0.75,348.15,348,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.25,0.75,350.65,348.3,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O
III,methyl(triphenyl)phosphanium bromide,"propane-1,2,3-triol",0.25,0.75,353.15,350.2,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O
III,methyl(triphenyl)phosphanium bromide,propanedioic acid,0.4,0.6,298.15,336.9,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(=O)O)C(=O)O
III,methyl(triphenyl)phosphanium bromide,propanedioic acid,0.4,0.6,300.65,338,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(=O)O)C(=O)O
III,methyl(triphenyl)phosphanium bromide,propanedioic acid,0.4,0.6,303.15,339.2,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(=O)O)C(=O)O
III,methyl(triphenyl)phosphanium bromide,propanedioic acid,0.4,0.6,305.65,340,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(=O)O)C(=O)O
III,methyl(triphenyl)phosphanium bromide,propanedioic acid,0.4,0.6,308.15,341.1,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(=O)O)C(=O)O
III,methyl(triphenyl)phosphanium bromide,propanedioic acid,0.4,0.6,310.65,342.1,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(=O)O)C(=O)O
III,methyl(triphenyl)phosphanium bromide,propanedioic acid,0.4,0.6,313.15,343.1,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(=O)O)C(=O)O
III,methyl(triphenyl)phosphanium bromide,propanedioic acid,0.4,0.6,315.65,343.9,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(=O)O)C(=O)O
III,methyl(triphenyl)phosphanium bromide,propanedioic acid,0.4,0.6,318.15,345.2,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(=O)O)C(=O)O
III,methyl(triphenyl)phosphanium bromide,propanedioic acid,0.4,0.6,320.65,346,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(=O)O)C(=O)O
III,methyl(triphenyl)phosphanium bromide,propanedioic acid,0.4,0.6,323.15,346.6,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(=O)O)C(=O)O
III,methyl(triphenyl)phosphanium bromide,propanedioic acid,0.4,0.6,325.65,347.4,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(=O)O)C(=O)O
III,methyl(triphenyl)phosphanium bromide,propanedioic acid,0.4,0.6,328.15,348.4,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(=O)O)C(=O)O
III,methyl(triphenyl)phosphanium bromide,propanedioic acid,0.4,0.6,330.65,350.1,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(=O)O)C(=O)O
III,methyl(triphenyl)phosphanium bromide,propanedioic acid,0.4,0.6,333.15,350.3,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(=O)O)C(=O)O
III,methyl(triphenyl)phosphanium bromide,propanedioic acid,0.4,0.6,335.65,350.7,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(=O)O)C(=O)O
III,methyl(triphenyl)phosphanium bromide,propanedioic acid,0.4,0.6,338.15,351.3,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(=O)O)C(=O)O
III,methyl(triphenyl)phosphanium bromide,propanedioic acid,0.4,0.6,340.65,351.5,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(=O)O)C(=O)O
III,methyl(triphenyl)phosphanium bromide,propanedioic acid,0.4,0.6,343.15,351.9,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(=O)O)C(=O)O
III,methyl(triphenyl)phosphanium bromide,propanedioic acid,0.4,0.6,345.65,352.1,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(=O)O)C(=O)O
III,methyl(triphenyl)phosphanium bromide,propanedioic acid,0.4,0.6,348.15,352.5,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(=O)O)C(=O)O
III,methyl(triphenyl)phosphanium bromide,propanedioic acid,0.4,0.6,350.65,354,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(=O)O)C(=O)O
III,methyl(triphenyl)phosphanium bromide,propanedioic acid,0.4,0.6,353.15,354.2,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(=O)O)C(=O)O
III,tetrabutylazanium chloride,"ethane-1,2-diol",0.25,0.75,298.15,288.3,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)O
III,tetrabutylazanium chloride,"ethane-1,2-diol",0.25,0.75,300.65,289.6,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)O
III,tetrabutylazanium chloride,"ethane-1,2-diol",0.25,0.75,303.15,291,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)O
III,tetrabutylazanium chloride,"ethane-1,2-diol",0.25,0.75,305.65,292.2,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)O
III,tetrabutylazanium chloride,"ethane-1,2-diol",0.25,0.75,308.15,293.2,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)O
III,tetrabutylazanium chloride,"ethane-1,2-diol",0.25,0.75,310.65,294.5,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)O
III,tetrabutylazanium chloride,"ethane-1,2-diol",0.25,0.75,313.15,295.8,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)O
III,tetrabutylazanium chloride,"ethane-1,2-diol",0.25,0.75,315.65,296.8,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)O
III,tetrabutylazanium chloride,"ethane-1,2-diol",0.25,0.75,318.15,297.9,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)O
III,tetrabutylazanium chloride,"ethane-1,2-diol",0.25,0.75,320.65,299.5,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)O
III,tetrabutylazanium chloride,"ethane-1,2-diol",0.25,0.75,323.15,300.5,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)O
III,tetrabutylazanium chloride,"ethane-1,2-diol",0.25,0.75,325.65,301.2,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)O
III,tetrabutylazanium chloride,"ethane-1,2-diol",0.25,0.75,328.15,302.4,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)O
III,tetrabutylazanium chloride,"ethane-1,2-diol",0.25,0.75,330.65,303.5,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)O
III,tetrabutylazanium chloride,"ethane-1,2-diol",0.25,0.75,333.15,304.8,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)O
III,tetrabutylazanium chloride,"ethane-1,2-diol",0.25,0.75,335.65,305.9,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)O
III,tetrabutylazanium chloride,"ethane-1,2-diol",0.25,0.75,338.15,306.9,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)O
III,tetrabutylazanium chloride,"ethane-1,2-diol",0.25,0.75,340.65,307.7,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)O
III,tetrabutylazanium chloride,"ethane-1,2-diol",0.25,0.75,343.15,308.5,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)O
III,tetrabutylazanium chloride,"ethane-1,2-diol",0.25,0.75,345.65,309.1,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)O
III,tetrabutylazanium chloride,"ethane-1,2-diol",0.25,0.75,348.15,309.6,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)O
III,tetrabutylazanium chloride,"ethane-1,2-diol",0.25,0.75,350.65,310.6,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)O
III,tetrabutylazanium chloride,"ethane-1,2-diol",0.25,0.75,353.15,312.6,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)O
III,tetrabutylazanium chloride,"propane-1,2,3-triol",0.1667,0.8333,298.15,281.2,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(CO)O)O
III,tetrabutylazanium chloride,"propane-1,2,3-triol",0.1667,0.8333,300.65,282.6,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(CO)O)O
III,tetrabutylazanium chloride,"propane-1,2,3-triol",0.1667,0.8333,303.15,283.9,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(CO)O)O
III,tetrabutylazanium chloride,"propane-1,2,3-triol",0.1667,0.8333,305.65,285.4,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(CO)O)O
III,tetrabutylazanium chloride,"propane-1,2,3-triol",0.1667,0.8333,308.15,286.9,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(CO)O)O
III,tetrabutylazanium chloride,"propane-1,2,3-triol",0.1667,0.8333,310.65,288.1,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(CO)O)O
III,tetrabutylazanium chloride,"propane-1,2,3-triol",0.1667,0.8333,313.15,289.4,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(CO)O)O
III,tetrabutylazanium chloride,"propane-1,2,3-triol",0.1667,0.8333,315.65,290.7,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(CO)O)O
III,tetrabutylazanium chloride,"propane-1,2,3-triol",0.1667,0.8333,318.15,292,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(CO)O)O
III,tetrabutylazanium chloride,"propane-1,2,3-triol",0.1667,0.8333,320.65,293.4,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(CO)O)O
III,tetrabutylazanium chloride,"propane-1,2,3-triol",0.1667,0.8333,323.15,294.5,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(CO)O)O
III,tetrabutylazanium chloride,"propane-1,2,3-triol",0.1667,0.8333,325.65,296.1,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(CO)O)O
III,tetrabutylazanium chloride,"propane-1,2,3-triol",0.1667,0.8333,328.15,297.4,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(CO)O)O
III,tetrabutylazanium chloride,"propane-1,2,3-triol",0.1667,0.8333,330.65,298.9,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(CO)O)O
III,tetrabutylazanium chloride,"propane-1,2,3-triol",0.1667,0.8333,333.15,300.4,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(CO)O)O
III,tetrabutylazanium chloride,"propane-1,2,3-triol",0.1667,0.8333,335.65,301.9,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(CO)O)O
III,tetrabutylazanium chloride,"propane-1,2,3-triol",0.1667,0.8333,338.15,303.2,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(CO)O)O
III,tetrabutylazanium chloride,"propane-1,2,3-triol",0.1667,0.8333,340.65,304.6,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(CO)O)O
III,tetrabutylazanium chloride,"propane-1,2,3-triol",0.1667,0.8333,343.15,305.7,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(CO)O)O
III,tetrabutylazanium chloride,"propane-1,2,3-triol",0.1667,0.8333,345.65,306.9,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(CO)O)O
III,tetrabutylazanium chloride,"propane-1,2,3-triol",0.1667,0.8333,348.15,307.8,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(CO)O)O
III,tetrabutylazanium chloride,"propane-1,2,3-triol",0.1667,0.8333,350.65,308.6,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(CO)O)O
III,tetrabutylazanium chloride,"propane-1,2,3-triol",0.1667,0.8333,353.15,310.9,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(CO)O)O
III,tetrabutylazanium chloride,propanedioic acid,0.25,0.75,298.15,299.8,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(=O)O)C(=O)O
III,tetrabutylazanium chloride,propanedioic acid,0.25,0.75,300.65,302.6,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(=O)O)C(=O)O
III,tetrabutylazanium chloride,propanedioic acid,0.25,0.75,303.15,305.7,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(=O)O)C(=O)O
III,tetrabutylazanium chloride,propanedioic acid,0.25,0.75,305.65,309.4,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(=O)O)C(=O)O
III,tetrabutylazanium chloride,propanedioic acid,0.25,0.75,308.15,313.3,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(=O)O)C(=O)O
III,tetrabutylazanium chloride,propanedioic acid,0.25,0.75,310.65,316.9,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(=O)O)C(=O)O
III,tetrabutylazanium chloride,propanedioic acid,0.25,0.75,313.15,320.6,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(=O)O)C(=O)O
III,tetrabutylazanium chloride,propanedioic acid,0.25,0.75,315.65,323.7,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(=O)O)C(=O)O
III,tetrabutylazanium chloride,propanedioic acid,0.25,0.75,318.15,324.9,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(=O)O)C(=O)O
III,tetrabutylazanium chloride,propanedioic acid,0.25,0.75,320.65,328.8,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(=O)O)C(=O)O
III,tetrabutylazanium chloride,propanedioic acid,0.25,0.75,323.15,333.3,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(=O)O)C(=O)O
III,tetrabutylazanium chloride,propanedioic acid,0.25,0.75,325.65,335.9,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(=O)O)C(=O)O
III,tetrabutylazanium chloride,propanedioic acid,0.25,0.75,328.15,337.5,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(=O)O)C(=O)O
III,tetrabutylazanium chloride,propanedioic acid,0.25,0.75,330.65,339.2,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(=O)O)C(=O)O
III,tetrabutylazanium chloride,propanedioic acid,0.25,0.75,333.15,339.5,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(=O)O)C(=O)O
III,tetrabutylazanium chloride,propanedioic acid,0.25,0.75,335.65,340,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(=O)O)C(=O)O
III,tetrabutylazanium chloride,propanedioic acid,0.25,0.75,338.15,340.2,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(=O)O)C(=O)O
III,tetrabutylazanium chloride,propanedioic acid,0.25,0.75,340.65,340.6,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(=O)O)C(=O)O
III,tetrabutylazanium chloride,propanedioic acid,0.25,0.75,343.15,341.1,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(=O)O)C(=O)O
III,tetrabutylazanium chloride,propanedioic acid,0.25,0.75,345.65,341.2,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(=O)O)C(=O)O
III,tetrabutylazanium chloride,propanedioic acid,0.25,0.75,348.15,341.7,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(=O)O)C(=O)O
III,tetrabutylazanium chloride,propanedioic acid,0.25,0.75,350.65,342,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(=O)O)C(=O)O
III,tetrabutylazanium chloride,propanedioic acid,0.25,0.75,353.15,342.8,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(C(=O)O)C(=O)O
III,tetrabutylazanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.5,0.5,298.15,445,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(COCCOCCO)O
III,tetrabutylazanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.5,0.5,300.65,447.8,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(COCCOCCO)O
III,tetrabutylazanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.5,0.5,303.15,448.9,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(COCCOCCO)O
III,tetrabutylazanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.5,0.5,305.65,450.6,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(COCCOCCO)O
III,tetrabutylazanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.5,0.5,308.15,452.3,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(COCCOCCO)O
III,tetrabutylazanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.5,0.5,310.65,454.2,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(COCCOCCO)O
III,tetrabutylazanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.5,0.5,313.15,456.1,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(COCCOCCO)O
III,tetrabutylazanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.5,0.5,315.65,457.4,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(COCCOCCO)O
III,tetrabutylazanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.5,0.5,318.15,458.7,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(COCCOCCO)O
III,tetrabutylazanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.5,0.5,320.65,460.2,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(COCCOCCO)O
III,tetrabutylazanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.5,0.5,323.15,461.9,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(COCCOCCO)O
III,tetrabutylazanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.5,0.5,325.65,463,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(COCCOCCO)O
III,tetrabutylazanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.5,0.5,328.15,464.5,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(COCCOCCO)O
III,tetrabutylazanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.5,0.5,330.65,466.2,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(COCCOCCO)O
III,tetrabutylazanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.5,0.5,333.15,467.7,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(COCCOCCO)O
III,tetrabutylazanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.5,0.5,335.65,469.2,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(COCCOCCO)O
III,tetrabutylazanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.5,0.5,338.15,471.1,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(COCCOCCO)O
III,tetrabutylazanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.5,0.5,340.65,472.6,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(COCCOCCO)O
