Type of DES,Component#1,Component#2,X#1,X#2,"T, K","Heat_capacity, J.mol-1.K-1",Smiles#1,Smiles#2
III,2-hydroxyethyl(trimethyl)azanium chloride,phenol,0.25,0.75,308.15,223.3,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium chloride,phenol,0.25,0.75,310.65,224.2,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium chloride,phenol,0.25,0.75,313.15,225.1,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium chloride,phenol,0.25,0.75,315.65,225.8,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium chloride,phenol,0.25,0.75,318.15,226.6,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium chloride,phenol,0.25,0.75,320.65,227.1,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium chloride,phenol,0.25,0.75,323.15,227.9,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium chloride,phenol,0.25,0.75,325.65,228.6,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium chloride,phenol,0.25,0.75,328.15,229.3,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium chloride,phenol,0.25,0.75,330.65,230.2,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium chloride,phenol,0.25,0.75,333.15,231.1,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium chloride,phenol,0.25,0.75,335.65,231.9,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium chloride,phenol,0.25,0.75,338.15,232.6,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium chloride,phenol,0.25,0.75,340.65,233.3,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium chloride,phenol,0.25,0.75,343.15,233.5,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium chloride,phenol,0.25,0.75,345.65,234.3,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium chloride,phenol,0.25,0.75,348.15,234.5,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium chloride,phenol,0.25,0.75,350.65,235,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium chloride,phenol,0.25,0.75,353.15,236.8,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
III,2-hydroxyethyl(trimethyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.3333,0.6667,298.15,299,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.3333,0.6667,300.65,300.3,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.3333,0.6667,303.15,301.5,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.3333,0.6667,305.65,302.8,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.3333,0.6667,308.15,303.7,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.3333,0.6667,310.65,304.5,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.3333,0.6667,313.15,304.7,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.3333,0.6667,315.65,304.6,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.3333,0.6667,318.15,304.6,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.3333,0.6667,320.65,304.3,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.3333,0.6667,323.15,304.3,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.3333,0.6667,325.65,304.9,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.3333,0.6667,328.15,305.8,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.3333,0.6667,330.65,306.7,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.3333,0.6667,333.15,307.4,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.3333,0.6667,335.65,308.6,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.3333,0.6667,338.15,309.4,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.3333,0.6667,340.65,309.9,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.3333,0.6667,343.15,310,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.3333,0.6667,345.65,311.8,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.3333,0.6667,348.15,312.2,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.3333,0.6667,350.65,312.4,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.3333,0.6667,353.15,314.6,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
III,2-hydroxyethyl(trimethyl)azanium chloride,urea,0.3333,0.6667,303.15,181.4,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
III,2-hydroxyethyl(trimethyl)azanium chloride,urea,0.3333,0.6667,303.15,180.05,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
III,2-hydroxyethyl(trimethyl)azanium chloride,urea,0.3333,0.6667,308.15,182.2,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
III,2-hydroxyethyl(trimethyl)azanium chloride,urea,0.3333,0.6667,308.15,181.21,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
III,2-hydroxyethyl(trimethyl)azanium chloride,urea,0.3333,0.6667,313.15,183.2,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
III,2-hydroxyethyl(trimethyl)azanium chloride,urea,0.3333,0.6667,313.15,182.37,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
III,2-hydroxyethyl(trimethyl)azanium chloride,urea,0.3333,0.6667,318.15,183.5,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
III,2-hydroxyethyl(trimethyl)azanium chloride,urea,0.3333,0.6667,318.15,183.54,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
III,2-hydroxyethyl(trimethyl)azanium chloride,urea,0.3333,0.6667,323.15,184.5,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
III,2-hydroxyethyl(trimethyl)azanium chloride,urea,0.3333,0.6667,323.15,184.7,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
III,2-hydroxyethyl(trimethyl)azanium chloride,urea,0.3333,0.6667,328.15,185.3,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
III,2-hydroxyethyl(trimethyl)azanium chloride,urea,0.3333,0.6667,328.15,185.86,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
III,2-hydroxyethyl(trimethyl)azanium chloride,urea,0.3333,0.6667,333.15,186.4,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
III,2-hydroxyethyl(trimethyl)azanium chloride,urea,0.3333,0.6667,333.15,187.02,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
III,2-hydroxyethyl(trimethyl)azanium chloride,urea,0.3333,0.6667,338.15,187.4,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
III,2-hydroxyethyl(trimethyl)azanium chloride,urea,0.3333,0.6667,338.15,188.18,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
III,2-hydroxyethyl(trimethyl)azanium chloride,urea,0.3333,0.6667,343.15,188.5,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
III,2-hydroxyethyl(trimethyl)azanium chloride,urea,0.3333,0.6667,343.15,189.35,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
III,2-hydroxyethyl(trimethyl)azanium chloride,urea,0.3333,0.6667,348.15,189.5,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
III,2-hydroxyethyl(trimethyl)azanium chloride,urea,0.3333,0.6667,348.15,190.51,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
III,2-hydroxyethyl(trimethyl)azanium chloride,urea,0.3333,0.6667,353.15,190.8,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
III,2-hydroxyethyl(trimethyl)azanium chloride,urea,0.3333,0.6667,353.15,191.67,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
III,diethyl(2-hydroxyethyl)azanium chloride,"ethane-1,2-diol",0.3333,0.6667,303.15,204.1,CC[NH+](CC)CCO.[Cl-],C(CO)O
III,diethyl(2-hydroxyethyl)azanium chloride,"ethane-1,2-diol",0.3333,0.6667,308.15,205.3,CC[NH+](CC)CCO.[Cl-],C(CO)O
III,diethyl(2-hydroxyethyl)azanium chloride,"ethane-1,2-diol",0.3333,0.6667,313.15,206.5,CC[NH+](CC)CCO.[Cl-],C(CO)O
III,diethyl(2-hydroxyethyl)azanium chloride,"ethane-1,2-diol",0.3333,0.6667,318.15,208,CC[NH+](CC)CCO.[Cl-],C(CO)O
III,diethyl(2-hydroxyethyl)azanium chloride,"ethane-1,2-diol",0.3333,0.6667,323.15,209.5,CC[NH+](CC)CCO.[Cl-],C(CO)O
III,diethyl(2-hydroxyethyl)azanium chloride,"ethane-1,2-diol",0.3333,0.6667,328.15,211.1,CC[NH+](CC)CCO.[Cl-],C(CO)O
III,diethyl(2-hydroxyethyl)azanium chloride,"ethane-1,2-diol",0.3333,0.6667,333.15,213.1,CC[NH+](CC)CCO.[Cl-],C(CO)O
III,diethyl(2-hydroxyethyl)azanium chloride,"ethane-1,2-diol",0.3333,0.6667,338.15,214.6,CC[NH+](CC)CCO.[Cl-],C(CO)O
III,diethyl(2-hydroxyethyl)azanium chloride,"ethane-1,2-diol",0.3333,0.6667,343.15,216.3,CC[NH+](CC)CCO.[Cl-],C(CO)O
III,diethyl(2-hydroxyethyl)azanium chloride,"ethane-1,2-diol",0.3333,0.6667,348.15,218.1,CC[NH+](CC)CCO.[Cl-],C(CO)O
III,diethyl(2-hydroxyethyl)azanium chloride,"ethane-1,2-diol",0.3333,0.6667,353.15,219.8,CC[NH+](CC)CCO.[Cl-],C(CO)O
III,diethyl(2-hydroxyethyl)azanium chloride,"propane-1,2,3-triol",0.3333,0.6667,303.15,250.4,CC[NH+](CC)CCO.[Cl-],C(C(CO)O)O
III,diethyl(2-hydroxyethyl)azanium chloride,"propane-1,2,3-triol",0.3333,0.6667,308.15,251.9,CC[NH+](CC)CCO.[Cl-],C(C(CO)O)O
III,diethyl(2-hydroxyethyl)azanium chloride,"propane-1,2,3-triol",0.3333,0.6667,313.15,253.2,CC[NH+](CC)CCO.[Cl-],C(C(CO)O)O
III,diethyl(2-hydroxyethyl)azanium chloride,"propane-1,2,3-triol",0.3333,0.6667,318.15,255.5,CC[NH+](CC)CCO.[Cl-],C(C(CO)O)O
III,diethyl(2-hydroxyethyl)azanium chloride,"propane-1,2,3-triol",0.3333,0.6667,323.15,257.2,CC[NH+](CC)CCO.[Cl-],C(C(CO)O)O
III,diethyl(2-hydroxyethyl)azanium chloride,"propane-1,2,3-triol",0.3333,0.6667,328.15,259.1,CC[NH+](CC)CCO.[Cl-],C(C(CO)O)O
III,diethyl(2-hydroxyethyl)azanium chloride,"propane-1,2,3-triol",0.3333,0.6667,333.15,260.9,CC[NH+](CC)CCO.[Cl-],C(C(CO)O)O
III,diethyl(2-hydroxyethyl)azanium chloride,"propane-1,2,3-triol",0.3333,0.6667,338.15,263.4,CC[NH+](CC)CCO.[Cl-],C(C(CO)O)O
III,diethyl(2-hydroxyethyl)azanium chloride,"propane-1,2,3-triol",0.3333,0.6667,343.15,265.4,CC[NH+](CC)CCO.[Cl-],C(C(CO)O)O
III,diethyl(2-hydroxyethyl)azanium chloride,"propane-1,2,3-triol",0.3333,0.6667,348.15,267.3,CC[NH+](CC)CCO.[Cl-],C(C(CO)O)O
III,diethyl(2-hydroxyethyl)azanium chloride,"propane-1,2,3-triol",0.3333,0.6667,353.15,269.3,CC[NH+](CC)CCO.[Cl-],C(C(CO)O)O
III,imidazolium octanoate,octan-1-ol,0.8988,0.1012,298.15,606.3,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCCCCCCCO
III,imidazolium octanoate,octan-1-ol,0.8988,0.1012,303.15,638.3,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCCCCCCCO
III,imidazolium octanoate,octan-1-ol,0.8988,0.1012,308.15,656.8,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCCCCCCCO
III,imidazolium octanoate,octan-1-ol,0.8988,0.1012,313.15,681.9,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCCCCCCCO
III,imidazolium octanoate,octan-1-ol,0.8,0.2,298.15,534.8,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCCCCCCCO
III,imidazolium octanoate,octan-1-ol,0.8,0.2,303.15,557.8,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCCCCCCCO
III,imidazolium octanoate,octan-1-ol,0.8,0.2,308.15,605.7,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCCCCCCCO
III,imidazolium octanoate,octan-1-ol,0.8,0.2,313.15,633.3,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCCCCCCCO
III,imidazolium octanoate,octan-1-ol,0.7009,0.2991,298.15,540.4,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCCCCCCCO
III,imidazolium octanoate,octan-1-ol,0.7009,0.2991,303.15,534,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCCCCCCCO
III,imidazolium octanoate,octan-1-ol,0.7009,0.2991,308.15,585.6,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCCCCCCCO
III,imidazolium octanoate,octan-1-ol,0.7009,0.2991,313.15,607,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCCCCCCCO
III,imidazolium octanoate,octan-1-ol,0.6,0.4,298.15,547.5,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCCCCCCCO
III,imidazolium octanoate,octan-1-ol,0.6,0.4,303.15,565.6,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCCCCCCCO
III,imidazolium octanoate,octan-1-ol,0.6,0.4,308.15,587.6,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCCCCCCCO
III,imidazolium octanoate,octan-1-ol,0.6,0.4,313.15,596.3,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCCCCCCCO
III,imidazolium octanoate,octan-1-ol,0.4993,0.5007,298.15,571.6,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCCCCCCCO
III,imidazolium octanoate,octan-1-ol,0.4993,0.5007,303.15,579.9,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCCCCCCCO
III,imidazolium octanoate,octan-1-ol,0.4993,0.5007,308.15,594.4,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCCCCCCCO
III,imidazolium octanoate,octan-1-ol,0.4993,0.5007,313.15,604.1,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCCCCCCCO
III,imidazolium octanoate,octan-1-ol,0.3995,0.6005,298.15,591.7,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCCCCCCCO
III,imidazolium octanoate,octan-1-ol,0.3995,0.6005,303.15,599.3,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCCCCCCCO
III,imidazolium octanoate,octan-1-ol,0.3995,0.6005,308.15,613.1,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCCCCCCCO
III,imidazolium octanoate,octan-1-ol,0.3995,0.6005,313.15,606.7,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCCCCCCCO
III,imidazolium octanoate,octan-1-ol,0.3001,0.6999,298.15,603.8,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCCCCCCCO
III,imidazolium octanoate,octan-1-ol,0.3001,0.6999,303.15,601.4,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCCCCCCCO
III,imidazolium octanoate,octan-1-ol,0.3001,0.6999,308.15,598.1,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCCCCCCCO
III,imidazolium octanoate,octan-1-ol,0.3001,0.6999,313.15,592.2,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCCCCCCCO
III,imidazolium octanoate,octan-1-ol,0.201,0.799,298.15,570.9,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCCCCCCCO
III,imidazolium octanoate,octan-1-ol,0.201,0.799,303.15,566.2,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCCCCCCCO
III,imidazolium octanoate,octan-1-ol,0.201,0.799,308.15,556.1,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCCCCCCCO
III,imidazolium octanoate,octan-1-ol,0.201,0.799,313.15,561.1,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCCCCCCCO
III,imidazolium octanoate,octan-1-ol,0.1003,0.8997,298.15,469,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCCCCCCCO
III,imidazolium octanoate,octan-1-ol,0.1003,0.8997,303.15,479,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCCCCCCCO
III,imidazolium octanoate,octan-1-ol,0.1003,0.8997,308.15,483,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCCCCCCCO
III,imidazolium octanoate,octan-1-ol,0.1003,0.8997,313.15,497,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCCCCCCCO
III,imidazolium octanoate,ethanol,0.8957,0.1043,298.15,667.5,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCO
III,imidazolium octanoate,ethanol,0.8957,0.1043,303.15,673.1,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCO
III,imidazolium octanoate,ethanol,0.8957,0.1043,308.15,681.9,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCO
III,imidazolium octanoate,ethanol,0.8957,0.1043,313.15,683.6,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCO
III,imidazolium octanoate,ethanol,0.8016,0.1984,298.15,591,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCO
III,imidazolium octanoate,ethanol,0.8016,0.1984,303.15,591.6,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCO
III,imidazolium octanoate,ethanol,0.8016,0.1984,308.15,596.5,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCO
III,imidazolium octanoate,ethanol,0.8016,0.1984,313.15,599.4,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCO
III,imidazolium octanoate,ethanol,0.699,0.301,298.15,516.2,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCO
III,imidazolium octanoate,ethanol,0.699,0.301,303.15,517.1,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCO
III,imidazolium octanoate,ethanol,0.699,0.301,308.15,520.9,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCO
III,imidazolium octanoate,ethanol,0.699,0.301,313.15,523.8,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCO
III,imidazolium octanoate,ethanol,0.6,0.4,298.15,458.2,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCO
III,imidazolium octanoate,ethanol,0.6,0.4,303.15,459.4,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCO
III,imidazolium octanoate,ethanol,0.6,0.4,308.15,462.5,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCO
III,imidazolium octanoate,ethanol,0.6,0.4,313.15,464.1,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCO
III,imidazolium octanoate,ethanol,0.5214,0.4786,298.15,420,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCO
III,imidazolium octanoate,ethanol,0.5214,0.4786,303.15,419.9,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCO
III,imidazolium octanoate,ethanol,0.5214,0.4786,308.15,421.1,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCO
III,imidazolium octanoate,ethanol,0.5214,0.4786,313.15,419.7,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCO
III,imidazolium octanoate,ethanol,0.4,0.6,298.15,364.9,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCO
III,imidazolium octanoate,ethanol,0.4,0.6,303.15,360.4,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCO
III,imidazolium octanoate,ethanol,0.4,0.6,308.15,358.7,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCO
III,imidazolium octanoate,ethanol,0.4,0.6,313.15,357,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCO
III,imidazolium octanoate,ethanol,0.2994,0.7006,298.15,317.3,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCO
III,imidazolium octanoate,ethanol,0.2994,0.7006,303.15,315.6,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCO
III,imidazolium octanoate,ethanol,0.2994,0.7006,308.15,312.3,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCO
III,imidazolium octanoate,ethanol,0.2994,0.7006,313.15,308.3,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCO
III,imidazolium octanoate,ethanol,0.2001,0.7999,298.15,256.6,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCO
III,imidazolium octanoate,ethanol,0.2001,0.7999,303.15,255.1,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCO
III,imidazolium octanoate,ethanol,0.2001,0.7999,308.15,254.3,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCO
III,imidazolium octanoate,ethanol,0.2001,0.7999,313.15,253.8,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCO
III,imidazolium octanoate,ethanol,0.1011,0.8989,298.15,188.6,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCO
III,imidazolium octanoate,ethanol,0.1011,0.8989,303.15,187.3,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCO
III,imidazolium octanoate,ethanol,0.1011,0.8989,308.15,187.1,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCO
III,imidazolium octanoate,ethanol,0.1011,0.8989,313.15,186.6,[nH]1cc[nH+]c1.[O-]C(=O)CCCCCCC,CCO
III,methyl(triphenyl)phosphanium bromide,"ethane-1,2-diol",0.2,0.8,298.15,237.6,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium bromide,"ethane-1,2-diol",0.2,0.8,300.65,238.6,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium bromide,"ethane-1,2-diol",0.2,0.8,303.15,239.4,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium bromide,"ethane-1,2-diol",0.2,0.8,305.65,240.8,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium bromide,"ethane-1,2-diol",0.2,0.8,308.15,241.6,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium bromide,"ethane-1,2-diol",0.2,0.8,310.65,242.4,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium bromide,"ethane-1,2-diol",0.2,0.8,313.15,243.4,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium bromide,"ethane-1,2-diol",0.2,0.8,315.65,244.5,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium bromide,"ethane-1,2-diol",0.2,0.8,318.15,245.2,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
III,methyl(triphenyl)phosphanium bromide,"ethane-1,2-diol",0.2,0.8,320.65,246.1,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)O
