Type of DES,Component#1,Component#2,X#1,X#2,"Melting_point, K",Smiles#1,Smiles#2,"T#1, K","T#2, K"
III,2-hydroxyethyl(trimethyl)azanium;chloride,hexadecanoic acid,0.673,0.327,443.48,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCC(=O)O,578.15,336.8
III,2-hydroxyethyl(trimethyl)azanium;chloride,hexadecanoic acid,0.652,0.348,438.48,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCC(=O)O,578.15,336.8
III,2-hydroxyethyl(trimethyl)azanium;chloride,hexadecanoic acid,0.603,0.397,418.85,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCC(=O)O,578.15,336.8
III,2-hydroxyethyl(trimethyl)azanium;chloride,hexadecanoic acid,0.555,0.445,393.63,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCC(=O)O,578.15,336.8
III,2-hydroxyethyl(trimethyl)azanium;chloride,hexadecanoic acid,0.554,0.446,393.88,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCC(=O)O,578.15,336.8
III,2-hydroxyethyl(trimethyl)azanium;chloride,hexadecanoic acid,0.53,0.47,377.63,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCC(=O)O,578.15,336.8
III,2-hydroxyethyl(trimethyl)azanium;chloride,hexadecanoic acid,0.449,0.551,338.85,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCC(=O)O,578.15,336.8
III,2-hydroxyethyl(trimethyl)azanium;chloride,hexadecanoic acid,0.4,0.6,331.03,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCC(=O)O,578.15,336.8
III,2-hydroxyethyl(trimethyl)azanium;chloride,hexadecanoic acid,0.366,0.634,331.95,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCC(=O)O,578.15,336.8
III,2-hydroxyethyl(trimethyl)azanium;chloride,hexadecanoic acid,0.307,0.693,333.2,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCC(=O)O,578.15,336.8
III,2-hydroxyethyl(trimethyl)azanium;chloride,hexadecanoic acid,0.256,0.744,333.75,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCC(=O)O,578.15,336.8
III,2-hydroxyethyl(trimethyl)azanium;chloride,hexadecanoic acid,0.188,0.812,334.6,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCC(=O)O,578.15,336.8
III,2-hydroxyethyl(trimethyl)azanium;chloride,hexadecanoic acid,0.158,0.842,335.05,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCC(=O)O,578.15,336.8
III,2-hydroxyethyl(trimethyl)azanium;chloride,hexadecanoic acid,0.104,0.896,335.28,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCC(=O)O,578.15,336.8
III,2-[4-(2-methylpropyl)phenyl]propanoic acid,hexadecanoic acid,0.7043,0.2957,334.48,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,CCCCCCCCCCCCCCCC(=O)O,350.4,336.8
III,tetraethylazanium;chloride,hexadecanoic acid,0.905,0.095,443.053,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,633.15,336.8
III,tetraethylazanium;chloride,hexadecanoic acid,0.782,0.218,407.664,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,633.15,336.8
III,tetraethylazanium;chloride,hexadecanoic acid,0.624,0.376,363.801,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,633.15,336.8
III,tetraethylazanium;chloride,hexadecanoic acid,0.502,0.498,331.402,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,633.15,336.8
III,tetraethylazanium;chloride,hexadecanoic acid,0.4,0.6,319.93,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,633.15,336.8
III,tetraethylazanium;chloride,hexadecanoic acid,0.288,0.712,316.02,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,633.15,336.8
III,tetraethylazanium;chloride,hexadecanoic acid,0.218,0.782,326.417,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,633.15,336.8
III,tetraethylazanium;chloride,hexadecanoic acid,0.068,0.932,333.396,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,633.15,336.8
III,2-hydroxyethyl(trimethyl)azanium;chloride,N-(4-hydroxyphenyl)acetamide,0.893,0.107,537.55,C[N+](C)(C)CCO.[Cl-],CC(=O)NC1=CC=C(C=C1)O,578.15,443
III,2-hydroxyethyl(trimethyl)azanium;chloride,N-(4-hydroxyphenyl)acetamide,0.794,0.206,461.02,C[N+](C)(C)CCO.[Cl-],CC(=O)NC1=CC=C(C=C1)O,578.15,443
III,2-hydroxyethyl(trimethyl)azanium;chloride,N-(4-hydroxyphenyl)acetamide,0.695,0.305,407.92,C[N+](C)(C)CCO.[Cl-],CC(=O)NC1=CC=C(C=C1)O,578.15,443
III,2-hydroxyethyl(trimethyl)azanium;chloride,N-(4-hydroxyphenyl)acetamide,0.597,0.403,339.62,C[N+](C)(C)CCO.[Cl-],CC(=O)NC1=CC=C(C=C1)O,578.15,443
III,2-hydroxyethyl(trimethyl)azanium;chloride,N-(4-hydroxyphenyl)acetamide,0.504,0.496,321.18,C[N+](C)(C)CCO.[Cl-],CC(=O)NC1=CC=C(C=C1)O,578.15,443
III,2-hydroxyethyl(trimethyl)azanium;chloride,N-(4-hydroxyphenyl)acetamide,0.5,0.5,314.16,C[N+](C)(C)CCO.[Cl-],CC(=O)NC1=CC=C(C=C1)O,578.15,443
III,2-hydroxyethyl(trimethyl)azanium;chloride,N-(4-hydroxyphenyl)acetamide,0.407,0.593,352.08,C[N+](C)(C)CCO.[Cl-],CC(=O)NC1=CC=C(C=C1)O,578.15,443
III,2-hydroxyethyl(trimethyl)azanium;chloride,N-(4-hydroxyphenyl)acetamide,0.302,0.698,371.52,C[N+](C)(C)CCO.[Cl-],CC(=O)NC1=CC=C(C=C1)O,578.15,443
III,2-hydroxyethyl(trimethyl)azanium;chloride,N-(4-hydroxyphenyl)acetamide,0.207,0.793,387.82,C[N+](C)(C)CCO.[Cl-],CC(=O)NC1=CC=C(C=C1)O,578.15,443
III,2-hydroxyethyl(trimethyl)azanium;chloride,N-(4-hydroxyphenyl)acetamide,0.101,0.899,425.82,C[N+](C)(C)CCO.[Cl-],CC(=O)NC1=CC=C(C=C1)O,578.15,443
III,2-hydroxyethyl(trimethyl)azanium;chloride,phenol,0.454,0.546,335.2,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,578.15,314.15
III,2-hydroxyethyl(trimethyl)azanium;chloride,phenol,0.4,0.6,294.2,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,578.15,314.15
III,2-hydroxyethyl(trimethyl)azanium;chloride,phenol,0.25,0.75,253.1,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,578.15,314.15
III,2-hydroxyethyl(trimethyl)azanium;chloride,phenol,0.2,0.8,260.2,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,578.15,314.15
III,2-hydroxyethyl(trimethyl)azanium;chloride,phenol,0.1667,0.8333,255.6,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,578.15,314.15
III,2-hydroxyethyl(trimethyl)azanium;chloride,phenol,0.119,0.881,279.3,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,578.15,314.15
III,2-hydroxyethyl(trimethyl)azanium;chloride,phenol,0.1,0.9,297.5,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,578.15,314.15
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-phenylacetic acid,0.552,0.448,361.15,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)CC(=O)O,578.15,349.6
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-phenylacetic acid,0.5,0.5,298.15,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)CC(=O)O,578.15,349.6
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-phenylacetic acid,0.37,0.63,291.6589,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)CC(=O)O,578.15,349.6
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-phenylacetic acid,0.331,0.669,298.15,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)CC(=O)O,578.15,349.6
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-phenylacetic acid,0.302,0.698,310.483,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)CC(=O)O,578.15,349.6
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-phenylacetic acid,0.252,0.748,325.483,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)CC(=O)O,578.15,349.6
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-phenylacetic acid,0.199,0.801,340.15,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)CC(=O)O,578.15,349.6
III,2-hydroxyethyl(trimethyl)azanium;chloride,3-phenylpropanoic acid,0.45,0.55,342.483,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)CCC(=O)O,578.15,321.75
III,2-hydroxyethyl(trimethyl)azanium;chloride,3-phenylpropanoic acid,0.4,0.6,316.817,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)CCC(=O)O,578.15,321.75
III,2-hydroxyethyl(trimethyl)azanium;chloride,3-phenylpropanoic acid,0.331,0.669,295.15,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)CCC(=O)O,578.15,321.75
III,2-hydroxyethyl(trimethyl)azanium;chloride,3-phenylpropanoic acid,0.3333,0.6667,293.9791,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)CCC(=O)O,578.15,321.75
III,2-hydroxyethyl(trimethyl)azanium;chloride,3-phenylpropanoic acid,0.302,0.698,296.817,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)CCC(=O)O,578.15,321.75
III,2-hydroxyethyl(trimethyl)azanium;chloride,3-phenylpropanoic acid,0.25,0.75,304.483,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)CCC(=O)O,578.15,321.75
III,2-hydroxyethyl(trimethyl)azanium;chloride,3-phenylpropanoic acid,0.199,0.801,310.15,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)CCC(=O)O,578.15,321.75
III,tetraethylazanium;bromide,heptanedioic acid,0.56,0.44,328.1,CC[N+](CC)(CC)CC.[Br-],C(CCC(=O)O)CCC(=O)O,633,368.2
III,tetrapropylazanium;bromide,heptanedioic acid,0.55,0.45,309.6,CCC[N+](CCC)(CCC)CCC.[Br-],C(CCC(=O)O)CCC(=O)O,583,368.2
III,tetrapentylazanium;bromide,heptanedioic acid,0.8889,0.1111,370.69,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],C(CCC(=O)O)CCC(=O)O,375.9,368.2
III,tetrapentylazanium;bromide,heptanedioic acid,0.78,0.22,355.172,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],C(CCC(=O)O)CCC(=O)O,375.9,368.2
III,tetrapentylazanium;bromide,heptanedioic acid,0.71,0.29,347.701,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],C(CCC(=O)O)CCC(=O)O,375.9,368.2
III,tetrapentylazanium;bromide,heptanedioic acid,0.388,0.612,338.506,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],C(CCC(=O)O)CCC(=O)O,375.9,368.2
III,tetrapentylazanium;bromide,heptanedioic acid,0.28,0.72,359.195,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],C(CCC(=O)O)CCC(=O)O,375.9,368.2
III,tetrapentylazanium;bromide,heptanedioic acid,0.173,0.827,370.69,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],C(CCC(=O)O)CCC(=O)O,375.9,368.2
III,tetrapentylazanium;bromide,heptanedioic acid,0.091,0.909,375.862,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],C(CCC(=O)O)CCC(=O)O,375.9,368.2
III,tetrabutylazanium;bromide,propanoic acid,0.5,0.5,254.01,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CCC(=O)O,390.8,252.15
III,2-hydroxyethyl(trimethyl)azanium;chloride,"benzene-1,3-diol",0.905,0.095,355.902,C[N+](C)(C)CCO.[Cl-],C1=CC(=CC(=C1)O)O,578.15,382.5
III,2-hydroxyethyl(trimethyl)azanium;chloride,"benzene-1,3-diol",0.803,0.197,350.927,C[N+](C)(C)CCO.[Cl-],C1=CC(=CC(=C1)O)O,578.15,382.5
III,2-hydroxyethyl(trimethyl)azanium;chloride,"benzene-1,3-diol",0.753,0.247,342.637,C[N+](C)(C)CCO.[Cl-],C1=CC(=CC(=C1)O)O,578.15,382.5
III,2-hydroxyethyl(trimethyl)azanium;chloride,"benzene-1,3-diol",0.672,0.328,336.834,C[N+](C)(C)CCO.[Cl-],C1=CC(=CC(=C1)O)O,578.15,382.5
III,2-hydroxyethyl(trimethyl)azanium;chloride,"benzene-1,3-diol",0.505,0.495,279.632,C[N+](C)(C)CCO.[Cl-],C1=CC(=CC(=C1)O)O,578.15,382.5
III,2-hydroxyethyl(trimethyl)azanium;chloride,"benzene-1,3-diol",0.338,0.662,291.238,C[N+](C)(C)CCO.[Cl-],C1=CC(=CC(=C1)O)O,578.15,382.5
III,2-hydroxyethyl(trimethyl)azanium;chloride,"benzene-1,3-diol",0.258,0.742,302.845,C[N+](C)(C)CCO.[Cl-],C1=CC(=CC(=C1)O)O,578.15,382.5
III,2-hydroxyethyl(trimethyl)azanium;chloride,"benzene-1,3-diol",0.204,0.796,316.109,C[N+](C)(C)CCO.[Cl-],C1=CC(=CC(=C1)O)O,578.15,382.5
III,2-hydroxyethyl(trimethyl)azanium;chloride,"benzene-1,3-diol",0.102,0.898,340.979,C[N+](C)(C)CCO.[Cl-],C1=CC(=CC(=C1)O)O,578.15,382.5
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybenzoic acid,0.896,0.104,550.7,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C(=C1)C(=O)O)O,578.15,432.15
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybenzoic acid,0.794,0.206,505.7,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C(=C1)C(=O)O)O,578.15,432.15
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybenzoic acid,0.697,0.303,438.7,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C(=C1)C(=O)O)O,578.15,432.15
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybenzoic acid,0.592,0.408,393.6,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C(=C1)C(=O)O)O,578.15,432.15
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybenzoic acid,0.5,0.5,341.15,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C(=C1)C(=O)O)O,578.15,432.15
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybenzoic acid,0.496,0.504,340.6,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C(=C1)C(=O)O)O,578.15,432.15
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybenzoic acid,0.403,0.597,352.7,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C(=C1)C(=O)O)O,578.15,432.15
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybenzoic acid,0.295,0.705,366.8,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C(=C1)C(=O)O)O,578.15,432.15
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybenzoic acid,0.211,0.789,385.4,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C(=C1)C(=O)O)O,578.15,432.15
III,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybenzoic acid,0.113,0.887,406.9,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C(=C1)C(=O)O)O,578.15,432.15
III,tetramethylazanium;chloride,octadecanoic acid,0.899,0.101,574.55,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,693.15,343.67
III,tetramethylazanium;chloride,octadecanoic acid,0.799,0.201,513.15,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,693.15,343.67
III,tetramethylazanium;chloride,octadecanoic acid,0.701,0.299,461.55,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,693.15,343.67
III,tetramethylazanium;chloride,octadecanoic acid,0.577,0.423,415.95,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,693.15,343.67
III,tetramethylazanium;chloride,octadecanoic acid,0.486,0.514,378.15,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,693.15,343.67
III,tetramethylazanium;chloride,octadecanoic acid,0.376,0.624,337.95,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,693.15,343.67
III,tetramethylazanium;chloride,octadecanoic acid,0.314,0.686,339.45,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,693.15,343.67
III,tetramethylazanium;chloride,octadecanoic acid,0.195,0.805,342.65,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,693.15,343.67
III,tetramethylazanium;chloride,octadecanoic acid,0.102,0.898,343.25,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,693.15,343.67
III,tetraethylazanium;chloride,octadecanoic acid,0.911,0.089,493.55,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,633.15,343.67
III,tetraethylazanium;chloride,octadecanoic acid,0.794,0.206,447.45,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,633.15,343.67
III,tetraethylazanium;chloride,octadecanoic acid,0.701,0.299,411.75,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,633.15,343.67
III,tetraethylazanium;chloride,octadecanoic acid,0.594,0.406,373.35,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,633.15,343.67
III,tetraethylazanium;chloride,octadecanoic acid,0.505,0.495,349.85,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,633.15,343.67
III,tetraethylazanium;chloride,octadecanoic acid,0.412,0.588,321.65,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,633.15,343.67
III,tetraethylazanium;chloride,octadecanoic acid,0.309,0.691,332.78,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,633.15,343.67
III,tetraethylazanium;chloride,octadecanoic acid,0.288,0.712,333.35,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,633.15,343.67
III,tetraethylazanium;chloride,octadecanoic acid,0.226,0.774,338.21,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,633.15,343.67
III,tetraethylazanium;chloride,octadecanoic acid,0.189,0.811,339.45,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,633.15,343.67
III,tetraethylazanium;chloride,octadecanoic acid,0.117,0.883,342.25,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,633.15,343.67
III,tetraethylazanium;chloride,octadecanoic acid,0.103,0.897,342.52,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,633.15,343.67
III,tetrapropylazanium;chloride,octadecanoic acid,0.868,0.132,473.35,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,514.15,343.67
III,tetrapropylazanium;chloride,octadecanoic acid,0.778,0.222,458.55,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,514.15,343.67
III,tetrapropylazanium;chloride,octadecanoic acid,0.701,0.299,424.75,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,514.15,343.67
III,tetrapropylazanium;chloride,octadecanoic acid,0.593,0.407,392.85,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,514.15,343.67
III,tetrapropylazanium;chloride,octadecanoic acid,0.501,0.499,337.22,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,514.15,343.67
III,tetrapropylazanium;chloride,octadecanoic acid,0.446,0.554,329.18,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,514.15,343.67
III,tetrapropylazanium;chloride,octadecanoic acid,0.4,0.6,327.92,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,514.15,343.67
III,tetrapropylazanium;chloride,octadecanoic acid,0.398,0.602,327.25,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,514.15,343.67
III,tetrapropylazanium;chloride,octadecanoic acid,0.307,0.693,332.15,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,514.15,343.67
III,tetrapropylazanium;chloride,octadecanoic acid,0.299,0.701,332.47,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,514.15,343.67
III,tetrapropylazanium;chloride,octadecanoic acid,0.202,0.798,339.86,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,514.15,343.67
III,tetrapropylazanium;chloride,octadecanoic acid,0.201,0.799,339.05,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,514.15,343.67
III,tetrapropylazanium;chloride,octadecanoic acid,0.1111,0.8889,342.43,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,514.15,343.67
III,tetrapropylazanium;chloride,octadecanoic acid,0.1,0.9,340.25,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,514.15,343.67
III,tetrabutylazanium;chloride,octadecanoic acid,0.898,0.102,337.4,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,344,343.67
III,tetrabutylazanium;chloride,octadecanoic acid,0.8,0.2,333.7,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,344,343.67
III,tetrabutylazanium;chloride,octadecanoic acid,0.682,0.318,328.2,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,344,343.67
III,tetrabutylazanium;chloride,octadecanoic acid,0.596,0.404,325,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,344,343.67
III,tetrabutylazanium;chloride,octadecanoic acid,0.493,0.507,322.9,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,344,343.67
III,tetrabutylazanium;chloride,octadecanoic acid,0.386,0.614,327.4,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,344,343.67
III,tetrabutylazanium;chloride,octadecanoic acid,0.304,0.696,332.7,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,344,343.67
III,tetrabutylazanium;chloride,octadecanoic acid,0.2,0.8,335.6,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,344,343.67
III,tetrabutylazanium;chloride,octadecanoic acid,0.099,0.901,339.9,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,344,343.67
III,2-hydroxyethyl(trimethyl)azanium;chloride,octadecanoic acid,0.896,0.104,543.68,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,578.15,343.67
III,2-hydroxyethyl(trimethyl)azanium;chloride,octadecanoic acid,0.844,0.156,523.92,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,578.15,343.67
III,2-hydroxyethyl(trimethyl)azanium;chloride,octadecanoic acid,0.787,0.213,493.68,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,578.15,343.67
III,2-hydroxyethyl(trimethyl)azanium;chloride,octadecanoic acid,0.746,0.254,483.82,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,578.15,343.67
III,2-hydroxyethyl(trimethyl)azanium;chloride,octadecanoic acid,0.695,0.305,463.58,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,578.15,343.67
III,2-hydroxyethyl(trimethyl)azanium;chloride,octadecanoic acid,0.65,0.35,443.85,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,578.15,343.67
III,2-hydroxyethyl(trimethyl)azanium;chloride,octadecanoic acid,0.596,0.404,433.78,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,578.15,343.67
III,2-hydroxyethyl(trimethyl)azanium;chloride,octadecanoic acid,0.554,0.446,408.6,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,578.15,343.67
III,2-hydroxyethyl(trimethyl)azanium;chloride,octadecanoic acid,0.505,0.495,388.62,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,578.15,343.67
III,2-hydroxyethyl(trimethyl)azanium;chloride,octadecanoic acid,0.452,0.548,355.52,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,578.15,343.67
III,2-hydroxyethyl(trimethyl)azanium;chloride,octadecanoic acid,0.386,0.614,339.55,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,578.15,343.67
III,2-hydroxyethyl(trimethyl)azanium;chloride,octadecanoic acid,0.297,0.703,340.68,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,578.15,343.67
III,2-hydroxyethyl(trimethyl)azanium;chloride,octadecanoic acid,0.189,0.811,341.72,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,578.15,343.67
III,2-hydroxyethyl(trimethyl)azanium;chloride,octadecanoic acid,0.108,0.892,342.45,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,578.15,343.67
III,2-hydroxyethyl(trimethyl)azanium;chloride,octanedioic acid,0.5,0.5,366.15,C[N+](C)(C)CCO.[Cl-],C(CCCC(=O)O)CCC(=O)O,578.15,415.3
III,tetraethylazanium;bromide,butanedioic acid,0.5,0.5,349.3,CC[N+](CC)(CC)CC.[Br-],C(CC(=O)O)C(=O)O,633,455.2
III,2-hydroxyethyl(trimethyl)azanium;chloride,butanedioic acid,0.7,0.3,402,C[N+](C)(C)CCO.[Cl-],C(CC(=O)O)C(=O)O,578.15,455.2
