Type of DES,Component#1,Component#2,X#1,X#2,"Melting_point, K",Smiles#1,Smiles#2,"T#1, K","T#2, K"
V,5-(2-hydroxypropan-2-yl)-2-methylcyclohex-2-en-1-ol,"(1R,2S,4R)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-ol",0.6,0.4,389.9,CC1=CCC(CC1O)C(C)(C)O,C[C@@]12CC[C@@H](C1(C)C)C[C@@H]2O,420.2,480.6
V,5-(2-hydroxypropan-2-yl)-2-methylcyclohex-2-en-1-ol,"(1R,2S,4R)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-ol",0.7,0.3,396.3,CC1=CCC(CC1O)C(C)(C)O,C[C@@]12CC[C@@H](C1(C)C)C[C@@H]2O,420.2,480.6
V,5-(2-hydroxypropan-2-yl)-2-methylcyclohex-2-en-1-ol,"(1R,2S,4R)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-ol",0.8,0.2,398.3,CC1=CCC(CC1O)C(C)(C)O,C[C@@]12CC[C@@H](C1(C)C)C[C@@H]2O,420.2,480.6
V,5-(2-hydroxypropan-2-yl)-2-methylcyclohex-2-en-1-ol,"(1R,2S,4R)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-ol",0.87,0.13,403,CC1=CCC(CC1O)C(C)(C)O,C[C@@]12CC[C@@H](C1(C)C)C[C@@H]2O,420.2,480.6
V,1-dioctylphosphoryloctane,phenol,0.1,0.9,300.65,CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,C1=CC=C(C=C1)O,325.87,314.15
V,1-dioctylphosphoryloctane,phenol,0.5,0.5,279.05,CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,C1=CC=C(C=C1)O,325.87,314.15
V,1-dioctylphosphoryloctane,phenol,0.6,0.4,307.75,CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,C1=CC=C(C=C1)O,325.87,314.15
V,1-dioctylphosphoryloctane,phenol,0.6667,0.3333,311.25,CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,C1=CC=C(C=C1)O,325.87,314.15
V,1-dioctylphosphoryloctane,phenol,0.7,0.3,309.85,CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,C1=CC=C(C=C1)O,325.87,314.15
V,1-dioctylphosphoryloctane,phenol,0.8,0.2,319.35,CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,C1=CC=C(C=C1)O,325.87,314.15
V,1-dioctylphosphoryloctane,phenol,0.9,0.1,321.95,CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,C1=CC=C(C=C1)O,325.87,314.15
V,2-phenylchromen-4-one,5-methyl-2-propan-2-ylphenol,0.86,0.14,360,C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2,CC1=CC(=C(C=C1)C(C)C)O,369.6,323.5
V,2-phenylchromen-4-one,5-methyl-2-propan-2-ylphenol,0.74,0.26,349,C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2,CC1=CC(=C(C=C1)C(C)C)O,369.6,323.5
V,2-phenylchromen-4-one,5-methyl-2-propan-2-ylphenol,0.71,0.29,349,C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2,CC1=CC(=C(C=C1)C(C)C)O,369.6,323.5
V,2-phenylchromen-4-one,5-methyl-2-propan-2-ylphenol,0.6,0.4,318,C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2,CC1=CC(=C(C=C1)C(C)C)O,369.6,323.5
V,2-phenylchromen-4-one,5-methyl-2-propan-2-ylphenol,0.24,0.76,306,C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2,CC1=CC(=C(C=C1)C(C)C)O,369.6,323.5
V,2-phenylchromen-4-one,5-methyl-2-propan-2-ylphenol,0.16,0.84,312,C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2,CC1=CC(=C(C=C1)C(C)C)O,369.6,323.5
V,"2-phenyl-2,3-dihydrochromen-4-one",5-methyl-2-propan-2-ylphenol,0.8,0.2,332,C1C(OC2=CC=CC=C2C1=O)C3=CC=CC=C3,CC1=CC(=C(C=C1)C(C)C)O,348.8,323.5
V,"2-phenyl-2,3-dihydrochromen-4-one",5-methyl-2-propan-2-ylphenol,0.75,0.25,331,C1C(OC2=CC=CC=C2C1=O)C3=CC=CC=C3,CC1=CC(=C(C=C1)C(C)C)O,348.8,323.5
V,"2-phenyl-2,3-dihydrochromen-4-one",5-methyl-2-propan-2-ylphenol,0.69,0.31,324,C1C(OC2=CC=CC=C2C1=O)C3=CC=CC=C3,CC1=CC(=C(C=C1)C(C)C)O,348.8,323.5
V,"2-phenyl-2,3-dihydrochromen-4-one",5-methyl-2-propan-2-ylphenol,0.59,0.41,313,C1C(OC2=CC=CC=C2C1=O)C3=CC=CC=C3,CC1=CC(=C(C=C1)C(C)C)O,348.8,323.5
V,"2-phenyl-2,3-dihydrochromen-4-one",5-methyl-2-propan-2-ylphenol,0.54,0.46,310,C1C(OC2=CC=CC=C2C1=O)C3=CC=CC=C3,CC1=CC(=C(C=C1)C(C)C)O,348.8,323.5
V,"2-phenyl-2,3-dihydrochromen-4-one",5-methyl-2-propan-2-ylphenol,0.3,0.7,299,C1C(OC2=CC=CC=C2C1=O)C3=CC=CC=C3,CC1=CC(=C(C=C1)C(C)C)O,348.8,323.5
V,"2-phenyl-2,3-dihydrochromen-4-one",5-methyl-2-propan-2-ylphenol,0.25,0.75,304,C1C(OC2=CC=CC=C2C1=O)C3=CC=CC=C3,CC1=CC(=C(C=C1)C(C)C)O,348.8,323.5
V,"2-phenyl-2,3-dihydrochromen-4-one",5-methyl-2-propan-2-ylphenol,0.2,0.8,306,C1C(OC2=CC=CC=C2C1=O)C3=CC=CC=C3,CC1=CC(=C(C=C1)C(C)C)O,348.8,323.5
V,"2-phenyl-2,3-dihydrochromen-4-one",5-methyl-2-propan-2-ylphenol,0.1,0.9,314,C1C(OC2=CC=CC=C2C1=O)C3=CC=CC=C3,CC1=CC(=C(C=C1)C(C)C)O,348.8,323.5
V,2-phenylchromen-4-one,5-methyl-2-propan-2-ylcyclohexan-1-ol,0.9,0.1,365,C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2,CC1CCC(C(C1)O)C(C)C,369.6,315.7
V,2-phenylchromen-4-one,5-methyl-2-propan-2-ylcyclohexan-1-ol,0.8,0.2,362,C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2,CC1CCC(C(C1)O)C(C)C,369.6,315.7
V,2-phenylchromen-4-one,5-methyl-2-propan-2-ylcyclohexan-1-ol,0.7,0.3,357,C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2,CC1CCC(C(C1)O)C(C)C,369.6,315.7
V,2-phenylchromen-4-one,5-methyl-2-propan-2-ylcyclohexan-1-ol,0.6,0.4,351,C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2,CC1CCC(C(C1)O)C(C)C,369.6,315.7
V,2-phenylchromen-4-one,5-methyl-2-propan-2-ylcyclohexan-1-ol,0.5,0.5,345,C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2,CC1CCC(C(C1)O)C(C)C,369.6,315.7
V,2-phenylchromen-4-one,5-methyl-2-propan-2-ylcyclohexan-1-ol,0.4,0.6,340,C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2,CC1CCC(C(C1)O)C(C)C,369.6,315.7
V,2-phenylchromen-4-one,5-methyl-2-propan-2-ylcyclohexan-1-ol,0.3,0.7,330,C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2,CC1CCC(C(C1)O)C(C)C,369.6,315.7
V,2-phenylchromen-4-one,5-methyl-2-propan-2-ylcyclohexan-1-ol,0.2,0.8,323,C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2,CC1CCC(C(C1)O)C(C)C,369.6,315.7
V,2-phenylchromen-4-one,5-methyl-2-propan-2-ylcyclohexan-1-ol,0.15,0.85,317,C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2,CC1CCC(C(C1)O)C(C)C,369.6,315.7
V,2-phenylchromen-4-one,5-methyl-2-propan-2-ylcyclohexan-1-ol,0.1,0.9,308,C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2,CC1CCC(C(C1)O)C(C)C,369.6,315.7
V,2-phenylchromen-4-one,5-methyl-2-propan-2-ylcyclohexan-1-ol,0.05,0.95,311,C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2,CC1CCC(C(C1)O)C(C)C,369.6,315.7
V,"2-phenyl-2,3-dihydrochromen-4-one",5-methyl-2-propan-2-ylcyclohexan-1-ol,0.9,0.1,344,C1C(OC2=CC=CC=C2C1=O)C3=CC=CC=C3,CC1CCC(C(C1)O)C(C)C,348.8,315.7
V,"2-phenyl-2,3-dihydrochromen-4-one",5-methyl-2-propan-2-ylcyclohexan-1-ol,0.79,0.21,341,C1C(OC2=CC=CC=C2C1=O)C3=CC=CC=C3,CC1CCC(C(C1)O)C(C)C,348.8,315.7
V,"2-phenyl-2,3-dihydrochromen-4-one",5-methyl-2-propan-2-ylcyclohexan-1-ol,0.71,0.29,339,C1C(OC2=CC=CC=C2C1=O)C3=CC=CC=C3,CC1CCC(C(C1)O)C(C)C,348.8,315.7
V,"2-phenyl-2,3-dihydrochromen-4-one",5-methyl-2-propan-2-ylcyclohexan-1-ol,0.6,0.4,336,C1C(OC2=CC=CC=C2C1=O)C3=CC=CC=C3,CC1CCC(C(C1)O)C(C)C,348.8,315.7
V,"2-phenyl-2,3-dihydrochromen-4-one",5-methyl-2-propan-2-ylcyclohexan-1-ol,0.49,0.51,334,C1C(OC2=CC=CC=C2C1=O)C3=CC=CC=C3,CC1CCC(C(C1)O)C(C)C,348.8,315.7
V,"2-phenyl-2,3-dihydrochromen-4-one",5-methyl-2-propan-2-ylcyclohexan-1-ol,0.4,0.6,330,C1C(OC2=CC=CC=C2C1=O)C3=CC=CC=C3,CC1CCC(C(C1)O)C(C)C,348.8,315.7
V,"2-phenyl-2,3-dihydrochromen-4-one",5-methyl-2-propan-2-ylcyclohexan-1-ol,0.3,0.7,327,C1C(OC2=CC=CC=C2C1=O)C3=CC=CC=C3,CC1CCC(C(C1)O)C(C)C,348.8,315.7
V,"2-phenyl-2,3-dihydrochromen-4-one",5-methyl-2-propan-2-ylcyclohexan-1-ol,0.2,0.8,324,C1C(OC2=CC=CC=C2C1=O)C3=CC=CC=C3,CC1CCC(C(C1)O)C(C)C,348.8,315.7
V,"2-phenyl-2,3-dihydrochromen-4-one",5-methyl-2-propan-2-ylcyclohexan-1-ol,0.12,0.88,317,C1C(OC2=CC=CC=C2C1=O)C3=CC=CC=C3,CC1CCC(C(C1)O)C(C)C,348.8,315.7
V,"2-phenyl-2,3-dihydrochromen-4-one",5-methyl-2-propan-2-ylcyclohexan-1-ol,0.05,0.95,312,C1C(OC2=CC=CC=C2C1=O)C3=CC=CC=C3,CC1CCC(C(C1)O)C(C)C,348.8,315.7
V,"(2S)-5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-2,3-dihydrochromen-4-one",5-methyl-2-propan-2-ylphenol,0.75,0.25,498,COC1=C(C=C(C=C1)[C@@H]2CC(=O)C3=C(C=C(C=C3O2)O)O)O,CC1=CC(=C(C=C1)C(C)C)O,504.8,323.5
V,"(2S)-5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-2,3-dihydrochromen-4-one",5-methyl-2-propan-2-ylphenol,0.71,0.29,496,COC1=C(C=C(C=C1)[C@@H]2CC(=O)C3=C(C=C(C=C3O2)O)O)O,CC1=CC(=C(C=C1)C(C)C)O,504.8,323.5
V,"(2S)-5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-2,3-dihydrochromen-4-one",5-methyl-2-propan-2-ylphenol,0.6,0.4,490,COC1=C(C=C(C=C1)[C@@H]2CC(=O)C3=C(C=C(C=C3O2)O)O)O,CC1=CC(=C(C=C1)C(C)C)O,504.8,323.5
V,"(2S)-5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-2,3-dihydrochromen-4-one",5-methyl-2-propan-2-ylphenol,0.5,0.5,487,COC1=C(C=C(C=C1)[C@@H]2CC(=O)C3=C(C=C(C=C3O2)O)O)O,CC1=CC(=C(C=C1)C(C)C)O,504.8,323.5
V,"(2S)-5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-2,3-dihydrochromen-4-one",5-methyl-2-propan-2-ylphenol,0.4,0.6,481,COC1=C(C=C(C=C1)[C@@H]2CC(=O)C3=C(C=C(C=C3O2)O)O)O,CC1=CC(=C(C=C1)C(C)C)O,504.8,323.5
V,"(2S)-5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-2,3-dihydrochromen-4-one",5-methyl-2-propan-2-ylphenol,0.3,0.7,475,COC1=C(C=C(C=C1)[C@@H]2CC(=O)C3=C(C=C(C=C3O2)O)O)O,CC1=CC(=C(C=C1)C(C)C)O,504.8,323.5
V,"(2S)-5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-2,3-dihydrochromen-4-one",5-methyl-2-propan-2-ylphenol,0.2,0.8,468,COC1=C(C=C(C=C1)[C@@H]2CC(=O)C3=C(C=C(C=C3O2)O)O)O,CC1=CC(=C(C=C1)C(C)C)O,504.8,323.5
V,"(2S)-5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-2,3-dihydrochromen-4-one",5-methyl-2-propan-2-ylphenol,0.1,0.9,450,COC1=C(C=C(C=C1)[C@@H]2CC(=O)C3=C(C=C(C=C3O2)O)O)O,CC1=CC(=C(C=C1)C(C)C)O,504.8,323.5
V,"(2S)-5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-2,3-dihydrochromen-4-one",5-methyl-2-propan-2-ylphenol,0.05,0.95,436,COC1=C(C=C(C=C1)[C@@H]2CC(=O)C3=C(C=C(C=C3O2)O)O)O,CC1=CC(=C(C=C1)C(C)C)O,504.8,323.5
V,"(2S)-5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-2,3-dihydrochromen-4-one",5-methyl-2-propan-2-ylphenol,0.03,0.97,421,COC1=C(C=C(C=C1)[C@@H]2CC(=O)C3=C(C=C(C=C3O2)O)O)O,CC1=CC(=C(C=C1)C(C)C)O,504.8,323.5
V,"(2S)-5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-2,3-dihydrochromen-4-one",5-methyl-2-propan-2-ylcyclohexan-1-ol,0.25,0.75,476,COC1=C(C=C(C=C1)[C@@H]2CC(=O)C3=C(C=C(C=C3O2)O)O)O,CC1CCC(C(C1)O)C(C)C,504.8,315.7
V,"(2S)-5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-2,3-dihydrochromen-4-one",5-methyl-2-propan-2-ylcyclohexan-1-ol,0.19,0.81,465,COC1=C(C=C(C=C1)[C@@H]2CC(=O)C3=C(C=C(C=C3O2)O)O)O,CC1CCC(C(C1)O)C(C)C,504.8,315.7
V,"(2S)-5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-2,3-dihydrochromen-4-one",5-methyl-2-propan-2-ylcyclohexan-1-ol,0.14,0.86,459,COC1=C(C=C(C=C1)[C@@H]2CC(=O)C3=C(C=C(C=C3O2)O)O)O,CC1CCC(C(C1)O)C(C)C,504.8,315.7
V,"(2S)-5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-2,3-dihydrochromen-4-one",5-methyl-2-propan-2-ylcyclohexan-1-ol,0.1111,0.8889,442,COC1=C(C=C(C=C1)[C@@H]2CC(=O)C3=C(C=C(C=C3O2)O)O)O,CC1CCC(C(C1)O)C(C)C,504.8,315.7
V,"(2S)-5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-2,3-dihydrochromen-4-one",5-methyl-2-propan-2-ylcyclohexan-1-ol,0.05,0.95,417,COC1=C(C=C(C=C1)[C@@H]2CC(=O)C3=C(C=C(C=C3O2)O)O)O,CC1CCC(C(C1)O)C(C)C,504.8,315.7
V,"(1R,4S)-2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",decane,0.9942,0.0058,318.8,CC1([C@@H]2CC[C@@H](C2)C1=C)C,CCCCCCCCCC,320.59,245.6
V,"(1R,4S)-2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",decane,0.977,0.023,312.4,CC1([C@@H]2CC[C@@H](C2)C1=C)C,CCCCCCCCCC,320.59,245.6
V,"(1R,4S)-2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",decane,0.9594,0.0406,307,CC1([C@@H]2CC[C@@H](C2)C1=C)C,CCCCCCCCCC,320.59,245.6
V,"(1R,4S)-2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",decane,0.9483,0.0517,303.2,CC1([C@@H]2CC[C@@H](C2)C1=C)C,CCCCCCCCCC,320.59,245.6
V,"(1R,4S)-2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",decane,0.931,0.069,298.1,CC1([C@@H]2CC[C@@H](C2)C1=C)C,CCCCCCCCCC,320.59,245.6
V,"(1R,4S)-2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",decane,0.9215,0.0785,295.3,CC1([C@@H]2CC[C@@H](C2)C1=C)C,CCCCCCCCCC,320.59,245.6
V,"(1R,4S)-2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",decane,0.901,0.099,288.3,CC1([C@@H]2CC[C@@H](C2)C1=C)C,CCCCCCCCCC,320.59,245.6
V,"(1R,4S)-2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",decane,0.8665,0.1335,279.3,CC1([C@@H]2CC[C@@H](C2)C1=C)C,CCCCCCCCCC,320.59,245.6
V,"(1R,4S)-2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",decane,0.83,0.17,271.2,CC1([C@@H]2CC[C@@H](C2)C1=C)C,CCCCCCCCCC,320.59,245.6
V,"(1R,4S)-2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",decane,0.8049,0.1951,263,CC1([C@@H]2CC[C@@H](C2)C1=C)C,CCCCCCCCCC,320.59,245.6
V,"(1R,4S)-2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",decane,0.7743,0.2257,254.3,CC1([C@@H]2CC[C@@H](C2)C1=C)C,CCCCCCCCCC,320.59,245.6
V,"(1R,4S)-2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",decane,0.7581,0.2419,250.1,CC1([C@@H]2CC[C@@H](C2)C1=C)C,CCCCCCCCCC,320.59,245.6
V,"(1R,4S)-2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",decane,0.7321,0.2679,244.7,CC1([C@@H]2CC[C@@H](C2)C1=C)C,CCCCCCCCCC,320.59,245.6
V,"(1R,4S)-2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",decane,0.717,0.283,240,CC1([C@@H]2CC[C@@H](C2)C1=C)C,CCCCCCCCCC,320.59,245.6
V,"(1R,4S)-2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",decane,0.6564,0.3436,232.5,CC1([C@@H]2CC[C@@H](C2)C1=C)C,CCCCCCCCCC,320.59,245.6
V,"(1R,4S)-2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",decane,0.6014,0.3986,232.2,CC1([C@@H]2CC[C@@H](C2)C1=C)C,CCCCCCCCCC,320.59,245.6
V,"(1R,4S)-2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",decane,0.5456,0.4544,233.9,CC1([C@@H]2CC[C@@H](C2)C1=C)C,CCCCCCCCCC,320.59,245.6
V,"(1R,4S)-2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",decane,0.4818,0.5182,235.8,CC1([C@@H]2CC[C@@H](C2)C1=C)C,CCCCCCCCCC,320.59,245.6
V,"(1R,4S)-2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",decane,0.4278,0.5722,237.1,CC1([C@@H]2CC[C@@H](C2)C1=C)C,CCCCCCCCCC,320.59,245.6
V,"(1R,4S)-2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",decane,0.3687,0.6313,238.6,CC1([C@@H]2CC[C@@H](C2)C1=C)C,CCCCCCCCCC,320.59,245.6
V,"(1R,4S)-2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",decane,0.3215,0.6785,239.9,CC1([C@@H]2CC[C@@H](C2)C1=C)C,CCCCCCCCCC,320.59,245.6
V,"(1R,4S)-2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",decane,0.2875,0.7125,241.1,CC1([C@@H]2CC[C@@H](C2)C1=C)C,CCCCCCCCCC,320.59,245.6
V,"(1R,4S)-2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",decane,0.2331,0.7669,242.5,CC1([C@@H]2CC[C@@H](C2)C1=C)C,CCCCCCCCCC,320.59,245.6
V,"(1R,4S)-2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",decane,0.1554,0.8446,244.1,CC1([C@@H]2CC[C@@H](C2)C1=C)C,CCCCCCCCCC,320.59,245.6
V,"(1R,4S)-2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",decane,0.0517,0.9483,245.3,CC1([C@@H]2CC[C@@H](C2)C1=C)C,CCCCCCCCCC,320.59,245.6
V,"(1R,4S)-2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",decane,0.0156,0.9844,245.4,CC1([C@@H]2CC[C@@H](C2)C1=C)C,CCCCCCCCCC,320.59,245.6
V,"(1R,4S)-2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",dodecane,0.9911,0.0089,317.8,CC1([C@@H]2CC[C@@H](C2)C1=C)C,CCCCCCCCCCCC,320.59,263.2
V,"(1R,4S)-2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",dodecane,0.9735,0.0265,314.2,CC1([C@@H]2CC[C@@H](C2)C1=C)C,CCCCCCCCCCCC,320.59,263.2
V,"(1R,4S)-2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",dodecane,0.957,0.043,310,CC1([C@@H]2CC[C@@H](C2)C1=C)C,CCCCCCCCCCCC,320.59,263.2
V,"(1R,4S)-2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",dodecane,0.935,0.065,304.7,CC1([C@@H]2CC[C@@H](C2)C1=C)C,CCCCCCCCCCCC,320.59,263.2
V,"(1R,4S)-2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",dodecane,0.9247,0.0753,302.3,CC1([C@@H]2CC[C@@H](C2)C1=C)C,CCCCCCCCCCCC,320.59,263.2
V,"(1R,4S)-2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",dodecane,0.9055,0.0945,297.2,CC1([C@@H]2CC[C@@H](C2)C1=C)C,CCCCCCCCCCCC,320.59,263.2
V,"(1R,4S)-2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",dodecane,0.8842,0.1158,292.3,CC1([C@@H]2CC[C@@H](C2)C1=C)C,CCCCCCCCCCCC,320.59,263.2
V,"(1R,4S)-2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",dodecane,0.8525,0.1475,284,CC1([C@@H]2CC[C@@H](C2)C1=C)C,CCCCCCCCCCCC,320.59,263.2
V,"(1R,4S)-2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",dodecane,0.8303,0.1697,279.2,CC1([C@@H]2CC[C@@H](C2)C1=C)C,CCCCCCCCCCCC,320.59,263.2
V,"(1R,4S)-2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",dodecane,0.8268,0.1732,278.4,CC1([C@@H]2CC[C@@H](C2)C1=C)C,CCCCCCCCCCCC,320.59,263.2
V,"(1R,4S)-2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",dodecane,0.81,0.19,275,CC1([C@@H]2CC[C@@H](C2)C1=C)C,CCCCCCCCCCCC,320.59,263.2
V,"(1R,4S)-2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",dodecane,0.7854,0.2146,269.8,CC1([C@@H]2CC[C@@H](C2)C1=C)C,CCCCCCCCCCCC,320.59,263.2
V,"(1R,4S)-2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",dodecane,0.7803,0.2197,268,CC1([C@@H]2CC[C@@H](C2)C1=C)C,CCCCCCCCCCCC,320.59,263.2
V,"(1R,4S)-2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",dodecane,0.7582,0.2418,263,CC1([C@@H]2CC[C@@H](C2)C1=C)C,CCCCCCCCCCCC,320.59,263.2
V,"(1R,4S)-2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",dodecane,0.7441,0.2559,260.3,CC1([C@@H]2CC[C@@H](C2)C1=C)C,CCCCCCCCCCCC,320.59,263.2
V,"(1R,4S)-2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",dodecane,0.7331,0.2669,257.3,CC1([C@@H]2CC[C@@H](C2)C1=C)C,CCCCCCCCCCCC,320.59,263.2
V,"(1R,4S)-2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",dodecane,0.7117,0.2883,253.9,CC1([C@@H]2CC[C@@H](C2)C1=C)C,CCCCCCCCCCCC,320.59,263.2
V,"(1R,4S)-2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",dodecane,0.6991,0.3009,252,CC1([C@@H]2CC[C@@H](C2)C1=C)C,CCCCCCCCCCCC,320.59,263.2
V,"(1R,4S)-2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",dodecane,0.6762,0.3238,248.3,CC1([C@@H]2CC[C@@H](C2)C1=C)C,CCCCCCCCCCCC,320.59,263.2
V,"(1R,4S)-2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",dodecane,0.6621,0.3379,249.1,CC1([C@@H]2CC[C@@H](C2)C1=C)C,CCCCCCCCCCCC,320.59,263.2
V,"(1R,4S)-2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",dodecane,0.6506,0.3494,249,CC1([C@@H]2CC[C@@H](C2)C1=C)C,CCCCCCCCCCCC,320.59,263.2
V,"(1R,4S)-2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",dodecane,0.633,0.367,249.5,CC1([C@@H]2CC[C@@H](C2)C1=C)C,CCCCCCCCCCCC,320.59,263.2
V,"(1R,4S)-2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",dodecane,0.6119,0.3881,250.2,CC1([C@@H]2CC[C@@H](C2)C1=C)C,CCCCCCCCCCCC,320.59,263.2
V,"(1R,4S)-2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",dodecane,0.5912,0.4088,250.7,CC1([C@@H]2CC[C@@H](C2)C1=C)C,CCCCCCCCCCCC,320.59,263.2
V,"(1R,4S)-2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",dodecane,0.5569,0.4431,251.7,CC1([C@@H]2CC[C@@H](C2)C1=C)C,CCCCCCCCCCCC,320.59,263.2
V,"(1R,4S)-2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",dodecane,0.5171,0.4829,253,CC1([C@@H]2CC[C@@H](C2)C1=C)C,CCCCCCCCCCCC,320.59,263.2
V,"(1R,4S)-2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",dodecane,0.4474,0.5526,254.7,CC1([C@@H]2CC[C@@H](C2)C1=C)C,CCCCCCCCCCCC,320.59,263.2
V,"(1R,4S)-2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",dodecane,0.4418,0.5582,255.1,CC1([C@@H]2CC[C@@H](C2)C1=C)C,CCCCCCCCCCCC,320.59,263.2
