Type of DES,Component#1,Component#2,X#1,X#2,"T, K","Electrical_conductivity, S.cm-1",lg_Conductivity,Smiles#1,Smiles#2,,,
III,tetrabutylazanium chloride,"(2S,3R)-2-amino-3-hydroxybutanoic acid",0.8889,0.1111,303.15,6.80E-05,-4.167491087,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C[C@H]([C@@H](C(=O)O)N)O,,,
III,tetrabutylazanium chloride,"(2S,3R)-2-amino-3-hydroxybutanoic acid",0.8889,0.1111,313.15,1.35E-04,-3.869666232,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C[C@H]([C@@H](C(=O)O)N)O,,,
III,tetrabutylazanium chloride,"(2S,3R)-2-amino-3-hydroxybutanoic acid",0.8889,0.1111,323.15,2.38E-04,-3.623423043,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C[C@H]([C@@H](C(=O)O)N)O,,,
III,tetrabutylazanium chloride,"(2S,3R)-2-amino-3-hydroxybutanoic acid",0.8889,0.1111,333.15,3.62E-04,-3.441291429,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C[C@H]([C@@H](C(=O)O)N)O,,,
III,tetrabutylazanium chloride,"(2S,3R)-2-amino-3-hydroxybutanoic acid",0.8889,0.1111,343.15,4.20E-04,-3.37675071,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C[C@H]([C@@H](C(=O)O)N)O,,,
III,tetrabutylazanium chloride,"(2S,3R)-2-amino-3-hydroxybutanoic acid",0.8889,0.1111,353.15,5.67E-04,-3.246416941,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C[C@H]([C@@H](C(=O)O)N)O,,,
III,tetrabutylazanium chloride,"(2S,3R)-2-amino-3-hydroxybutanoic acid",0.9,0.1,303.15,4.80E-05,-4.318758763,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C[C@H]([C@@H](C(=O)O)N)O,,,
III,tetrabutylazanium chloride,"(2S,3R)-2-amino-3-hydroxybutanoic acid",0.9,0.1,313.15,1.18E-04,-3.928117993,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C[C@H]([C@@H](C(=O)O)N)O,,,
III,tetrabutylazanium chloride,"(2S,3R)-2-amino-3-hydroxybutanoic acid",0.9,0.1,323.15,1.99E-04,-3.701146924,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C[C@H]([C@@H](C(=O)O)N)O,,,
III,tetrabutylazanium chloride,"(2S,3R)-2-amino-3-hydroxybutanoic acid",0.9,0.1,333.15,3.13E-04,-3.504455662,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C[C@H]([C@@H](C(=O)O)N)O,,,
III,tetrabutylazanium chloride,"(2S,3R)-2-amino-3-hydroxybutanoic acid",0.9,0.1,343.15,4.02E-04,-3.395773947,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C[C@H]([C@@H](C(=O)O)N)O,,,
III,tetrabutylazanium chloride,"(2S,3R)-2-amino-3-hydroxybutanoic acid",0.9,0.1,353.15,5.16E-04,-3.287350298,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C[C@H]([C@@H](C(=O)O)N)O,,,
III,tetrabutylazanium chloride,"(2S,3R)-2-amino-3-hydroxybutanoic acid",0.9091,0.0909,303.15,8.50E-05,-4.070581074,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C[C@H]([C@@H](C(=O)O)N)O,,,
III,tetrabutylazanium chloride,"(2S,3R)-2-amino-3-hydroxybutanoic acid",0.9091,0.0909,313.15,1.57E-04,-3.804100348,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C[C@H]([C@@H](C(=O)O)N)O,,,
III,tetrabutylazanium chloride,"(2S,3R)-2-amino-3-hydroxybutanoic acid",0.9091,0.0909,323.15,2.78E-04,-3.555955204,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C[C@H]([C@@H](C(=O)O)N)O,,,
III,tetrabutylazanium chloride,"(2S,3R)-2-amino-3-hydroxybutanoic acid",0.9091,0.0909,333.15,3.87E-04,-3.412289035,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C[C@H]([C@@H](C(=O)O)N)O,,,
III,tetrabutylazanium chloride,"(2S,3R)-2-amino-3-hydroxybutanoic acid",0.9091,0.0909,343.15,4.54E-04,-3.342944147,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C[C@H]([C@@H](C(=O)O)N)O,,,
III,tetrabutylazanium chloride,"(2S,3R)-2-amino-3-hydroxybutanoic acid",0.9091,0.0909,353.15,5.82E-04,-3.235077015,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C[C@H]([C@@H](C(=O)O)N)O,,,
III,tetrabutylazanium chloride,(2S)-2-amino-3-methylbutanoic acid,0.9,0.1,303.15,3.30E-04,-3.48148606,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(C)[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-3-methylbutanoic acid,0.9,0.1,313.15,4.10E-04,-3.387216143,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(C)[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-3-methylbutanoic acid,0.9,0.1,323.15,5.90E-04,-3.229147988,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(C)[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-3-methylbutanoic acid,0.9,0.1,333.15,8.20E-04,-3.086186148,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(C)[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-3-methylbutanoic acid,0.9,0.1,343.15,9.89E-04,-3.004803708,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(C)[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-3-methylbutanoic acid,0.9,0.1,353.15,1.23E-03,-2.910801633,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(C)[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-3-methylbutanoic acid,0.9091,0.0909,303.15,2.00E-04,-3.698970004,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(C)[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-3-methylbutanoic acid,0.9091,0.0909,313.15,2.90E-04,-3.537602002,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(C)[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-3-methylbutanoic acid,0.9091,0.0909,323.15,4.10E-04,-3.387216143,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(C)[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-3-methylbutanoic acid,0.9091,0.0909,333.15,5.50E-04,-3.259637311,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(C)[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-3-methylbutanoic acid,0.9091,0.0909,343.15,7.51E-04,-3.124360063,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(C)[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-3-methylbutanoic acid,0.9091,0.0909,353.15,9.50E-04,-3.022276395,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(C)[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-3-methylbutanoic acid,0.9167,0.0833,303.15,2.80E-04,-3.552841969,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(C)[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-3-methylbutanoic acid,0.9167,0.0833,313.15,3.80E-04,-3.420216403,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(C)[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-3-methylbutanoic acid,0.9167,0.0833,323.15,5.00E-04,-3.301029996,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(C)[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-3-methylbutanoic acid,0.9167,0.0833,333.15,7.00E-04,-3.15490196,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(C)[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-3-methylbutanoic acid,0.9167,0.0833,343.15,9.01E-04,-3.045275209,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(C)[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-3-methylbutanoic acid,0.9167,0.0833,353.15,1.16E-03,-2.936291441,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(C)[C@@H](C(=O)O)N,,,
III,hydrogen sulfate;tetrabutylazanium,nonan-1-ol,0.2,0.8,293.15,2.70E-05,-4.568636236,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],CCCCCCCCCO,,,
III,hydrogen sulfate;tetrabutylazanium,nonan-1-ol,0.2,0.8,298.15,3.70E-05,-4.431798276,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],CCCCCCCCCO,,,
III,hydrogen sulfate;tetrabutylazanium,nonan-1-ol,0.2,0.8,303.15,5.00E-05,-4.301029996,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],CCCCCCCCCO,,,
III,hydrogen sulfate;tetrabutylazanium,nonan-1-ol,0.2,0.8,308.15,6.50E-05,-4.187086643,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],CCCCCCCCCO,,,
III,hydrogen sulfate;tetrabutylazanium,nonan-1-ol,0.2,0.8,313.15,8.20E-05,-4.086186148,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],CCCCCCCCCO,,,
III,hydrogen sulfate;tetrabutylazanium,nonan-1-ol,0.2,0.8,318.15,1.02E-04,-3.991399828,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],CCCCCCCCCO,,,
III,hydrogen sulfate;tetrabutylazanium,nonan-1-ol,0.2,0.8,323.15,1.23E-04,-3.910094889,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],CCCCCCCCCO,,,
III,hydrogen sulfate;tetrabutylazanium,nonan-1-ol,0.2,0.8,328.15,1.46E-04,-3.835647144,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],CCCCCCCCCO,,,
III,hydrogen sulfate;tetrabutylazanium,nonan-1-ol,0.2,0.8,333.15,1.80E-04,-3.744727495,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],CCCCCCCCCO,,,
III,hydrogen sulfate;tetrabutylazanium,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,308.15,1.02E-06,-5.993533958,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O,,,
III,hydrogen sulfate;tetrabutylazanium,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,313.15,2.17E-06,-5.663540266,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O,,,
III,hydrogen sulfate;tetrabutylazanium,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,318.15,4.25E-06,-5.371202514,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O,,,
III,hydrogen sulfate;tetrabutylazanium,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,323.15,7.79E-06,-5.108518296,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O,,,
III,hydrogen sulfate;tetrabutylazanium,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,328.15,1.33E-05,-4.877784122,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O,,,
III,hydrogen sulfate;tetrabutylazanium,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,333.15,2.14E-05,-4.669383333,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O,,,
III,hydrogen sulfate;tetrabutylazanium,2-(carboxymethoxy)acetic acid,0.5,0.5,293.15,1.98E-06,-5.70289635,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],C(C(=O)O)OCC(=O)O,,,
III,hydrogen sulfate;tetrabutylazanium,2-(carboxymethoxy)acetic acid,0.5,0.5,298.15,3.89E-06,-5.410162057,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],C(C(=O)O)OCC(=O)O,,,
III,hydrogen sulfate;tetrabutylazanium,2-(carboxymethoxy)acetic acid,0.5,0.5,303.15,7.27E-06,-5.138286412,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],C(C(=O)O)OCC(=O)O,,,
III,hydrogen sulfate;tetrabutylazanium,2-(carboxymethoxy)acetic acid,0.5,0.5,308.15,1.31E-05,-4.883060353,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],C(C(=O)O)OCC(=O)O,,,
III,hydrogen sulfate;tetrabutylazanium,2-(carboxymethoxy)acetic acid,0.5,0.5,313.15,2.19E-05,-4.660151217,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],C(C(=O)O)OCC(=O)O,,,
III,hydrogen sulfate;tetrabutylazanium,2-(carboxymethoxy)acetic acid,0.5,0.5,318.15,3.52E-05,-4.453951134,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],C(C(=O)O)OCC(=O)O,,,
III,hydrogen sulfate;tetrabutylazanium,2-(carboxymethoxy)acetic acid,0.5,0.5,323.15,5.38E-05,-4.26897562,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],C(C(=O)O)OCC(=O)O,,,
III,hydrogen sulfate;tetrabutylazanium,2-(carboxymethoxy)acetic acid,0.5,0.5,328.15,8.09E-05,-4.091997799,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],C(C(=O)O)OCC(=O)O,,,
III,hydrogen sulfate;tetrabutylazanium,2-(carboxymethoxy)acetic acid,0.5,0.5,333.15,1.17E-04,-3.931072388,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],C(C(=O)O)OCC(=O)O,,,
III,hydrogen sulfate;tetrabutylazanium,"2,2-dihydroxyindene-1,3-dione",0.5714,0.4286,313.15,1.53E-06,-5.814457845,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],C1=CC=C2C(=C1)C(=O)C(C2=O)(O)O,,,
III,hydrogen sulfate;tetrabutylazanium,"2,2-dihydroxyindene-1,3-dione",0.5714,0.4286,318.15,3.25E-06,-5.488517711,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],C1=CC=C2C(=C1)C(=O)C(C2=O)(O)O,,,
III,hydrogen sulfate;tetrabutylazanium,"2,2-dihydroxyindene-1,3-dione",0.5714,0.4286,323.15,6.14E-06,-5.211619485,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],C1=CC=C2C(=C1)C(=O)C(C2=O)(O)O,,,
III,hydrogen sulfate;tetrabutylazanium,"2,2-dihydroxyindene-1,3-dione",0.5714,0.4286,328.15,1.09E-05,-4.963371105,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],C1=CC=C2C(=C1)C(=O)C(C2=O)(O)O,,,
III,hydrogen sulfate;tetrabutylazanium,"2,2-dihydroxyindene-1,3-dione",0.5714,0.4286,333.15,1.83E-05,-4.738499227,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],C1=CC=C2C(=C1)C(=O)C(C2=O)(O)O,,,
III,tetrabutylazanium iodide,nonan-1-ol,0.0476,0.9524,293.15,5.30E-05,-4.27572413,CCCC[N+](CCCC)(CCCC)CCCC.[I-],CCCCCCCCCO,,,
III,tetrabutylazanium iodide,nonan-1-ol,0.0476,0.9524,298.15,6.90E-05,-4.161150909,CCCC[N+](CCCC)(CCCC)CCCC.[I-],CCCCCCCCCO,,,
III,tetrabutylazanium iodide,nonan-1-ol,0.0476,0.9524,303.15,8.60E-05,-4.065501549,CCCC[N+](CCCC)(CCCC)CCCC.[I-],CCCCCCCCCO,,,
III,tetrabutylazanium iodide,nonan-1-ol,0.0476,0.9524,308.15,1.05E-04,-3.978810701,CCCC[N+](CCCC)(CCCC)CCCC.[I-],CCCCCCCCCO,,,
III,tetrabutylazanium iodide,nonan-1-ol,0.0476,0.9524,313.15,1.25E-04,-3.903089987,CCCC[N+](CCCC)(CCCC)CCCC.[I-],CCCCCCCCCO,,,
III,tetrabutylazanium iodide,nonan-1-ol,0.0476,0.9524,318.15,1.47E-04,-3.832682665,CCCC[N+](CCCC)(CCCC)CCCC.[I-],CCCCCCCCCO,,,
III,tetrabutylazanium iodide,nonan-1-ol,0.0476,0.9524,323.15,1.83E-04,-3.73754891,CCCC[N+](CCCC)(CCCC)CCCC.[I-],CCCCCCCCCO,,,
III,tetrabutylazanium iodide,nonan-1-ol,0.0476,0.9524,328.15,2.10E-04,-3.677780705,CCCC[N+](CCCC)(CCCC)CCCC.[I-],CCCCCCCCCO,,,
III,tetrabutylazanium iodide,nonan-1-ol,0.0476,0.9524,333.15,2.35E-04,-3.628932138,CCCC[N+](CCCC)(CCCC)CCCC.[I-],CCCCCCCCCO,,,
III,tetraethylazanium bromide,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,308.15,1.66E-06,-5.779107751,CC[N+](CC)(CC)CC.[Br-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O,,,
III,tetraethylazanium bromide,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,313.15,4.42E-06,-5.354577731,CC[N+](CC)(CC)CC.[Br-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O,,,
III,tetraethylazanium bromide,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,318.15,1.06E-05,-4.975925013,CC[N+](CC)(CC)CC.[Br-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O,,,
III,tetraethylazanium bromide,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,323.15,2.29E-05,-4.64054398,CC[N+](CC)(CC)CC.[Br-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O,,,
III,tetraethylazanium bromide,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,328.15,4.45E-05,-4.351542406,CC[N+](CC)(CC)CC.[Br-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O,,,
III,tetraethylazanium bromide,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,333.15,8.23E-05,-4.084864093,CC[N+](CC)(CC)CC.[Br-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O,,,
III,tetraethylazanium bromide,"ethane-1,2-diol",0.3333,0.6667,298.15,8.16E-03,-2.088309841,CC[N+](CC)(CC)CC.[Br-],C(CO)O,,,
III,tetraethylazanium bromide,"benzene-1,2,3-triol",0.5,0.5,293.15,1.70E-05,-4.769551079,CC[N+](CC)(CC)CC.[Br-],C1=CC(=C(C(=C1)O)O)O,,,
III,tetraethylazanium bromide,"benzene-1,2,3-triol",0.5,0.5,298.15,3.90E-05,-4.408935393,CC[N+](CC)(CC)CC.[Br-],C1=CC(=C(C(=C1)O)O)O,,,
III,tetraethylazanium bromide,"benzene-1,2,3-triol",0.5,0.5,303.15,8.10E-05,-4.091514981,CC[N+](CC)(CC)CC.[Br-],C1=CC(=C(C(=C1)O)O)O,,,
III,tetraethylazanium bromide,"benzene-1,2,3-triol",0.5,0.5,308.15,1.55E-04,-3.809668302,CC[N+](CC)(CC)CC.[Br-],C1=CC(=C(C(=C1)O)O)O,,,
III,tetraethylazanium bromide,"benzene-1,2,3-triol",0.5,0.5,313.15,2.93E-04,-3.53313238,CC[N+](CC)(CC)CC.[Br-],C1=CC(=C(C(=C1)O)O)O,,,
III,tetraethylazanium bromide,"benzene-1,2,3-triol",0.5,0.5,318.15,4.98E-04,-3.302770657,CC[N+](CC)(CC)CC.[Br-],C1=CC(=C(C(=C1)O)O)O,,,
III,tetraethylazanium bromide,"benzene-1,2,3-triol",0.5,0.5,323.15,7.97E-04,-3.098541679,CC[N+](CC)(CC)CC.[Br-],C1=CC(=C(C(=C1)O)O)O,,,
III,tetraethylazanium bromide,"benzene-1,2,3-triol",0.5,0.5,328.15,1.19E-03,-2.924088239,CC[N+](CC)(CC)CC.[Br-],C1=CC(=C(C(=C1)O)O)O,,,
III,tetraethylazanium bromide,"benzene-1,2,3-triol",0.5,0.5,333.15,1.73E-03,-2.761953897,CC[N+](CC)(CC)CC.[Br-],C1=CC(=C(C(=C1)O)O)O,,,
III,tetraethylazanium chloride,"ethane-1,2-diol",0.3333,0.6667,298.15,5.65E-03,-2.247951552,CC[N+](CC)(CC)CC.[Cl-],C(CO)O,,,
III,tetramethylazanium acetate,"ethane-1,2-diol",0.3333,0.6667,298.15,5.90E-03,-2.229147988,CC(=O)[O-].C[N+](C)(C)C,C(CO)O,,,
III,tetramethylazanium chloride,"ethane-1,2-diol",0.3333,0.6667,298.15,1.03E-02,-1.987584625,C[N+](C)(C)C.[Cl-],C(CO)O,,,
III,tetrapropylazanium bromide,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,313.15,1.16E-06,-5.934793872,CCC[N+](CCC)(CCC)CCC.[Br-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O,,,
III,tetrapropylazanium bromide,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,318.15,2.74E-06,-5.562407968,CCC[N+](CCC)(CCC)CCC.[Br-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O,,,
III,tetrapropylazanium bromide,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,323.15,5.85E-06,-5.232918379,CCC[N+](CCC)(CCC)CCC.[Br-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O,,,
III,tetrapropylazanium bromide,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,328.15,1.17E-05,-4.931814138,CCC[N+](CCC)(CCC)CCC.[Br-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O,,,
III,tetrapropylazanium bromide,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,333.15,2.19E-05,-4.659952682,CCC[N+](CCC)(CCC)CCC.[Br-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O,,,
III,tetrapropylazanium bromide,"ethane-1,2-diol",0.25,0.75,293.15,2.80E-03,-2.553462833,CCC[N+](CCC)(CCC)CCC.[Br-],C(CO)O,,,
III,tetrapropylazanium bromide,"ethane-1,2-diol",0.25,0.75,303.15,4.19E-03,-2.37788964,CCC[N+](CCC)(CCC)CCC.[Br-],C(CO)O,,,
III,tetrapropylazanium bromide,"ethane-1,2-diol",0.25,0.75,313.15,5.73E-03,-2.241845378,CCC[N+](CCC)(CCC)CCC.[Br-],C(CO)O,,,
III,tetrapropylazanium bromide,"ethane-1,2-diol",0.25,0.75,323.15,7.35E-03,-2.133594502,CCC[N+](CCC)(CCC)CCC.[Br-],C(CO)O,,,
III,tetrapropylazanium bromide,"ethane-1,2-diol",0.25,0.75,333.15,8.93E-03,-2.048954052,CCC[N+](CCC)(CCC)CCC.[Br-],C(CO)O,,,
III,tetrapropylazanium bromide,"ethane-1,2-diol",0.25,0.75,343.15,1.06E-02,-1.97485805,CCC[N+](CCC)(CCC)CCC.[Br-],C(CO)O,,,
III,tetrapropylazanium bromide,"ethane-1,2-diol",0.25,0.75,353.15,1.20E-02,-1.921760746,CCC[N+](CCC)(CCC)CCC.[Br-],C(CO)O,,,
III,tetrapropylazanium bromide,"ethane-1,2-diol",0.2,0.8,293.15,3.05E-03,-2.515415471,CCC[N+](CCC)(CCC)CCC.[Br-],C(CO)O,,,
III,tetrapropylazanium bromide,"ethane-1,2-diol",0.2,0.8,303.15,4.80E-03,-2.319211388,CCC[N+](CCC)(CCC)CCC.[Br-],C(CO)O,,,
III,tetrapropylazanium bromide,"ethane-1,2-diol",0.2,0.8,313.15,6.54E-03,-2.184555084,CCC[N+](CCC)(CCC)CCC.[Br-],C(CO)O,,,
III,tetrapropylazanium bromide,"ethane-1,2-diol",0.2,0.8,323.15,8.20E-03,-2.086186148,CCC[N+](CCC)(CCC)CCC.[Br-],C(CO)O,,,
III,tetrapropylazanium bromide,"ethane-1,2-diol",0.2,0.8,333.15,9.98E-03,-2.000695428,CCC[N+](CCC)(CCC)CCC.[Br-],C(CO)O,,,
III,tetrapropylazanium bromide,"ethane-1,2-diol",0.2,0.8,343.15,1.19E-02,-1.923359556,CCC[N+](CCC)(CCC)CCC.[Br-],C(CO)O,,,
III,tetrapropylazanium bromide,"ethane-1,2-diol",0.2,0.8,353.15,1.33E-02,-1.875854575,CCC[N+](CCC)(CCC)CCC.[Br-],C(CO)O,,,
III,tetrapropylazanium bromide,"ethane-1,2-diol",0.1667,0.8333,293.15,3.13E-03,-2.503901008,CCC[N+](CCC)(CCC)CCC.[Br-],C(CO)O,,,
III,tetrapropylazanium bromide,"ethane-1,2-diol",0.1667,0.8333,303.15,5.00E-03,-2.301290651,CCC[N+](CCC)(CCC)CCC.[Br-],C(CO)O,,,
III,tetrapropylazanium bromide,"ethane-1,2-diol",0.1667,0.8333,313.15,6.62E-03,-2.179207619,CCC[N+](CCC)(CCC)CCC.[Br-],C(CO)O,,,
III,tetrapropylazanium bromide,"ethane-1,2-diol",0.1667,0.8333,323.15,8.28E-03,-2.081864774,CCC[N+](CCC)(CCC)CCC.[Br-],C(CO)O,,,
III,tetrapropylazanium bromide,"ethane-1,2-diol",0.1667,0.8333,333.15,9.94E-03,-2.002438884,CCC[N+](CCC)(CCC)CCC.[Br-],C(CO)O,,,
III,tetrapropylazanium bromide,"ethane-1,2-diol",0.1667,0.8333,343.15,1.19E-02,-1.926318301,CCC[N+](CCC)(CCC)CCC.[Br-],C(CO)O,,,
III,tetrapropylazanium bromide,"ethane-1,2-diol",0.1667,0.8333,353.15,1.35E-02,-1.870632404,CCC[N+](CCC)(CCC)CCC.[Br-],C(CO)O,,,
III,tetrapropylazanium bromide,"propane-1,2,3-triol",0.3333,0.6667,293.15,1.87E-04,-3.728158393,CCC[N+](CCC)(CCC)CCC.[Br-],C(C(CO)O)O,,,
III,tetrapropylazanium bromide,"propane-1,2,3-triol",0.3333,0.6667,303.15,3.91E-04,-3.407823243,CCC[N+](CCC)(CCC)CCC.[Br-],C(C(CO)O)O,,,
III,tetrapropylazanium bromide,"propane-1,2,3-triol",0.3333,0.6667,313.15,7.01E-04,-3.154281982,CCC[N+](CCC)(CCC)CCC.[Br-],C(C(CO)O)O,,,
III,tetrapropylazanium bromide,"propane-1,2,3-triol",0.3333,0.6667,323.15,1.12E-03,-2.952335805,CCC[N+](CCC)(CCC)CCC.[Br-],C(C(CO)O)O,,,
III,tetrapropylazanium bromide,"propane-1,2,3-triol",0.3333,0.6667,333.15,1.60E-03,-2.796695084,CCC[N+](CCC)(CCC)CCC.[Br-],C(C(CO)O)O,,,
