Type of DES,Component#1,Component#2,X#1,X#2,"T, K","Electrical_conductivity, S.cm-1",lg_Conductivity,Smiles#1,Smiles#2,,,
III,tetrabutylazanium chloride,"ethane-1,2-diol",0.3333,0.6667,338.15,3.54E-03,-2.450996738,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)O,,,
III,tetrabutylazanium chloride,(2S)-2-aminopentanedioic acid,0.8889,0.1111,303.15,1.78E-04,-3.749579998,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-aminopentanedioic acid,0.8889,0.1111,313.15,2.80E-04,-3.552841969,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-aminopentanedioic acid,0.8889,0.1111,323.15,4.30E-04,-3.366531544,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-aminopentanedioic acid,0.8889,0.1111,333.15,5.51E-04,-3.258848401,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-aminopentanedioic acid,0.8889,0.1111,343.15,7.00E-04,-3.15490196,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-aminopentanedioic acid,0.8889,0.1111,353.15,1.04E-03,-2.982132281,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-aminopentanedioic acid,0.9,0.1,303.15,2.11E-04,-3.675717545,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-aminopentanedioic acid,0.9,0.1,313.15,3.42E-04,-3.465973894,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-aminopentanedioic acid,0.9,0.1,323.15,4.92E-04,-3.308034897,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-aminopentanedioic acid,0.9,0.1,333.15,7.01E-04,-3.154281982,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-aminopentanedioic acid,0.9,0.1,343.15,8.48E-04,-3.071604148,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-aminopentanedioic acid,0.9,0.1,353.15,1.20E-03,-2.920456993,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-aminopentanedioic acid,0.9091,0.0909,303.15,1.55E-04,-3.809668302,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-aminopentanedioic acid,0.9091,0.0909,313.15,2.60E-04,-3.585026652,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-aminopentanedioic acid,0.9091,0.0909,323.15,4.01E-04,-3.396855627,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-aminopentanedioic acid,0.9091,0.0909,333.15,4.96E-04,-3.304518324,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-aminopentanedioic acid,0.9091,0.0909,343.15,6.61E-04,-3.179798541,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-aminopentanedioic acid,0.9091,0.0909,353.15,9.01E-04,-3.045275209,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,"(2S,3S)-2-amino-3-methylpentanoic acid",0.8889,0.1111,313.15,5.22E-04,-3.282329497,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC[C@H](C)[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,"(2S,3S)-2-amino-3-methylpentanoic acid",0.8889,0.1111,323.15,6.55E-04,-3.1837587,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC[C@H](C)[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,"(2S,3S)-2-amino-3-methylpentanoic acid",0.8889,0.1111,333.15,8.76E-04,-3.057495894,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC[C@H](C)[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,"(2S,3S)-2-amino-3-methylpentanoic acid",0.8889,0.1111,343.15,1.00E-03,-2.999565923,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC[C@H](C)[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,"(2S,3S)-2-amino-3-methylpentanoic acid",0.8889,0.1111,353.15,1.19E-03,-2.923359556,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC[C@H](C)[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,"(2S,3S)-2-amino-3-methylpentanoic acid",0.9,0.1,313.15,2.63E-04,-3.580044252,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC[C@H](C)[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,"(2S,3S)-2-amino-3-methylpentanoic acid",0.9,0.1,323.15,4.50E-04,-3.346787486,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC[C@H](C)[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,"(2S,3S)-2-amino-3-methylpentanoic acid",0.9,0.1,333.15,6.15E-04,-3.211124884,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC[C@H](C)[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,"(2S,3S)-2-amino-3-methylpentanoic acid",0.9,0.1,343.15,7.89E-04,-3.102922997,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC[C@H](C)[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,"(2S,3S)-2-amino-3-methylpentanoic acid",0.9,0.1,353.15,1.05E-03,-2.977159389,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC[C@H](C)[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,"(2S,3S)-2-amino-3-methylpentanoic acid",0.9091,0.0909,313.15,3.64E-04,-3.438898616,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC[C@H](C)[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,"(2S,3S)-2-amino-3-methylpentanoic acid",0.9091,0.0909,323.15,4.99E-04,-3.301899454,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC[C@H](C)[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,"(2S,3S)-2-amino-3-methylpentanoic acid",0.9091,0.0909,333.15,7.20E-04,-3.142667504,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC[C@H](C)[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,"(2S,3S)-2-amino-3-methylpentanoic acid",0.9091,0.0909,343.15,8.43E-04,-3.074172425,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC[C@H](C)[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,"(2S,3S)-2-amino-3-methylpentanoic acid",0.9091,0.0909,353.15,1.11E-03,-2.95546024,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC[C@H](C)[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-4-methylpentanoic acid,0.8889,0.1111,313.15,1.88E-04,-3.725842151,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(C)C[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-4-methylpentanoic acid,0.8889,0.1111,323.15,3.77E-04,-3.42365865,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(C)C[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-4-methylpentanoic acid,0.8889,0.1111,333.15,6.31E-04,-3.199970641,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(C)C[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-4-methylpentanoic acid,0.8889,0.1111,343.15,8.85E-04,-3.053056729,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(C)C[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-4-methylpentanoic acid,0.8889,0.1111,353.15,1.20E-03,-2.92190585,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(C)C[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-4-methylpentanoic acid,0.9,0.1,313.15,1.49E-04,-3.826813732,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(C)C[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-4-methylpentanoic acid,0.9,0.1,323.15,2.70E-04,-3.568636236,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(C)C[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-4-methylpentanoic acid,0.9,0.1,333.15,4.41E-04,-3.355561411,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(C)C[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-4-methylpentanoic acid,0.9,0.1,343.15,6.80E-04,-3.167491087,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(C)C[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-4-methylpentanoic acid,0.9,0.1,353.15,8.91E-04,-3.050122296,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(C)C[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-4-methylpentanoic acid,0.9091,0.0909,313.15,1.94E-04,-3.71219827,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(C)C[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-4-methylpentanoic acid,0.9091,0.0909,323.15,3.02E-04,-3.519993057,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(C)C[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-4-methylpentanoic acid,0.9091,0.0909,333.15,5.04E-04,-3.297569464,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(C)C[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-4-methylpentanoic acid,0.9091,0.0909,343.15,7.61E-04,-3.118615343,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(C)C[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-4-methylpentanoic acid,0.9091,0.0909,353.15,9.71E-04,-3.01278077,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(C)C[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-4-methylsulfanylbutanoic acid,0.9,0.1,303.15,2.93E-04,-3.53313238,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CSCC[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-4-methylsulfanylbutanoic acid,0.9,0.1,313.15,3.98E-04,-3.400116928,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CSCC[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-4-methylsulfanylbutanoic acid,0.9,0.1,323.15,4.86E-04,-3.313363731,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CSCC[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-4-methylsulfanylbutanoic acid,0.9,0.1,333.15,9.56E-04,-3.019542108,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CSCC[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-4-methylsulfanylbutanoic acid,0.9,0.1,343.15,1.29E-03,-2.889747083,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CSCC[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-4-methylsulfanylbutanoic acid,0.9,0.1,353.15,1.56E-03,-2.806041022,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CSCC[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-4-methylsulfanylbutanoic acid,0.9091,0.0909,303.15,3.48E-04,-3.458420756,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CSCC[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-4-methylsulfanylbutanoic acid,0.9091,0.0909,313.15,4.30E-04,-3.366531544,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CSCC[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-4-methylsulfanylbutanoic acid,0.9091,0.0909,323.15,5.78E-04,-3.238072162,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CSCC[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-4-methylsulfanylbutanoic acid,0.9091,0.0909,333.15,1.04E-03,-2.981715692,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CSCC[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-4-methylsulfanylbutanoic acid,0.9091,0.0909,343.15,1.37E-03,-2.864549301,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CSCC[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-4-methylsulfanylbutanoic acid,0.9091,0.0909,353.15,1.74E-03,-2.759950228,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CSCC[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-4-methylsulfanylbutanoic acid,0.9167,0.0833,303.15,2.49E-04,-3.603800653,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CSCC[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-4-methylsulfanylbutanoic acid,0.9167,0.0833,313.15,3.38E-04,-3.4710833,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CSCC[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-4-methylsulfanylbutanoic acid,0.9167,0.0833,323.15,4.31E-04,-3.36552273,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CSCC[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-4-methylsulfanylbutanoic acid,0.9167,0.0833,333.15,8.74E-04,-3.058488567,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CSCC[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-4-methylsulfanylbutanoic acid,0.9167,0.0833,343.15,1.16E-03,-2.93404702,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CSCC[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,(2S)-2-amino-4-methylsulfanylbutanoic acid,0.9167,0.0833,353.15,1.45E-03,-2.837435593,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CSCC[C@@H](C(=O)O)N,,,
III,tetrabutylazanium chloride,2-phenylacetic acid,0.3333,0.6667,288.15,9.10E-05,-4.040958608,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C1=CC=C(C=C1)CC(=O)O,,,
III,tetrabutylazanium chloride,2-phenylacetic acid,0.3333,0.6667,293.15,1.21E-04,-3.91721463,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C1=CC=C(C=C1)CC(=O)O,,,
III,tetrabutylazanium chloride,2-phenylacetic acid,0.3333,0.6667,298.15,1.59E-04,-3.798602876,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C1=CC=C(C=C1)CC(=O)O,,,
III,tetrabutylazanium chloride,2-phenylacetic acid,0.3333,0.6667,303.15,2.05E-04,-3.688246139,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C1=CC=C(C=C1)CC(=O)O,,,
III,tetrabutylazanium chloride,2-phenylacetic acid,0.3333,0.6667,308.15,2.57E-04,-3.590066877,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C1=CC=C(C=C1)CC(=O)O,,,
III,tetrabutylazanium chloride,2-phenylacetic acid,0.3333,0.6667,313.15,3.19E-04,-3.496209317,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C1=CC=C(C=C1)CC(=O)O,,,
III,tetrabutylazanium chloride,2-phenylacetic acid,0.3333,0.6667,318.15,3.86E-04,-3.413412695,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C1=CC=C(C=C1)CC(=O)O,,,
III,tetrabutylazanium chloride,2-phenylacetic acid,0.3333,0.6667,323.15,4.61E-04,-3.336299075,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C1=CC=C(C=C1)CC(=O)O,,,
III,tetrabutylazanium chloride,2-phenylacetic acid,0.3333,0.6667,328.15,5.47E-04,-3.262012674,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C1=CC=C(C=C1)CC(=O)O,,,
III,tetrabutylazanium chloride,2-phenylacetic acid,0.3333,0.6667,333.15,6.35E-04,-3.197226275,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C1=CC=C(C=C1)CC(=O)O,,,
III,tetrabutylazanium chloride,2-phenylacetic acid,0.3333,0.6667,338.15,7.30E-04,-3.13667714,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C1=CC=C(C=C1)CC(=O)O,,,
III,tetrabutylazanium chloride,(2S)-pyrrolidine-2-carboxylic acid,0.875,0.125,303.15,1.68E-04,-3.774690718,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C1C[C@H](NC1)C(=O)O,,,
III,tetrabutylazanium chloride,(2S)-pyrrolidine-2-carboxylic acid,0.875,0.125,313.15,3.43E-04,-3.46470588,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C1C[C@H](NC1)C(=O)O,,,
III,tetrabutylazanium chloride,(2S)-pyrrolidine-2-carboxylic acid,0.875,0.125,323.15,4.11E-04,-3.386158178,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C1C[C@H](NC1)C(=O)O,,,
III,tetrabutylazanium chloride,(2S)-pyrrolidine-2-carboxylic acid,0.875,0.125,333.15,6.50E-04,-3.187086643,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C1C[C@H](NC1)C(=O)O,,,
III,tetrabutylazanium chloride,(2S)-pyrrolidine-2-carboxylic acid,0.875,0.125,343.15,9.65E-04,-3.015472687,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C1C[C@H](NC1)C(=O)O,,,
III,tetrabutylazanium chloride,(2S)-pyrrolidine-2-carboxylic acid,0.875,0.125,353.15,1.27E-03,-2.897223385,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C1C[C@H](NC1)C(=O)O,,,
III,tetrabutylazanium chloride,(2S)-pyrrolidine-2-carboxylic acid,0.8889,0.1111,303.15,9.40E-05,-4.026872146,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C1C[C@H](NC1)C(=O)O,,,
III,tetrabutylazanium chloride,(2S)-pyrrolidine-2-carboxylic acid,0.8889,0.1111,313.15,1.37E-04,-3.863279433,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C1C[C@H](NC1)C(=O)O,,,
III,tetrabutylazanium chloride,(2S)-pyrrolidine-2-carboxylic acid,0.8889,0.1111,323.15,2.49E-04,-3.603800653,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C1C[C@H](NC1)C(=O)O,,,
III,tetrabutylazanium chloride,(2S)-pyrrolidine-2-carboxylic acid,0.8889,0.1111,333.15,4.23E-04,-3.373659633,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C1C[C@H](NC1)C(=O)O,,,
III,tetrabutylazanium chloride,(2S)-pyrrolidine-2-carboxylic acid,0.8889,0.1111,343.15,7.35E-04,-3.133712661,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C1C[C@H](NC1)C(=O)O,,,
III,tetrabutylazanium chloride,(2S)-pyrrolidine-2-carboxylic acid,0.8889,0.1111,353.15,1.08E-03,-2.964970718,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C1C[C@H](NC1)C(=O)O,,,
III,tetrabutylazanium chloride,(2S)-pyrrolidine-2-carboxylic acid,0.9,0.1,303.15,3.00E-04,-3.522878745,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C1C[C@H](NC1)C(=O)O,,,
III,tetrabutylazanium chloride,(2S)-pyrrolidine-2-carboxylic acid,0.9,0.1,313.15,4.46E-04,-3.350665141,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C1C[C@H](NC1)C(=O)O,,,
III,tetrabutylazanium chloride,(2S)-pyrrolidine-2-carboxylic acid,0.9,0.1,323.15,6.12E-04,-3.213248578,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C1C[C@H](NC1)C(=O)O,,,
III,tetrabutylazanium chloride,(2S)-pyrrolidine-2-carboxylic acid,0.9,0.1,333.15,8.69E-04,-3.060980224,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C1C[C@H](NC1)C(=O)O,,,
III,tetrabutylazanium chloride,(2S)-pyrrolidine-2-carboxylic acid,0.9,0.1,343.15,1.10E-03,-2.958607315,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C1C[C@H](NC1)C(=O)O,,,
III,tetrabutylazanium chloride,(2S)-pyrrolidine-2-carboxylic acid,0.9,0.1,353.15,1.42E-03,-2.848017605,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C1C[C@H](NC1)C(=O)O,,,
III,tetrabutylazanium chloride,propanoic acid,0.3333,0.6667,288.15,2.76E-04,-3.559090918,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCC(=O)O,,,
III,tetrabutylazanium chloride,propanoic acid,0.3333,0.6667,293.15,3.43E-04,-3.46470588,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCC(=O)O,,,
III,tetrabutylazanium chloride,propanoic acid,0.3333,0.6667,298.15,4.20E-04,-3.37675071,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCC(=O)O,,,
III,tetrabutylazanium chloride,propanoic acid,0.3333,0.6667,303.15,5.12E-04,-3.290730039,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCC(=O)O,,,
III,tetrabutylazanium chloride,propanoic acid,0.3333,0.6667,308.15,6.09E-04,-3.215382707,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCC(=O)O,,,
III,tetrabutylazanium chloride,propanoic acid,0.3333,0.6667,313.15,7.25E-04,-3.139661993,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCC(=O)O,,,
III,tetrabutylazanium chloride,propanoic acid,0.3333,0.6667,318.15,8.47E-04,-3.07211659,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCC(=O)O,,,
III,tetrabutylazanium chloride,propanoic acid,0.3333,0.6667,323.15,9.75E-04,-3.010995384,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCC(=O)O,,,
III,tetrabutylazanium chloride,propanoic acid,0.3333,0.6667,328.15,1.12E-03,-2.950781977,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCC(=O)O,,,
III,tetrabutylazanium chloride,propanoic acid,0.3333,0.6667,333.15,1.27E-03,-2.896196279,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCC(=O)O,,,
III,tetrabutylazanium chloride,propanoic acid,0.3333,0.6667,338.15,1.43E-03,-2.843450849,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCC(=O)O,,,
III,tetrabutylazanium chloride,(2S)-2-amino-3-hydroxypropanoic acid,0.8889,0.1111,313.15,1.11E-04,-3.954677021,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)O,,,
III,tetrabutylazanium chloride,(2S)-2-amino-3-hydroxypropanoic acid,0.8889,0.1111,323.15,1.98E-04,-3.70333481,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)O,,,
III,tetrabutylazanium chloride,(2S)-2-amino-3-hydroxypropanoic acid,0.8889,0.1111,333.15,4.37E-04,-3.359518563,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)O,,,
III,tetrabutylazanium chloride,(2S)-2-amino-3-hydroxypropanoic acid,0.9,0.1,313.15,3.09E-04,-3.510041521,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)O,,,
III,tetrabutylazanium chloride,(2S)-2-amino-3-hydroxypropanoic acid,0.9,0.1,323.15,4.58E-04,-3.339134522,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)O,,,
III,tetrabutylazanium chloride,(2S)-2-amino-3-hydroxypropanoic acid,0.9,0.1,333.15,6.35E-04,-3.197226275,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)O,,,
III,tetrabutylazanium chloride,(2S)-2-amino-3-hydroxypropanoic acid,0.9,0.1,343.15,9.40E-04,-3.026872146,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)O,,,
III,tetrabutylazanium chloride,(2S)-2-amino-3-hydroxypropanoic acid,0.9,0.1,353.15,1.38E-03,-2.861381566,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)O,,,
III,tetrabutylazanium chloride,(2S)-2-amino-3-hydroxypropanoic acid,0.9091,0.0909,313.15,2.44E-04,-3.612610174,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)O,,,
III,tetrabutylazanium chloride,(2S)-2-amino-3-hydroxypropanoic acid,0.9091,0.0909,323.15,3.55E-04,-3.449771647,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)O,,,
III,tetrabutylazanium chloride,(2S)-2-amino-3-hydroxypropanoic acid,0.9091,0.0909,333.15,6.07E-04,-3.216811309,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)O,,,
III,tetrabutylazanium chloride,(2S)-2-amino-3-hydroxypropanoic acid,0.9091,0.0909,343.15,9.12E-04,-3.040005162,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)O,,,
III,tetrabutylazanium chloride,(2S)-2-amino-3-hydroxypropanoic acid,0.9091,0.0909,353.15,1.32E-03,-2.881074247,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)O,,,
